"PK_Mechanical_ID","CK_SiteID","System Type","Ventilation Grade","Ventilation Working","Ventilation Controls","Ventilation Use","Ventilation Use_notes","Ventilation Use Units","Notes"
"Mechanical_00001714","SITE_02028","Bathroom Vent","Builder Grade","Yes","Timer",1.0000,,"Hours per day",
"Mechanical_00001716","SITE_02028","Bathroom Vent","Builder Grade","Yes","Timer",0.1000,,"Hours per day",
"Mechanical_00001719","SITE_02040","Bathroom Vent","Unknown","Yes","Manual Switch",12.0000,,"Hours per day",
"Mechanical_00001720","SITE_02040","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00001725","SITE_00002","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00001727","SITE_00004","Bathroom Vent","Builder Grade","Yes","Timer",3.0000,,"Hours per day",
"Mechanical_00001732","SITE_00014","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00001734","SITE_00018","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.1600,,"Hours per day",
"Mechanical_00001745","SITE_00139","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00001747","SITE_00139","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00001751","SITE_00149","Bathroom Vent","Builder Grade","Yes","Timer",0.0000,,"Hours per day",
"Mechanical_00001755","SITE_00161","Bathroom Vent","Builder Grade","Yes","Always on",24.0000,,"Hours per day",
"Mechanical_00001757","SITE_00171","Bathroom Vent","Unknown","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00001762","SITE_00419","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00001769","SITE_00446","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.1000,,"Hours per day",
"Mechanical_00001770","SITE_00497","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00001771","SITE_00497","Bathroom Vent","Builder Grade","No","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00001777","SITE_00500","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00001532","SITE_00008","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00001534","SITE_01145","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00001535","SITE_01137","Bathroom Vent","Panasonic or equivalent","Yes","Timer",0.7500,,"Hours per day",
"Mechanical_00001537","SITE_01137","Bathroom Vent","Panasonic or equivalent","No","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00001557","SITE_00799","Bathroom Vent","Unknown","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00001558","SITE_00135","Bathroom Vent","Panasonic or equivalent","Yes","Timer",0.5000,,"Hours per day",
"Mechanical_00001559","SITE_00135","Bathroom Vent","Panasonic or equivalent","Yes","Timer",1.0000,,"Hours per day",
"Mechanical_00001561","SITE_01133","Bathroom Vent","Unknown","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00001562","SITE_00154","Bathroom Vent","Unknown","Yes","Timer",0.5000,,"Hours per day",
"Mechanical_00001573","SITE_01112","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00001574","SITE_01112","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0000,,"Hours per day","In laundry"
"Mechanical_00001575","SITE_00172","Bathroom Vent","Builder Grade","Yes","Timer",0.0000,,"Hours per day",
"Mechanical_00001576","SITE_00172","Bathroom Vent","Builder Grade","Yes","Timer",0.0000,,"Hours per day",
"Mechanical_00001586","SITE_01173","Bathroom Vent","Unknown","Yes","Manual Switch",2.0000,,"Hours per day","Turns on with light"
"Mechanical_00001587","SITE_01176","Bathroom Vent","Unknown","Yes","Continuous",24.0000,,"Hours per day",
"Mechanical_00001589","SITE_01204","Bathroom Vent","Unknown","Yes","Timer",0.5000,,"Hours per day",
"Mechanical_00001591","SITE_01213","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00001603","SITE_00053","Bathroom Vent","Panasonic or equivalent","Yes","Humidity Control Switch",0.5000,,"Hours per day",
"Mechanical_00001604","SITE_00053","Bathroom Vent","Panasonic or equivalent","Yes","Humidity Control Switch",0.5000,,"Hours per day",
"Mechanical_00001605","SITE_00053","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0200,,"Hours per day",
"Mechanical_00001606","SITE_01169","Bathroom Vent","Builder Grade","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00001610","SITE_00047","Bathroom Vent","Builder Grade","Yes","Timer",0.2000,,"Hours per day",
"Mechanical_00001611","SITE_00151","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00001632","SITE_01197","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00001634","SITE_00147","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00001635","SITE_00147","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00001637","SITE_00813","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",4.0000,,"Hours per day",
"Mechanical_00001643","SITE_00070","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00001644","SITE_00071","Bathroom Vent","Panasonic or equivalent","Yes","N/A",24.0000,,"Hours per day",
"Mechanical_00001645","SITE_01168","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.3000,,"Hours per day",
"Mechanical_00001646","SITE_01113","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",3.0000,,"Hours per day",
"Mechanical_00001654","SITE_01205","Bathroom Vent","Builder Grade","No","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00001669","SITE_00134","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.1670,,"Hours per day",
"Mechanical_00001671","SITE_00134","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00001672","SITE_00166","Bathroom Vent","Builder Grade","Yes","Timer",0.0000,,"Hours per day",
"Mechanical_00000531","SITE_00908","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00000538","SITE_00911","Bathroom Vent","Builder Grade","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00000543","SITE_00918","Bathroom Vent","Builder Grade","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00000545","SITE_00921","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00000556","SITE_00930","Bathroom Vent","Builder Grade","Yes","Manual Switch",3.0000,,"Hours per day",
"Mechanical_00000558","SITE_00932","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00000563","SITE_00936","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000566","SITE_00940","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000572","SITE_00958","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00000574","SITE_00959","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00000575","SITE_00959","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",3.0000,,"Hours per day",
"Mechanical_00000581","SITE_00965","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000583","SITE_00966","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00000588","SITE_00970","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00000591","SITE_00973","Bathroom Vent","Panasonic or equivalent","Yes","Timer",0.2000,,"Hours per day",
"Mechanical_00000593","SITE_00973","Bathroom Vent","Builder Grade","Yes","Timer",,"Unknown","Hours per day","Unknown - guest room"
"Mechanical_00000598","SITE_00977","Bathroom Vent","Builder Grade","Yes","Manual Switch",1.0000,,"Hours per day","Bathroom 2"
"Mechanical_00000602","SITE_00979","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0600,,"Hours per day",
"Mechanical_00000604","SITE_00982","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0100,,"Hours per day",
"Mechanical_00000609","SITE_00987","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.1000,,"Hours per day",
"Mechanical_00000614","SITE_00990","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000616","SITE_00992","Bathroom Vent","Builder Grade","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00000620","SITE_00995","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00000622","SITE_00999","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00000624","SITE_01000","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00000631","SITE_01012","Bathroom Vent","Panasonic or equivalent","No","Timer",0.0000,,"Hours per day",
"Mechanical_00000638","SITE_01021","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000643","SITE_01024","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000646","SITE_01026","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00000648","SITE_01029","Bathroom Vent","Builder Grade","Yes","Manual Switch",2.0000,,"Hours per day",
"Mechanical_00000651","SITE_01036","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00000656","SITE_01038","Bathroom Vent","Panasonic or equivalent","Yes","Timer",0.0000,,"Hours per day",
"Mechanical_00000658","SITE_01040","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00000666","SITE_01054","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0100,,"Hours per day",
"Mechanical_00000668","SITE_01059","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.1250,,"Hours per day",
"Mechanical_00001665","SITE_00815","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00001666","SITE_00802","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00001667","SITE_01152","Bathroom Vent","Unknown","Yes","Manual Switch",,"Unknown","Hours per day","Unknown"
"Mechanical_00001679","SITE_01127","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00001689","SITE_01928","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00001690","SITE_01928","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00001701","SITE_01961","Bathroom Vent","Builder Grade","Yes","Timer",0.5000,,"Hours per day",
"Mechanical_00001702","SITE_01979","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00001715","SITE_02028","Bathroom Vent","Builder Grade","Yes","Timer",0.2500,,"Hours per day",
"Mechanical_00001717","SITE_02032","Bathroom Vent","Unknown","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00001718","SITE_02032","Bathroom Vent","Unknown","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00001729","SITE_00009","Bathroom Vent","Builder Grade","Yes","Timer",0.5000,,"Hours per day",
"Mechanical_00001736","SITE_00019","Bathroom Vent","Builder Grade","No","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00001737","SITE_00019","Bathroom Vent","Builder Grade","No","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00001738","SITE_00020","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00001739","SITE_00020","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00001748","SITE_00139","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00001749","SITE_00139","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00001750","SITE_00149","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00001752","SITE_00149","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00001753","SITE_00153","Bathroom Vent","Unknown","Yes","Manual Switch",16.0000,,"Hours per day",
"Mechanical_00001773","SITE_00499","Bathroom Vent","Builder Grade","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00001774","SITE_00499","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.2500,,"Hours per day",
"Mechanical_00001780","SITE_00507","Bathroom Vent","Builder Grade","Yes","Timer",1.0000,,"Hours per day",
"Mechanical_00001790","SITE_00512","Bathroom Vent","Unknown","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00001803","SITE_00526","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00001805","SITE_00529","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00001806","SITE_00529","Bathroom Vent","Builder Grade","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00001810","SITE_00530","Bathroom Vent","Unknown","Unknown","Unknown",0.0000,,"Hours per day",
"Mechanical_00001813","SITE_00531","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0800,,"Hours per day",
"Mechanical_00001815","SITE_00532","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.6700,,"Hours per day","Bath2"
"Mechanical_00001816","SITE_00532","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.6700,,"Hours per day","Only in summer - laundry"
"Mechanical_00001818","SITE_00534","Bathroom Vent","Panasonic or equivalent","Yes","Timer",1.0000,,"Hours per day",
"Mechanical_00001827","SITE_00537","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day","Laundry1"
"Mechanical_00001828","SITE_00537","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day","Bath1"
"Mechanical_00001782","SITE_00508","Bathroom Vent","Builder Grade","No","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00001784","SITE_00510","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.2000,,"Hours per day",
"Mechanical_00001789","SITE_00511","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00001791","SITE_00513","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00001800","SITE_00524","Bathroom Vent","Builder Grade","Yes","Timer",0.1600,,"Hours per day","Laundry"
"Mechanical_00001802","SITE_00525","Bathroom Vent","Panasonic or equivalent","Yes","Timer",0.5000,,"Hours per day",
"Mechanical_00001804","SITE_00527","Bathroom Vent","Builder Grade","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00001807","SITE_00530","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00001811","SITE_00531","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.2000,,"Hours per day",
"Mechanical_00001814","SITE_00532","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day","Bath1"
"Mechanical_00001817","SITE_00534","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00001819","SITE_00534","Bathroom Vent","Panasonic or equivalent","Yes","Timer",0.0000,,"Hours per day",
"Mechanical_00001821","SITE_00536","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.7500,,"Hours per day",
"Mechanical_00001831","SITE_00538","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00001837","SITE_00540","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day","Bath2"
"Mechanical_00001845","SITE_00545","Bathroom Vent","Panasonic or equivalent","Yes","N/A",24.0000,,"Hours per day","He tries to make it stop but isnt successful"
"Mechanical_00001847","SITE_00548","Bathroom Vent","Builder Grade","Yes","Timer",0.5000,,"Hours per day",
"Mechanical_00001855","SITE_00555","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00001857","SITE_00555","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00001859","SITE_00555","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.2000,,"Hours per day",
"Mechanical_00001865","SITE_00559","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00001867","SITE_00560","Bathroom Vent","Builder Grade","Yes","Timer",0.3000,,"Hours per day",
"Mechanical_00001873","SITE_00566","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00001875","SITE_00567","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
"Mechanical_00001877","SITE_00569","Bathroom Vent","Builder Grade","No","Manual Switch",1.0000,,"Hours per day",
"Mechanical_00001883","SITE_00572","Bathroom Vent","Panasonic or equivalent","Yes","Timer",0.2500,,"Hours per day",
"Mechanical_00001892","SITE_00598","Bathroom Vent","Builder Grade","Yes","Timer",0.5000,,"Hours per day",
"Mechanical_00001894","SITE_00600","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.0000,,"Hours per day",
"Mechanical_00001906","SITE_00636","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.1600,,"Hours per day","Laundry"
"Mechanical_00001913","SITE_00644","Bathroom Vent","Panasonic or equivalent","Yes","Manual Switch",0.1000,,"Hours per day",
"Mechanical_00001915","SITE_00644","Bathroom Vent","Panasonic or equivalent","Yes","Timer",0.0000,,"Hours per day",
"Mechanical_00001920","SITE_01770","Bathroom Vent","Builder Grade","Yes","Manual Switch",0.5000,,"Hours per day",
