"PK_RoomID","CK_SiteID","Room Name","Room Type","Description","Area","Area_Notes","Space Cooling","Space Heating","Grow Room: Dedicated Ventilation System","Grow Room: Dedicated Ventilation System Details","Grow Room: Modified Panel for More Capacity","Grow Room: Qty Harvests per Year","Grow Room: Qty Harvests per Year_Notes","Grow Room: Qty Sockets Used","Grow Room: Qty Sockets Used_Notes","Grow Room: Height of Flowering Plants","Grow Room: Dedicated AC System","Grow Room: Dedicated AC System Details","Grow Room: Mold or Mildew?"
"Room_00014117","SITE_00776","Closet_3","Closet","N/A",33.0000,,"Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014118","SITE_00776","Bedroom_3","Bedroom","Master",225.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014119","SITE_00776","Closet_4","Closet","Master",73.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014120","SITE_00776","Bathroom_3","Bathroom","Master",54.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014121","SITE_00777","Storage_1","Storage","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014122","SITE_00777","Living Room_1","Living Room","N/A",281.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014123","SITE_00777","Kitchen_1","Kitchen","N/A",261.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014124","SITE_00777","Bathroom_1","Bathroom","N/A",58.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014125","SITE_00777","Bedroom_1","Bedroom","Master",250.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014126","SITE_00777","Bathroom_2","Bathroom","N/A",41.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014127","SITE_00777","Family Room_1","Family Room","Great hall",324.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014128","SITE_00777","Hall_1","Hall","Entry",12.0000,,"Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014129","SITE_00777","Hall_2","Hall","N/A",64.0000,,"Not Cooled","Unheated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014130","SITE_00777","Bedroom_2","Bedroom","N/A",126.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014131","SITE_00777","Hall_3","Hall","Stairs",44.0000,,"Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014132","SITE_00777","Bathroom_3","Bathroom","N/A",109.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014133","SITE_00777","Outside_2","Outside","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014134","SITE_00778","Storage_1","Storage","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014135","SITE_00778","Closet_1","Closet","N/A",81.0000,,"Not Cooled","Indirectly Heated from Adjacent Spaces","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014136","SITE_00778","Living Room_1","Living Room","N/A",155.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014137","SITE_00778","Office_1","Office","Bedroom 1",81.0000,,"Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014138","SITE_00778","Kitchen_1","Kitchen","N/A",78.0000,,"Not Cooled","Indirectly Heated from Adjacent Spaces","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014139","SITE_00778","Hall_1","Hall","N/A",19.0000,,"Not Cooled","Unheated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014140","SITE_00778","Basement_2","Basement","N/A",,"Unknown","Not Cooled","Unheated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014141","SITE_00778","Outside_2","Outside","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014142","SITE_00778","Closet_9","Closet","East",50.0000,,"Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014143","SITE_00778","Bedroom_6","Bedroom","W",150.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014144","SITE_00778","Bathroom_6","Bathroom","N/A",40.0000,,"Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014145","SITE_00779","Storage_1","Storage","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014146","SITE_00779","Kitchen_1","Kitchen","Kitchen and dining room",228.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014147","SITE_00779","Family Room_1","Family Room","Downstairs tv room",398.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014148","SITE_00779","Living Room_1","Living Room","Upstairs tv room",264.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014149","SITE_00779","Hall_1","Hall","Front entrance",40.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014150","SITE_00779","Office_1","Office","Office",124.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014151","SITE_00779","Hall_2","Hall","Upstairs hall",30.0000,,"Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014152","SITE_00779","Bathroom_1","Bathroom","Hall bathroom",45.0000,,"Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014153","SITE_00779","Laundry_1","Laundry","Laundry",34.0000,,"Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014154","SITE_00779","Bedroom_1","Bedroom","kids bedroom",122.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014155","SITE_00779","Bedroom_2","Bedroom","Master bedroom",147.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014156","SITE_00779","Closet_1","Closet","Master closet",24.0000,,"Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014157","SITE_00779","Bathroom_2","Bathroom","Master bathroom",48.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014158","SITE_00779","Hall_3","Hall","Stairwell down",52.0000,,"Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014159","SITE_00779","Basement_1","Basement","Storage section",228.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014160","SITE_00779","Mechanical_1","Mechanical","Mech",38.0000,,"Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Equipment in the Space","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014161","SITE_00779","Closet_2","Closet","Media closet",18.0000,,"Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014162","SITE_00779","Hall_4","Hall","Downstairs hallway",34.0000,,"Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014163","SITE_00779","Bathroom_3","Bathroom","Downstairs bathroom",38.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014164","SITE_00779","Garage_2","Garage","N/A",460.0000,,"Unknown","Unknown","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014165","SITE_00779","Outside_2","Outside","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014166","SITE_00779","Bedroom_6","Bedroom","N/A",132.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014167","SITE_00779","Bedroom_7","Bedroom","N/A",148.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014168","SITE_00780","Outside_2","Outside","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014169","SITE_00780","Garage_2","Garage","GARAGE",419.0000,,"Semi-Cooled","Indirectly Heated from Equipment in the Space","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014170","SITE_00780","Family Room_1","Family Room","N/A",205.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014171","SITE_00780","Laundry_1","Laundry","N/A",54.0000,,"Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014172","SITE_00780","Hall_1","Hall","N/A",25.0000,,"Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014173","SITE_00780","Living Room_1","Living Room","N/A",306.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014174","SITE_00780","Kitchen_1","Kitchen","N/A",240.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014175","SITE_00780","Closet_1","Closet","N/A",19.0000,,"Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014176","SITE_00780","Hall_2","Hall","N/A",34.0000,,"Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014177","SITE_00780","Hall_3","Hall","N/A",73.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014178","SITE_00780","Bedroom_1","Bedroom","N/A",223.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014179","SITE_00780","Closet_2","Closet","N/A",44.0000,,"Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014180","SITE_00780","Bathroom_1","Bathroom","N/A",33.0000,,"Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014181","SITE_00780","Bathroom_2","Bathroom","N/A",45.0000,,"Indirectly Cooled from Adjacent Spaces","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014182","SITE_00780","Bedroom_2","Bedroom","N/A",152.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014183","SITE_00780","Bedroom_3","Bedroom","N/A",123.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014184","SITE_00780","Storage_1","Storage","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014185","SITE_00781","Outside_2","Outside","Exterior lighting",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014186","SITE_00781","Family Room_3","Family Room","Family room",285.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014187","SITE_00781","Storage_1","Storage","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014188","SITE_00781","Basement_1","Basement","N/A",64.0000,,"Not Cooled","Unheated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014189","SITE_00781","Bedroom_1","Bedroom","N/A",132.0000,,"Unknown","Unknown","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014190","SITE_00781","Living Room_1","Living Room","N/A",187.0000,,"Indirectly Cooled from Adjacent Spaces","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014191","SITE_00781","Hall_1","Hall","N/A",76.0000,,"Unknown","Unknown","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014192","SITE_00781","Bathroom_1","Bathroom","N/A",30.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014193","SITE_00781","Laundry_1","Laundry","N/A",134.0000,,"Unknown","Unknown","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014194","SITE_00781","Dining Room_1","Dining Room","N/A",120.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014195","SITE_00781","Hall_2","Hall","N/A",42.0000,,"Unknown","Unknown","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014196","SITE_00781","Bathroom_2","Bathroom","N/A",42.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014197","SITE_00781","Bedroom_2","Bedroom","N/A",130.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014198","SITE_00781","Kitchen_1","Kitchen","N/A",154.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014199","SITE_00781","Kitchen_3","Kitchen","Dining room upstairs",132.0000,,"Unknown","Unknown","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014200","SITE_00782","Outside_2","Outside","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014201","SITE_00782","Basement_2","Basement","Basement",1120.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014202","SITE_00782","Storage_1","Storage","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014203","SITE_00782","Kitchen_1","Kitchen","N/A",196.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014204","SITE_00782","Hall_1","Hall","N/A",76.0000,,"Not Cooled","Indirectly Heated from Adjacent Spaces","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014205","SITE_00782","Bathroom_1","Bathroom","N/A",42.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014206","SITE_00782","Living Room_1","Living Room","N/A",366.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014207","SITE_00782","Bedroom_1","Bedroom","N/A",196.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014208","SITE_00782","Bedroom_2","Bedroom","N/A",174.0000,,"Not Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014209","SITE_00783","Storage_1","Storage","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014210","SITE_00783","Office_1","Office","N/A",119.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014211","SITE_00783","Bedroom_1","Bedroom","N/A",160.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014212","SITE_00783","Bathroom_1","Bathroom","N/A",34.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014213","SITE_00783","Living Room_1","Living Room","N/A",242.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014214","SITE_00783","Kitchen_1","Kitchen","N/A",186.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014215","SITE_00783","Outside_2","Outside","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014216","SITE_00784","Outside_2","Outside","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014217","SITE_00784","Garage_2","Garage","N/A",,"Unknown","Unknown","Unknown","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014218","SITE_00784","Living Room_1","Living Room","N/A",207.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014219","SITE_00784","Dining Room_1","Dining Room","N/A",99.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014220","SITE_00784","Kitchen_1","Kitchen","N/A",171.0000,,"Unknown","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014221","SITE_00784","Storage_1","Storage","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014222","SITE_00784","Basement_1","Basement","N/A",230.0000,,"Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014223","SITE_00784","Mechanical_1","Mechanical","N/A",363.0000,,"Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Equipment in the Space","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014224","SITE_00784","Hall_1","Hall","N/A",49.0000,,"Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014225","SITE_00784","Hall_2","Hall","N/A",28.0000,,"Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014226","SITE_00784","Bathroom_1","Bathroom","N/A",41.0000,,"Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014227","SITE_00784","Laundry_1","Laundry","N/A",52.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014228","SITE_00784","Hall_3","Hall","N/A",105.0000,,"Indirectly Cooled from Adjacent Spaces","Indirectly Heated from Adjacent Spaces","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014229","SITE_00784","Bedroom_1","Bedroom","N/A",141.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014230","SITE_00784","Bathroom_2","Bathroom","N/A",43.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014231","SITE_00784","Bedroom_2","Bedroom","N/A",106.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014232","SITE_00784","Bedroom_3","Bedroom","N/A",121.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014233","SITE_00784","Closet_1","Closet","N/A",38.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014234","SITE_00784","Bathroom_3","Bathroom","N/A",77.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014235","SITE_00785","Storage_1","Storage","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014236","SITE_00785","Bedroom_3","Bedroom","Sewing",187.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014237","SITE_00785","Bedroom_2","Bedroom","N/A",156.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014238","SITE_00785","Bathroom_1","Bathroom","Hall",46.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014239","SITE_00785","Bathroom_2","Bathroom","Master",158.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014240","SITE_00785","Bedroom_1","Bedroom","N/A",318.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014241","SITE_00785","Closet_1","Closet","Master",19.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014242","SITE_00785","Hall_1","Hall","N/A",54.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014243","SITE_00785","Laundry_1","Laundry","N/A",119.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014244","SITE_00785","Kitchen_1","Kitchen","N/A",168.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014245","SITE_00785","Dining Room_1","Dining Room","N/A",115.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014246","SITE_00785","Office_1","Office","N/A",158.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014247","SITE_00785","Living Room_1","Living Room","N/A",617.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014248","SITE_00785","Garage_2","Garage","N/A",,"Unknown","Unknown","Unknown","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014249","SITE_00785","Outside_2","Outside","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014250","SITE_00786","Garage_2","Garage","N/A",,"Unknown","Unknown","Unknown","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014251","SITE_00786","Outside_2","Outside","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014252","SITE_00786","Storage_1","Storage","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014253","SITE_00786","Living Room_1","Living Room","By gar",242.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014254","SITE_00786","Kitchen_1","Kitchen","N/A",131.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014255","SITE_00786","Dining Room_1","Dining Room","N/A",123.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
"Room_00014256","SITE_00786","Family Room_1","Family Room","By front door",285.0000,,"Directly Cooled","Directly Heated","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A","N/A","N/A"
