"PK_ApplianceID","CK_SiteID","CK_RoomID","Type","Year of Manufacture on Nameplate","Vintage","Vintage_notes","Serial","Make","Model","Energy Star","TV Screen Type","TV Screen Surface","TV Resolution","Primary","Size (Diagonal Inches)","Size (Diagonal Inches)_notes","Wattage","Wattage_notes","Set Top Box Present","Set Top Box Provider","Set Top Box Year","Set Top Box Year_notes","Set Top Box Size","Set Top Box Records","STB Wifi","TV Wifi","TV Qty of Streaming Devices","TV Qty of Streaming Devices_notes","TV Qty of External Media Devices","TV Qty of External Media Devices_notes","TV Auxiliary Devices Plugged into Single Strip","Notes","Room Name","Room Type"
"Appliance_00018735","SITE_01603","Room_00019843","Television","Yes",2002,,"N/A","Philips","27PS55 S121","No","Tube (CRT and internal or rear projector)","Flat","Standard Definition","Secondary",27.0000,,70.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",0,,0,,"Yes","N/A","Bedroom_6","Bedroom"
"Appliance_00018738","SITE_01604","Room_00019862","Television","No",,"Unknown","Unknown","SVA","Unknown","Unknown","LCD","Flat","Unknown","Secondary",32.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","No",0,,0,,"No","Power cable fed through wall plenum.","Bedroom_6","Bedroom"
"Appliance_00018362","SITE_01604","Room_00019853","Television","No",,"Unknown","Unknown","Samsung","Rm48d","No","LED","Flat","FHD (1080P)","Primary",48.0000,,,"Could not meter","Yes","Comcast",2007,,"Full","No","No","No",0,,4,,"No","Unsure of correct model.Unable to access cord. Wall mounted and wired into wall","Living Room_1","Living Room"
"Appliance_00018713","SITE_01605","Room_00019867","Television","Yes",2015,,"N/A","Samsung","Un55js700d","Yes","LCD","Flat","UHD (4080P)","Primary",55.0000,,,"Could not meter","Yes","Unknown",,"Unknown","Unknown","Yes","Unknown","Yes",0,,1,,"No","Do not have watt meter","Living Room_1","Living Room"
"Appliance_00018714","SITE_01605","Room_00019880","Television","No",,"Unknown","LAUKGTAM0303484","Vizio","M470nv","Yes","LED","Flat","FHD (1080P)","Secondary",47.0000,,,"Could not meter","Yes","Directv",2016,,"Full","Yes","Unknown","Yes",0,,1,,"Yes","Do not have watt meter","Bedroom_2","Bedroom"
"Appliance_00018167","SITE_01606","Room_00019889","Television","Yes",2009,,"N/A","Panasonic","TC-L32X1","No","LCD","Flat","High Definition (720P)","Primary",32.0000,,25.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",1,,1,,"Yes","N/A","Living Room_1","Living Room"
"Appliance_00018616","SITE_01607","Room_00019913","Television","No",,"Unknown","LAUKHJAL1601260","Vizio","E370VL","Yes","LCD","Flat","FHD (1080P)","Primary",37.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","No",0,,0,,"No","Can't access cord","Living Room_1","Living Room"
"Appliance_00018387","SITE_01608","Room_00019933","Television","No",,"Unknown","2112311-1006776","Coby","LEDTV3916","Yes","LED","Flat","FHD (1080P)","All used about the same",39.0000,,47.0000,,"Yes","Centurylink",,"Unknown","Small","No","Yes","No",0,,1,,"Yes","N/A","Living Room_2","Living Room"
"Appliance_00018388","SITE_01608","Room_00019937","Television","Yes",2009,,"N/A","Sony","KDL-46W4100","Yes","LCD","Flat","FHD (1080P)","All used about the same",46.0000,,,"Could not meter","Yes","Centurylink",,"Unknown","Small","Yes","Yes","No",0,,1,,"Yes","Plug inaccessible","Family Room_1","Family Room"
"Appliance_00018383","SITE_01609","Room_00019953","Television","Yes",2006,,"N/A","Panasonic","TH-50PH9UK","Yes","Plasma","Flat","High Definition (720P)","Primary",50.0000,,148.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",1,,2,,"Unknown","N/A","Bedroom_6","Bedroom"
"Appliance_00018436","SITE_01610","Room_00019965","Television","Yes",2007,,"N/A","Samsung","Ln-t375ha","Yes","LCD","Flat","FHD (1080P)","Primary",37.0000,,120.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",1,,0,,"Unknown","N/A","Bedroom_1","Bedroom"
"Appliance_00018437","SITE_01610","Room_00019969","Television","No",,"Unknown","Unknown","HiSense","Unknown","Unknown","LED","Flat","FHD (1080P)","Secondary",40.0000,,42.0000,,"Yes","Comcast",2015,,"Full","No","No","No",0,,1,,"Yes","Nameplate covered by mount","Bedroom_2","Bedroom"
"Appliance_00018599","SITE_01611","Room_00019972","Television","No",,"Unknown","MF63040152","Panasonic","TH-50PX600U","Yes","Plasma","Flat","FHD (1080P)","Primary",50.0000,,440.0000,,"Yes","Comcast",2015,,"Full","Yes","Yes","Yes",1,,1,,"No","N/A","Family Room_1","Family Room"
"Appliance_00018600","SITE_01611","Room_00019977","Television","Yes",2006,,"N/A","Panasonic","TH-37PX60U","No","Plasma","Flat","FHD (1080P)","Secondary",37.0000,,,"Could not meter","Yes","Comcast",2014,,"Small","No","Yes","No",0,,1,,"Unknown","Can't reach","Bedroom_1","Bedroom"
"Appliance_00018601","SITE_01611","Room_00019983","Television","No",,"Unknown","Unknown","JVC","Unknown","No","Tube (CRT and internal or rear projector)","Curved","Standard Definition","Unknown",,"Unknown",,"Could not meter","Yes","Comcast",2014,,"Small","Yes","Yes","No",0,,0,,"Unknown","Can't reach, boxes in way","Living Room_1","Living Room"
"Appliance_00018722","SITE_01612","Room_00019988","Television","No",,"Unknown","906866941","Sharp","Lc-c3237u","Yes","LCD","Flat","FHD (1080P)","Primary",32.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","No",1,,0,,"Yes","Plug innaccessable","Living Room_1","Living Room"
"Appliance_00018723","SITE_01612","Room_00019994","Television","Yes",2015,,"N/A","Samsung","Un28h4500","Yes","LCD","Flat","FHD (1080P)","No",27.0000,,16.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","Yes",0,,0,,"No","N/A","Bedroom_1","Bedroom"
"Appliance_00018724","SITE_01612","Room_00019997","Television","No",,"Unknown","Unknown","Sharp","Unknown","Unknown","LCD","Flat","FHD (1080P)","Secondary",32.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","No",0,,0,,"Unknown","Nameplate hidden by wall mount, no access to plug","Bedroom_2","Bedroom"
"Appliance_00018389","SITE_01613","Room_00020010","Television","No",,"Unknown","Unknown","Toshiba","Unknown","Unknown","Tube (CRT and internal or rear projector)","Flat","Standard Definition","Secondary",32.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","No",0,,0,,"Unknown","Could not access behind tv","Bedroom_3","Bedroom"
"Appliance_00018390","SITE_01613","Room_00020007","Television","No",,"Unknown","Unknown","Philips","Unknown","Unknown","Tube (CRT and internal or rear projector)","Flat","Standard Definition","Secondary",28.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","No",0,,1,,"No","Cannot access behind tv","Bedroom_1","Bedroom"
"Appliance_00018391","SITE_01613","Room_00020004","Television","Yes",2010,,"N/A","Sony","KDL46HX800","Yes","LED","Flat","FHD (1080P)","Primary",46.0000,,120.0000,,"Yes","Comcast",2016,,"Small","No","No","No",0,,1,,"Yes","N/A","Family Room_1","Family Room"
"Appliance_00018392","SITE_01613","Room_00020011","Television","No",,"Unknown","Unknown","Panasonic","Unknown","No","Tube (CRT and internal or rear projector)","Flat","Standard Definition","Secondary",46.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","No",0,,1,,"No","Cannot access rear of television","Bedroom_4","Bedroom"
"Appliance_00018476","SITE_01615","Room_00020031","Television","Yes",2016,,"N/A","Samsung","UN32J5500AF","Yes","LED","Flat","FHD (1080P)","Primary",32.0000,,36.0000,,"Yes","Comcast",2016,,"Small","No","Yes","Yes",0,,0,,"Yes","N/A","Family Room_1","Family Room"
"Appliance_00018477","SITE_01615","Room_00020036","Television","Yes",2008,,"N/A","Sony","KDL-32M4000","Yes","LCD","Flat","High Definition (720P)","Secondary",32.0000,,,"Could not meter","Yes","Comcast",2016,,"Small","No","No","No",0,,0,,"No","Plug inaccessible","Bedroom_1","Bedroom"
"Appliance_00018044","SITE_01616","Room_00020047","Television","Yes",2012,,"N/A","Philips","50PFL3807/F7","Yes","LCD","Flat","FHD (1080P)","Primary",50.0000,,,"Could not meter","Yes","Centurylink",2016,,"Full","Yes","Yes","Yes",1,,1,,"Unknown","Can't access power cord","Family Room_1","Family Room"
"Appliance_00018045","SITE_01616","Room_00020055","Television","No",,"Unknown","Unknown","Sharp","LAC-32DA5U","Yes","LCD","Flat","1080I","Secondary",32.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","No",0,,0,,"Unknown","Can't access power. Mount blocking other info","Bedroom_3","Bedroom"
"Appliance_00018288","SITE_01617","Room_00020070","Television","Yes",2016,,"N/A","Samsung","UN40J5200AF","Yes","LED","Flat","FHD (1080P)","Primary",40.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","Yes",0,,1,,"Yes","Someone was using, could not meter","Bedroom_3","Bedroom"
"Appliance_00018289","SITE_01617","Room_00020073","Television","Yes",2016,,"N/A","LG","40LH5300","Yes","LED","Flat","FHD (1080P)","Unknown",40.0000,,52.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","Yes",0,,1,,"No","N/A","Family Room_1","Family Room"
"Appliance_00018290","SITE_01617","Room_00020076","Television","No",,"Unknown","J383C306A","RCA","L40FHD41YX9","No","LCD","Flat","FHD (1080P)","Unknown",40.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","No",0,,0,,"No","Used as computer monitor?Can't access plug","Bedroom_4","Bedroom"
"Appliance_00018291","SITE_01617","Room_00020077","Television","Yes",2014,,"N/A","LG","32LB520B","Yes","LED","Flat","High Definition (720P)","All used about the same",32.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","No",0,,1,,"Yes","Someone was using. Did not power meter.Has TV antenna","Bedroom_5","Bedroom"
"Appliance_00018367","SITE_01618","Room_00020082","Television","Yes",2011,,"N/A","Vizio","E320VA","No","LCD","Flat","High Definition (720P)","Secondary",32.0000,,54.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",0,,0,,"No","N/A","Bedroom_4","Bedroom"
"Appliance_00018368","SITE_01618","Room_00020084","Television","Yes",2010,,"N/A","Sony","KDL-40EX401","No","LCD","Flat","FHD (1080P)","Primary",40.0000,,111.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",1,,0,,"No","N/A","Family Room_2","Family Room"
"Appliance_00019557","SITE_01619","Room_00020099","Television","Yes",2010,,"N/A","Samsung","PN58C550G1F","Yes","Plasma","Flat","FHD (1080P)","Primary",58.0000,,365.0000,,"Yes","Comcast",2016,,"Full","No","No","No",1,,1,,"No","N/A","Living Room_1","Living Room"
"Appliance_00019558","SITE_01619","Room_00020107","Television","Yes",2015,,"N/A","Insignia","Ns40D420NA16","Yes","LED","Flat","FHD (1080P)","Secondary",40.0000,,,"Could not meter","Yes","Comcast",2016,,"Small","No","No","No",1,,1,,"No","Can't access plug","Bedroom_1","Bedroom"
"Appliance_00018632","SITE_01621","Room_00020123","Television","Yes",2008,,"N/A","Samsung","PN50A400C2DXZA","Yes","Plasma","Flat","FHD (1080P)","Primary",50.0000,,118.0000,,"Yes","Comcast",2010,,"Full","No","No","No",0,,0,,"Yes","N/A","Living Room_1","Living Room"
"Appliance_00018534","SITE_01622","Room_00020129","Television","No",,"Unknown","Z1N53PZ600399P","Samsung","Un46c5000qfxza","Yes","LED","Flat","FHD (1080P)","Primary",46.0000,,76.0000,,"Yes","Comcast",2016,,"Full","No","No","No",0,,2,,"Yes","N/A","Living Room_1","Living Room"
"Appliance_00018535","SITE_01622","Room_00020133","Television","No",,"Unknown","Unknown","Vizio","Unknown","Yes","LCD","Flat","FHD (1080P)","Secondary",21.0000,,21.0000,,"Yes","Comcast",2016,,"Small","No","No","No",0,,0,,"Yes","N/A","Bedroom_2","Bedroom"
"Appliance_00018371","SITE_01623","Room_00020147","Television","Yes",2016,,"N/A","Insignia","Ns-19d220na16-a","Yes","LED","Flat","FHD (1080P)","Secondary",19.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","No",0,,0,,"No","Could not test wattage, no grounded plug nearby","Bedroom_1","Bedroom"
"Appliance_00018372","SITE_01623","Room_00020148","Television","No",2012,,"N/A","Toshiba","32l2200u","Yes","LCD","Flat","FHD (1080P)","Primary",32.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","No",0,,0,,"No","Could not access plug, behind furniture","Bedroom_2","Bedroom"
"Appliance_00018575","SITE_01624","Room_00020153","Television","No",,"Unknown","DA0RH0E0Y00DX81R0371","Dynex","DX-R20TR","No","Tube (CRT and internal or rear projector)","Curved","Standard Definition","Primary",17.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","No",0,,0,,"No","Couldn't access power","Family Room_1","Family Room"
"Appliance_00018587","SITE_01626","Room_00020174","Television","No",,"Unknown","Unknown","Unknown","Unknown","Unknown","LED","Flat","FHD (1080P)","Primary",40.0000,,80.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","Yes",0,,0,,"Yes","TV locked to wall, nameplate not accessible","Living Room_1","Living Room"
"Appliance_00018588","SITE_01626","Room_00020182","Television","No",,"Unknown","AHLFCBAG410502","Vizio","GV46L","No","LCD","Flat","FHD (1080P)","Secondary",46.0000,,280.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",0,,1,,"No","N/A","Basement_1","Basement"
"Appliance_00018657","SITE_01627","Room_00020186","Television","Yes",2009,,"N/A","Sanyo","Unknown","Yes","Unknown","Flat","FHD (1080P)","Primary",48.0000,,355.0000,,"Yes","Comcast",2016,,"Small","Yes","Unknown","Unknown",0,,1,,"Yes","N/A","Living Room_1","Living Room"
"Appliance_00018658","SITE_01627","Room_00020192","Television","No",,"Unknown","Unknown","Toshiba","Unknown","Unknown","Unknown","Flat","FHD (1080P)","Secondary",32.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","Unknown",0,,0,,"Unknown","Cord behind dresser. Can't get to nameplate","Bedroom_2","Bedroom"
"Appliance_00018474","SITE_01628","Room_00020203","Television","Yes",1997,,"N/A","Quasar","TP2009DV","No","Tube (CRT and internal or rear projector)","Flat","Standard Definition","Secondary",21.0000,,50.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",0,,0,,"No","N/A","Basement_1","Basement"
"Appliance_00018475","SITE_01628","Room_00020208","Television","Yes",2008,,"N/A","Toshiba","26AV500U","No","LCD","Flat","High Definition (720P)","All used about the same",26.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","No",0,,1,,"No","Plug inaccessible","Bedroom_3","Bedroom"
"Appliance_00018564","SITE_01629","Room_00020210","Television","No",,"Unknown","B1C03CNL800817Y","Samsung","HPS4273X/XAA","No","Plasma","Flat","High Definition (720P)","Primary",42.0000,,300.0000,,"Yes","Dish Network",2016,,"Small","No","No","No",0,,0,,"No","N/A","Living Room_1","Living Room"
"Appliance_00018565","SITE_01629","Room_00020214","Television","Yes",2004,,"N/A","Sanyo","DS32224","No","Tube (CRT and internal or rear projector)","Curved","Standard Definition","Secondary",32.0000,,64.0000,,"Yes","Dish Network",2016,,"Small","No","No","No",0,,0,,"No","N/A","Bedroom_1","Bedroom"
"Appliance_00018566","SITE_01629","Room_00020216","Television","Yes",2009,,"N/A","Samsung","LN32B46OB2DXZA","No","LCD","Flat","High Definition (720P)","Secondary",32.0000,,,"Could not meter","Yes","Dish Network",2016,,"Small","No","No","No",0,,0,,"No","N/A","Bedroom_2","Bedroom"
"Appliance_00018617","SITE_01630","Room_00020227","Television","No",,"Unknown","Unknown","Sony","Unknown","Yes","Tube (CRT and internal or rear projector)","Flat","Standard Definition","Secondary",27.0000,,117.0000,,"Yes","Comcast",2006,,"Small","No","No","No",0,,0,,"Yes","N/A","Bedroom_6","Bedroom"
"Appliance_00018618","SITE_01630","Room_00020227","Television","Yes",2012,,"N/A","Samsung","LN32D403E4D","Yes","LCD","Flat","FHD (1080P)","Secondary",31.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","No",0,,0,,"Yes","N/A","Bedroom_6","Bedroom"
"Appliance_00018594","SITE_01630","Room_00020219","Television","Yes",2006,,"N/A","Vizio","P50HDTV10A","Yes","Plasma","Flat","FHD (1080P)","Primary",50.0000,,,"Could not meter","Yes","Comcast",2014,,"Full","Yes","Yes","No",0,,1,,"Unknown","Can't access cord","Family Room_1","Family Room"
"Appliance_00018595","SITE_01630","Room_00020223","Television","No",,"Unknown","603818622 A","Sharp","LC-32SH20U","Yes","LCD","Flat","High Definition (720P)","Secondary",32.0000,,,"Could not meter","Yes","Comcast",2014,,"Small","No","No","No",0,,0,,"Unknown","Couldn't access power cord, behind dresser","Bedroom_1","Bedroom"
"Appliance_00018596","SITE_01630","Room_00020224","Television","Yes",2004,,"N/A","Sylvania","6420FE","No","Tube (CRT and internal or rear projector)","Flat","Standard Definition","Unknown",20.0000,,,"Could not meter","Yes","Comcast",2014,,"Small","No","No","No",0,,0,,"Unknown","Couldn't access power cord","Bedroom_2","Bedroom"
"Appliance_00018627","SITE_01631","Room_00020233","Television","No",,"Unknown","Unknown","Panasonic","Unknown","Yes","Plasma","Flat","FHD (1080P)","Primary",50.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","Unknown",0,,1,,"Yes","Could not access name plate or plug","Living Room_1","Living Room"
"Appliance_00018530","SITE_01632","Room_00020241","Television","Yes",2011,,"N/A","Hannspree","Sc24lmub","Yes","LCD","Flat","FHD (1080P)","Primary",24.0000,,22.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",0,,1,,"No","N/A","Bedroom_6","Bedroom"
"Appliance_00018442","SITE_01633","Room_00020262","Television","No",,"Unknown","Unknown","RCA","Unknown","Unknown","Tube (CRT and internal or rear projector)","Curved","Standard Definition","Primary",20.0000,,63.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",0,,0,,"Unknown","N/A","Family Room_3","Family Room"
"Appliance_00018185","SITE_01633","Room_00020249","Television","Yes",2010,,"N/A","Sony","Kdl-40ex500","Yes","LCD","Flat","FHD (1080P)","Primary",40.0000,,155.0000,,"Yes","Comcast",2011,,"Full","Yes","No","No",0,,1,,"Yes","N/A","Living Room_1","Living Room"
"Appliance_00018186","SITE_01633","Room_00020253","Television","No",,"Unknown","Unknown","Rea","Unknown","No","Tube (CRT and internal or rear projector)","None (Projector)","Standard Definition","Tertiary",25.5000,,,"Could not meter","Yes","Comcast",2011,,"Small","No","No","No",0,,0,,"No","No access","Bedroom_1","Bedroom"
"Appliance_00018187","SITE_01633","Room_00020257","Television","Yes",2011,,"N/A","Vizio","M220mv","Yes","LED","Flat","FHD (1080P)","Secondary",22.0000,,28.5000,,"Yes","Comcast",2011,,"Small","No","No","No",0,,0,,"No","N/A","Kitchen_1","Kitchen"
"Appliance_00018502","SITE_01634","Room_00020266","Television","No",,"Unknown","Unknown","Sony","Unknown","No","LCD","Flat","FHD (1080P)","Primary",47.0000,,283.0000,,"Yes","Comcast",2006,,"Full","No","No","No",0,,1,,"Yes","N/A","Living Room_1","Living Room"
"Appliance_00018503","SITE_01634","Room_00020268","Television","Yes",2001,,"N/A","Sylvania","SSC130B","No","Tube (CRT and internal or rear projector)","Flat","Standard Definition","Secondary",13.0000,,66.0000,,"Yes","Comcast",2006,,"Small","No","No","No",0,,0,,"No","N/A","Laundry_1","Laundry"
"Appliance_00018504","SITE_01634","Room_00020279","Television","Yes",2007,,"N/A","Vizio","VX20L","No","LCD","Flat","High Definition (720P)","Secondary",20.0000,,46.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",0,,0,,"No","N/A","Bedroom_2","Bedroom"
"Appliance_00018650","SITE_01635","Room_00020286","Television","Yes",2010,,"N/A","Samsung","Un40c300sfxza","Yes","LCD","Flat","Unknown","Primary",40.0000,,98.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",0,,1,,"No","N/A","Living Room_1","Living Room"
"Appliance_00018641","SITE_01636","Room_00020293","Television","No",,"Unknown","Unknown","Mitsubishi","Unknown","Unknown","Projector (Non-CRT)","Flat","Unknown","Primary",73.0000,,,"Could not meter","Yes","Directv",2015,,"Full","Yes","Yes","No",0,,0,,"Yes","N/A","Living Room_1","Living Room"
"Appliance_00018642","SITE_01636","Room_00020295","Television","No",,"Unknown","Unknown","Toshiba","Unknown","Unknown","Tube (CRT and internal or rear projector)","Flat","Standard Definition","Secondary",36.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","No",0,,0,,"Unknown","Could not access","Bedroom_1","Bedroom"
"Appliance_00018643","SITE_01636","Room_00020297","Television","Yes",2009,,"N/A","LG","47lh30","Yes","LCD","Flat","FHD (1080P)","Primary",47.0000,,,"Could not meter","Yes","Directv",2015,,"Small","Yes","No","Yes",0,,2,,"Yes","N/A","Bedroom_2","Bedroom"
"Appliance_00018597","SITE_01637","Room_00020298","Television","No",,"Unknown","LTBETVCS2601620","Vizio","D40-D1","Yes","LED","Flat","FHD (1080P)","Primary",40.0000,,59.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","Yes",1,,0,,"Yes","N/A","Family Room_1","Family Room"
"Appliance_00018598","SITE_01637","Room_00020309","Television","No",,"Unknown","Unknown","Element","Unknown","Unknown","Unknown","Flat","Unknown","Secondary",18.0000,,12.0000,,"Yes","Comcast",2015,,"Small","Unknown","Unknown","Unknown",0,,0,,"No","Wall mount","Bathroom_3","Bathroom"
