"PK_ApplianceID","CK_SiteID","CK_RoomID","Type","Year of Manufacture on Nameplate","Vintage","Vintage_notes","Serial","Make","Model","Energy Star","TV Screen Type","TV Screen Surface","TV Resolution","Primary","Size (Diagonal Inches)","Size (Diagonal Inches)_notes","Wattage","Wattage_notes","Set Top Box Present","Set Top Box Provider","Set Top Box Year","Set Top Box Year_notes","Set Top Box Size","Set Top Box Records","STB Wifi","TV Wifi","TV Qty of Streaming Devices","TV Qty of Streaming Devices_notes","TV Qty of External Media Devices","TV Qty of External Media Devices_notes","TV Auxiliary Devices Plugged into Single Strip","Notes","Room Name","Room Type"
"Appliance_00018467","SITE_01547","Room_00019033","Television","No",,"Unknown","LTF3NLEP3600636","Vizio","E-320A1","Yes","LCD","Flat","High Definition (720P)","Primary",32.0000,,30.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",0,,0,,"No","N/A","Bedroom_2","Bedroom"
"Appliance_00018488","SITE_01548","Room_00019039","Television","No",,"Unknown","7320Y25000101","White-Westinghouse","Uw40ta2w","Yes","LCD","Flat","FHD (1080P)","Secondary",40.0000,,42.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",0,,1,,"Yes","N/A","Family Room_1","Family Room"
"Appliance_00018489","SITE_01548","Room_00019042","Television","Yes",2010,,"N/A","Dynex","Dx-26l150a11","Yes","LCD","Flat","FHD (1080P)","No",26.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","No",0,,0,,"Unknown","Noticed after documentation, television not plugged in","Bedroom_1","Bedroom"
"Appliance_00018490","SITE_01548","Room_00019046","Television","No",,"Unknown","AB013M4SB26050J","Emerson","Pl-p42w-10a","Yes","LCD","Flat","FHD (1080P)","No",42.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","No",0,,0,,"No","N/A","Bedroom_3","Bedroom"
"Appliance_00018491","SITE_01548","Room_00019047","Television","Yes",2011,,"N/A","Toshiba","24slv411u","Yes","LCD","Flat","FHD (1080P)","Primary",23.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","No",0,,0,,"Unknown","Plug inaccessible behind furniture","Bedroom_4","Bedroom"
"Appliance_00018140","SITE_01549","Room_00019052","Television","No",,"Unknown","DS1A1119100599","Sylvania","Lc401ss2","Yes","LCD","Flat","High Definition (720P)","Primary",40.0000,,,"Could not meter","Yes","Centurylink",2016,,"Small","No","No","Yes",0,,0,,"No","Cord inaccessible","Bedroom_1","Bedroom"
"Appliance_00018141","SITE_01549","Room_00019064","Television","No",,"Unknown","938147M02968K1","Toshiba","40rv525rz","Yes","LCD","Flat","High Definition (720P)","Secondary",40.0000,,59.0000,,"Yes","Centurylink",2016,,"Small","No","Yes","Yes",0,,0,,"No","N/A","Family Room_1","Family Room"
"Appliance_00018482","SITE_01550","Room_00019070","Television","No",,"Unknown","Unknown","Mitsubishi","Unknown","No","Tube (CRT and internal or rear projector)","Curved","Standard Definition","Primary",20.0000,,,"Could not meter","Yes","Comcast",2015,,"Full","Yes","No","No",0,,1,,"Yes","Cannot acces back","Living Room_1","Living Room"
"Appliance_00018472","SITE_01551","Room_00019090","Television","No",,"Unknown","LTTDSJBR0409842","Vizio","E32HC1","No","LED","Flat","High Definition (720P)","Secondary",32.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","Yes",0,,1,,"No","Plug inaccessible","Bedroom_1","Bedroom"
"Appliance_00018473","SITE_01551","Room_00019093","Television","Yes",2008,,"N/A","AOC","L32W761","No","LCD","Flat","High Definition (720P)","Primary",32.0000,,124.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",1,,0,,"No","N/A","Bedroom_2","Bedroom"
"Appliance_00018139","SITE_01551","Room_00019085","Television","Yes",2013,,"N/A","Toshiba","32l1300u","Yes","LED","Flat","FHD (1080P)","Unknown",32.0000,,34.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",1,,3,,"Yes","N/A","Living Room_3","Living Room"
"Appliance_00018651","SITE_01552","Room_00019107","Television","No",,"Unknown","Unknown","Samsung","Unknown","Unknown","LCD","Flat","Unknown","Primary",30.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","No",0,,1,,"Yes","Could not access back of it","Bedroom_2","Bedroom"
"Appliance_00018370","SITE_01553","Room_00019109","Television","Yes",2003,,"N/A","JVC","Av-32fa44","Yes","Tube (CRT and internal or rear projector)","Flat","Standard Definition","Primary",32.0000,,84.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",0,,2,,"Yes","N/A","Living Room_3","Living Room"
"Appliance_00023170","SITE_01554","Room_00020717","Television","No",,"Unknown","Unknown","Panasonic","Unknown","No","Tube (CRT and internal or rear projector)","Flat","Standard Definition","Primary",28.0000,,,"Could not meter","Yes","Dish Network",,"Unknown","Full","Unknown","Unknown","No",0,,1,,"Yes","No nameplate on tv. Do not have watt meter","Living Room_2","Living Room"
"Appliance_00018499","SITE_01555","Room_00019128","Television","Yes",2016,,"N/A","Samsung","Unknown","Unknown","LED","Flat","FHD (1080P)","Primary",60.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","Yes",0,,1,,"Yes","N/A","Family Room_1","Family Room"
"Appliance_00017983","SITE_01556","Room_00019142","Television","Yes",2009,,"N/A","Toshiba","46XV648U","No","LCD","Flat","High Definition (720P)","Primary",46.0000,,145.0000,,"Yes","Directv",2015,,"Small","No","No","No",0,,1,,"Yes","N/A","Living Room_1","Living Room"
"Appliance_00018377","SITE_01557","Room_00019162","Television","Yes",2010,,"N/A","Samsung","P2370HD-1","Yes","LCD","Flat","FHD (1080P)","Secondary",23.0000,,56.0000,,"Yes","Centurylink",2016,,"Small","Unknown","Yes","No",0,,0,,"No","N/A","Kitchen_1","Kitchen"
"Appliance_00018378","SITE_01557","Room_00019163","Television","No",,"Unknown","B4460185601346","Sanyo","DP42D24","No","LED","Flat","FHD (1080P)","Primary",42.0000,,53.0000,,"Yes","Centurylink",2016,,"Small","Yes","Yes","No",0,,0,,"No","N/A","Bedroom_1","Bedroom"
"Appliance_00018379","SITE_01557","Room_00019169","Television","Yes",2016,,"N/A","Sony","XBR55X850D","Yes","LED","Flat","UHD (4080P)","Primary",55.0000,,122.0000,,"Yes","Centurylink",2016,,"Small","Yes","Yes","Yes",0,,1,,"Yes","N/A","Living Room_1","Living Room"
"Appliance_00018380","SITE_01557","Room_00019171","Television","Yes",2015,,"N/A","Insignia","NS39D220NA16","Yes","LED","Flat","High Definition (720P)","Primary",39.0000,,44.3000,,"Yes","Centurylink",2016,,"Small","Yes","Yes","No",0,,0,,"No","N/A","Bedroom_3","Bedroom"
"Appliance_00018625","SITE_01558","Room_00019177","Television","No",,"Unknown","D35S32MBCM2255","Cosmo","E32","Yes","LCD","Flat","FHD (1080P)","Secondary",31.0000,,42.0000,,"Yes","Directv",,"Unknown","Small","No","No","No",0,,0,,"Yes","N/A","Office_1","Office"
"Appliance_00018626","SITE_01558","Room_00019178","Television","Yes",2015,,"N/A","Samsung","UN65JU639DF","Yes","LED","Flat","UHD (4080P)","Primary",65.0000,,185.0000,,"Yes","Directv",,"Unknown","Full","No","No","Yes",0,,0,,"No","N/A","Living Room_1","Living Room"
"Appliance_00018721","SITE_01559","Room_00019193","Television","No",,"Unknown","PSSCIAJ1957190","Vizio","Vp422hdtv10a","Yes","LCD","Flat","FHD (1080P)","Primary",44.0000,,,"Could not meter","Yes","Dish Network",2016,,"Full","Yes","Unknown","No",0,,0,,"No","No grounded outlet available","Bedroom_2","Bedroom"
"Appliance_00018393","SITE_01560","Room_00019208","Television","Yes",2014,,"N/A","Sony","KDL-48W600B","Yes","LED","Flat","FHD (1080P)","Primary",48.0000,,46.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","Yes",1,,1,,"Yes","N/A","Living Room_1","Living Room"
"Appliance_00018197","SITE_01561","Room_00019219","Television","Yes",2007,,"N/A","Samsung","Ln-t4071f","Yes","LCD","Flat","High Definition (720P)","Primary",40.0000,,265.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","Yes",1,,2,,"Yes","N/A","Kitchen_1","Kitchen"
"Appliance_00018198","SITE_01561","Room_00019224","Television","No",,"Unknown","Unknown","Sony","Unknown","Yes","Tube (CRT and internal or rear projector)","Flat","Standard Definition","Secondary",28.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","No",0,,0,,"Unknown","Cant access tv rear","Bedroom_3","Bedroom"
"Appliance_00018439","SITE_01562","Room_00019233","Television","Yes",2000,,"N/A","Sylvania","Src2019ac","No","Tube (CRT and internal or rear projector)","Curved","Standard Definition","Secondary",20.0000,,42.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",0,,0,,"Unknown","N/A","Living Room_1","Living Room"
"Appliance_00018440","SITE_01562","Room_00019243","Television","No",2000,,"N/A","RCA","F25432","No","Tube (CRT and internal or rear projector)","Curved","Standard Definition","Secondary",24.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","No",0,,0,,"Unknown","No access to plug","Family Room_1","Family Room"
"Appliance_00018441","SITE_01562","Room_00019245","Television","Yes",2010,,"N/A","Toshiba","19cv100u","Yes","LCD","Flat","FHD (1080P)","Secondary",21.0000,,23.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",0,,0,,"Unknown","N/A","Other_1","Other"
"Appliance_00018082","SITE_01563","Room_00019248","Television","Yes",2011,,"N/A","Samsung","UN22D500NF","No","LED","Flat","FHD (1080P)","Primary",22.0000,,28.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",1,,1,,"No","N/A","Family Room_1","Family Room"
"Appliance_00018609","SITE_01564","Room_00019257","Television","Yes",2016,,"N/A","Samsung","UN65JU670DFXZA","No","LED","Curved","UHD (4080P)","Primary",65.0000,,,"Could not meter","Yes","Directv",2016,,"Full","Yes","Yes","Yes",0,,1,,"No","N/A","Family Room_1","Family Room"
"Appliance_00018610","SITE_01564","Room_00019267","Television","Yes",2009,,"N/A","Insignia","NS-L322Q-10A","Yes","LED","Flat","FHD (1080P)","Secondary",39.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","No",0,,1,,"No","Tv in use. Did not want to unplug.","Bedroom_3","Bedroom"
"Appliance_00018493","SITE_01566","Room_00019295","Television","Yes",2014,,"N/A","Samsung","Un39fh5000fxza","No","LCD","Flat","FHD (1080P)","Primary",39.0000,,56.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",1,,1,,"Yes","N/A","Bedroom_3","Bedroom"
"Appliance_00018438","SITE_01567","Room_00019300","Television","Yes",2014,,"N/A","Samsung","Un40hu6900","Yes","LED","Flat","UHD (4080P)","Primary",40.0000,,86.0000,,"Yes","Comcast",2015,,"Full","Yes","No","Yes",0,,2,,"Yes","N/A","Living Room_1","Living Room"
"Appliance_00018478","SITE_01568","Room_00019324","Television","No",,"Unknown","0023824023","Sharp","Lc-42sb48ut","Yes","LCD","Flat","High Definition (720P)","Primary",42.0000,,171.0000,,"Yes","Xfinity",2015,,"Small","Unknown","No","No",0,,1,,"Yes","Couldnt access back for nameplate.","Living Room_1","Living Room"
"Appliance_00018205","SITE_01569","Room_00019337","Television","No",,"Unknown","Z1PN3CCB103382A","Samsung","Ln46c630k1fxza","Yes","LCD","Flat","High Definition (720P)","Primary",44.0000,,84.0000,,"Yes","Directv",2011,,"Full","Yes","No","No",0,,1,,"Yes","Cannot access powerstrip for info","Living Room_1","Living Room"
"Appliance_00018206","SITE_01569","Room_00019342","Television","No",,"Unknown","10225080022","Vizio","Vizio v037l fhdtv10a","Yes","LCD","Flat","FHD (1080P)","Secondary",40.0000,,153.0000,,"Yes","Directv",2011,,"Full","Yes","No","No",0,,0,,"No","N/A","Bedroom_2","Bedroom"
"Appliance_00019574","SITE_01570","Room_00019352","Television","No",,"Unknown","Unknown","Sharp","Lc-c3742u","Yes","LCD","Flat","FHD (1080P)","Primary",37.0000,,,"Could not meter","Yes","Comcast",2006,,"Full","No","No","No",1,,1,,"Yes","Info covered by wall mount","Living Room_1","Living Room"
"Appliance_00018188","SITE_01571","Room_00019380","Television","No",,"Unknown","LWZQSGAR1403685","Vizio","E48-c2","No","LED","Flat","FHD (1080P)","Primary",48.0000,,31.2000,,"Yes","Comcast",2010,,"Full","No","No","No",0,,1,,"No","N/A","Family Room_1","Family Room"
"Appliance_00018189","SITE_01571","Room_00019381","Television","No",,"Unknown","Unknown","Samsung","Unknown","Unknown","LCD","Flat","FHD (1080P)","Secondary",41.0000,,64.0000,,"Yes","Comcast",2010,,"Full","No","No","No",0,,0,,"No","Mounted to wall. Poor access","Bedroom_3","Bedroom"
"Appliance_00018074","SITE_01574","Room_00019415","Television","Yes",2004,,"N/A","Sharp","32C241","No","Tube (CRT and internal or rear projector)","Flat","Standard Definition","Secondary",32.0000,,88.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",0,,1,,"Yes","N/A","Family Room_1","Family Room"
"Appliance_00018075","SITE_01574","Room_00019421","Television","No",,"Unknown","LAUPENAL0100899","Vizio","VF551XVT","No","LCD","Flat","FHD (1080P)","Primary",55.0000,,255.0000,,"Yes","Comcast",2015,,"Full","No","No","No",0,,1,,"Yes","N/A","Living Room_1","Living Room"
"Appliance_00018076","SITE_01574","Room_00019429","Television","Yes",2015,,"N/A","Hitachi","LE43A509","No","LED","Flat","FHD (1080P)","Secondary",43.0000,,55.0000,,"Yes","Comcast",2015,,"Small","No","No","No",0,,0,,"Yes","N/A","Bedroom_4","Bedroom"
"Appliance_00018603","SITE_01575","Room_00019437","Television","Yes",2015,,"N/A","Philips","40PFL4609/F7 A","Yes","LED LCD","Flat","FHD (1080P)","Primary",40.0000,,42.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","Yes",0,,0,,"Unknown","N/A","Family Room_1","Family Room"
"Appliance_00018576","SITE_01576","Room_00019450","Television","No",,"Unknown","055W3CYGB07776R","Samsung","UN55JS700DFXZA","No","LED","Flat","UHD (4080P)","Primary",55.0000,,198.0000,,"Yes","Comcast",2014,,"Full","Yes","Yes","Yes",1,,1,,"No","N/A","Basement_1","Basement"
"Appliance_00018577","SITE_01576","Room_00019452","Television","Yes",2015,,"N/A","Samsung","UN55JU670DF","Yes","LED","Curved","UHD (4080P)","Secondary",55.0000,,,"Could not meter","Yes","Comcast",2015,,"Small","Unknown","Unknown","Yes",0,,0,,"Unknown","Couldn't access power","Bedroom_1","Bedroom"
"Appliance_00018578","SITE_01576","Room_00019456","Television","No",,"Unknown","901844524","Sharp","LC-C3234U","Yes","LCD","Flat","FHD (1080P)","Unknown",32.0000,,,"Could not meter","Yes","Comcast",2015,,"Small","Unknown","Unknown","Yes",0,,0,,"Unknown","N/A","Family Room_1","Family Room"
"Appliance_00018579","SITE_01576","Room_00019459","Television","No",,"Unknown","LAQKHGAL4001663","Vizio","E420VL","No","LCD","Flat","FHD (1080P)","Secondary",42.0000,,54.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","Yes",1,,0,,"Unknown","N/A","Bedroom_4","Bedroom"
"Appliance_00018084","SITE_01577","Room_00019462","Television","Yes",2010,,"N/A","Panasonic","TC-L32C22","No","LCD","Flat","High Definition (720P)","Primary",32.0000,,75.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",1,,1,,"Yes","N/A","Family Room_1","Family Room"
"Appliance_00018655","SITE_01579","Room_00019504","Television","Yes",2016,,"N/A","Samsung","Un50ku630df","Yes","LED","Flat","UHD (4080P)","Primary",50.0000,,40.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",0,,1,,"Yes","N/A","Living Room_1","Living Room"
"Appliance_00018656","SITE_01579","Room_00019512","Television","No",,"Unknown","Unknown","Philips","Unknown","No","Tube (CRT and internal or rear projector)","Curved","Unknown","Secondary",28.0000,,54.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",0,,2,,"Yes","Cant access back of tv Magnavox in smart plus series","Basement_1","Basement"
"Appliance_00018172","SITE_01580","Room_00019525","Television","Yes",2016,,"N/A","Samsung","UN40J5200AFXZA","No","LED","Flat","FHD (1080P)","Primary",40.0000,,33.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",0,,0,,"No","N/A","Living Room_1","Living Room"
"Appliance_00018384","SITE_01581","Room_00019541","Television","Yes",2011,,"N/A","Panasonic","TC-L37DT30","No","LED","Flat","FHD (1080P)","Primary",37.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","No",2,,0,,"Unknown","Plug inaccessible","Bedroom_2","Bedroom"
"Appliance_00018385","SITE_01581","Room_00019536","Television","No",,"Unknown","LF00970411","Panasonic","TC-42PX24","Yes","Plasma","Flat","FHD (1080P)","Primary",42.0000,,32.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",1,,2,,"Yes","N/A","Family Room_1","Family Room"
"Appliance_00018386","SITE_01581","Room_00019546","Television","No",,"Unknown","Unknown","TCL","Unknown","Unknown","Unknown","Flat","Unknown","Unknown",32.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","Yes",0,,1,,"No","Label blocked by mountPower cord inaccessible","Bedroom_4","Bedroom"
"Appliance_00018586","SITE_01583","Room_00019565","Television","Yes",1996,,"N/A","Sony","Kv-27s25","No","Projector (Non-CRT)","None (Projector)","Standard Definition","Secondary",29.0000,,66.5000,,"Yes","Comcast",,"Unknown","Full","No","No","No",0,,2,,"Yes","Stb issue date unknowm","Living Room_1","Living Room"
"Appliance_00018543","SITE_01583","Room_00019561","Television","No",,"Unknown","Unknown","Unknown","Unknown","No","LCD","Flat","High Definition (720P)","Primary",,"Unknown",,"Could not meter","Unknown","N/A",,"N/A","N/A","N/A","N/A","Unknown",0,,0,,"Unknown","N/A","Bedroom_7","Bedroom"
"Appliance_00018518","SITE_01584","Room_00019568","Television","Yes",2014,,"N/A","Samsung","UN65H7150AF","Yes","LED LCD","Flat","FHD (1080P)","All used about the same",64.0000,,110.0000,,"Yes","Dish Network",2009,,"Full","Yes","No","Yes",1,,2,,"No","N/A","Living Room_1","Living Room"
"Appliance_00018519","SITE_01584","Room_00019570","Television","No",,"Unknown","LTYWNTBQ0151234","Vizio","E500i-A1","Yes","LCD","Flat","FHD (1080P)","All used about the same",49.0000,,85.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","Yes",0,,1,,"Yes","N/A","Bedroom_1","Bedroom"
"Appliance_00018406","SITE_01585","Room_00019577","Television","Yes",2013,,"N/A","Samsung","Un46f6350af","Yes","LED","Flat","FHD (1080P)","Primary",46.0000,,,"Could not meter","Yes","Centurylink",2016,,"Full","No","Unknown","Yes",0,,1,,"No","Could not access power cord for watt measurement","Living Room_1","Living Room"
"Appliance_00018407","SITE_01585","Room_00019581","Television","Yes",2004,,"N/A","Vizio","Visio l20","Yes","LCD","Flat","Unknown","Secondary",20.0000,,,"Could not meter","Unknown","N/A",,"N/A","N/A","N/A","N/A","No",0,,0,,"Unknown","Could not access cord","Bedroom_2","Bedroom"
"Appliance_00018479","SITE_01586","Room_00019588","Television","Yes",2009,,"N/A","Samsung","Pn42b450b1d","Yes","Plasma","Flat","High Definition (720P)","Primary",42.0000,,96.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",0,,3,,"No","N/A","Living Room_1","Living Room"
"Appliance_00018492","SITE_01587","Room_00019602","Television","Yes",2006,,"N/A","Hitachi","55hdt79","Yes","Plasma","Flat","FHD (1080P)","Primary",58.0000,,300.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",0,,0,,"Yes","N/A","Living Room_1","Living Room"
"Appliance_00018506","SITE_01588","Room_00019611","Television","No",,"Unknown","Unknown","Panasonic","Unknown","No","LCD","Flat","High Definition (720P)","Secondary",36.0000,,271.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",0,,0,,"Yes","Mfg. label inaccessible.","Basement_1","Basement"
"Appliance_00018507","SITE_01588","Room_00019614","Television","No",,"Unknown","Unknown","Sony","Unknown","Yes","LCD","Flat","FHD (1080P)","Primary",46.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","No",0,,1,,"Yes","Mfg. label inaccessible. Flush wall mount.Inaccessible plugs behind unit..","Living Room_1","Living Room"
"Appliance_00017984","SITE_01589","Room_00019645","Television","Yes",2012,,"N/A","Samsung","Un46es6500f","Yes","LED","Flat","High Definition (720P)","Primary",50.0000,,68.5000,,"Yes","Comcast",2014,,"Full","Unknown","Unknown","Yes",0,,1,,"Yes","N/A","Family Room_1","Family Room"
"Appliance_00018636","SITE_01590","Room_00019648","Television","Yes",2010,,"N/A","LG","32ld400-ua","Yes","LCD","Flat","High Definition (720P)","Primary",32.0000,,,"Could not meter","Yes","Directv",2013,,"Small","Yes","Yes","No",0,,1,,"No","TV plug inaccessible","Living Room_1","Living Room"
"Appliance_00018602","SITE_01592","Room_00019667","Television","No",,"Unknown","LATMMTAN1900792","Vizio","E390VL","Yes","LCD","Flat","FHD (1080P)","Primary",39.0000,,115.0000,,"Yes","Dish Network",2014,,"Full","No","Yes","No",0,,1,,"Yes","N/A","Family Room_1","Family Room"
"Appliance_00018169","SITE_01593","Room_00019681","Television","No",,"Unknown","Unknown","Zenith","Unknown","No","Tube (CRT and internal or rear projector)","Flat","Standard Definition","Secondary",15.0000,,,"Could not meter","Yes","Comcast",2006,,"Small","No","No","No",0,,0,,"No","N/A","Kitchen_1","Kitchen"
"Appliance_00018170","SITE_01593","Room_00019683","Television","Yes",2015,,"N/A","Samsung","UN40H5203","No","LCD","Flat","FHD (1080P)","Primary",40.0000,,70.0000,,"Yes","Comcast",2006,,"Full","No","No","No",0,,0,,"Yes","N/A","Living Room_1","Living Room"
"Appliance_00018171","SITE_01593","Room_00019687","Television","Yes",2013,,"N/A","Samsung","LN46E550F6F","No","LCD","Flat","FHD (1080P)","Secondary",42.0000,,146.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",0,,1,,"Yes","N/A","Basement_1","Basement"
"Appliance_00018515","SITE_01594","Room_00019706","Television","Yes",2009,,"N/A","Samsung","Ln32b460b2d","No","LCD","Flat","FHD (1080P)","Primary",31.5000,,66.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",1,,0,,"Yes","N/A","Bedroom_2","Bedroom"
"Appliance_00018733","SITE_01595","Room_00019728","Television","Yes",2014,,"N/A","Samsung","T24D310NH","Yes","LED","Flat","High Definition (720P)","Primary",23.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","No",0,,1,,"No","Plug inaccessible","Bedroom_1","Bedroom"
"Appliance_00018734","SITE_01595","Room_00019729","Television","Yes",2014,,"N/A","Samsung","UN40H5201A","Yes","LED","Flat","FHD (1080P)","Secondary",40.0000,,,"Could not meter","Yes","Centurylink",2015,,"Small","No","Yes","No",0,,1,,"Yes","Power cable behind tv mount. Inaccessible","Family Room_1","Family Room"
"Appliance_00018592","SITE_01596","Room_00019746","Television","Yes",2009,,"N/A","Sony","KDL-52XBR9","Yes","LCD","Flat","FHD (1080P)","Primary",52.0000,,245.0000,,"Yes","Comcast",2009,,"Full","Yes","No","No",0,,4,,"No","STB is a tivo","Living Room_1","Living Room"
"Appliance_00018706","SITE_01597","Room_00019761","Television","No",,"Unknown","225LC50MF70AH006979","Insignia","Ns-50l240a13","Yes","LCD","Flat","FHD (1080P)","Secondary",50.0000,,158.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","No",2,,0,,"Yes","N/A","Bedroom_2","Bedroom"
"Appliance_00018707","SITE_01597","Room_00019763","Television","Yes",2013,,"N/A","Samsung","Un55f6300af","Yes","LCD","Flat","FHD (1080P)","Primary",50.0000,,139.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","Yes",2,,0,,"Yes","N/A","Living Room_1","Living Room"
"Appliance_00018711","SITE_01598","Room_00019768","Television","Yes",2016,,"N/A","LG","OLED65B6P","Yes","LED","Flat","UHD (4080P)","Primary",65.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","Yes",0,,1,,"Unknown","Cords are all behind entertainment center","Family Room_1","Family Room"
"Appliance_00019560","SITE_01599","Room_00019781","Television","Yes",2011,,"N/A","Panasonic","tc-p50s30","No","Plasma","Flat","FHD (1080P)","Primary",55.0000,,664.0000,,"Yes","Comcast",,"Unknown","Full","No","Unknown","Yes",0,,2,,"No","N/A","Living Room_1","Living Room"
"Appliance_00019561","SITE_01599","Room_00019788","Television","No",,"Unknown","Unknown","Sharp","Unknown","Unknown","LCD","Flat","FHD (1080P)","Secondary",36.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","No",0,,2,,"Unknown","Sharp Aquos","Bedroom_3","Bedroom"
"Appliance_00018622","SITE_01600","Room_00019799","Television","Yes",2009,,"N/A","Samsung","LN46B610A5F","Yes","LCD","Flat","FHD (1080P)","Primary",45.0000,,,"Could not meter","Yes","Wave",2012,,"Full","No","No","No",0,,0,,"Yes","Could not access plug","Living Room_1","Living Room"
"Appliance_00018623","SITE_01600","Room_00019804","Television","Yes",2012,,"N/A","Sony","KDL40BX450","Yes","LCD","Flat","FHD (1080P)","Primary",40.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","Yes",1,,0,,"Unknown","Could not access plug","Bedroom_1","Bedroom"
"Appliance_00018624","SITE_01600","Room_00019805","Television","Yes",2014,,"N/A","Samsung","UN32H5201AF","Yes","LCD","Flat","FHD (1080P)","Secondary",32.0000,,55.0000,,"No","N/A",,"N/A","N/A","N/A","N/A","Yes",0,,0,,"No","N/A","Bedroom_2","Bedroom"
"Appliance_00018463","SITE_01601","Room_00019818","Television","No",,"Unknown","Unknown","Fujistu","Unknown","Unknown","Plasma","Flat","FHD (1080P)","Primary",58.0000,,,"Could not meter","Yes","Comcast",2015,,"Full","No","Unknown","Unknown",0,,1,,"Yes","Could not access plug","Living Room_2","Living Room"
"Appliance_00018464","SITE_01601","Room_00019825","Television","No",,"Unknown","Unknown","Sharp","Unknown","Unknown","LCD","Flat","High Definition (720P)","Secondary",31.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","No",0,,1,,"No","Could not access name play or plug","Bedroom_3","Bedroom"
"Appliance_00018420","SITE_01601","Room_00019806","Television","No",,"Unknown","AUD13CHS501226A","Samsung","LN46B550K1FX2A","Yes","Unknown","Flat","FHD (1080P)","Unknown",46.0000,,,"Could not meter","Yes","Comcast",,"Unknown","Small","Unknown","Unknown","Unknown",0,,1,,"Unknown","Mounted on wall","Other_2","Other"
"Appliance_00018421","SITE_01602","Room_00019828","Television","Yes",2009,,"N/A","LG","42LG30-UD","Yes","LCD","Flat","FHD (1080P)","Unknown",42.0000,,,"Could not meter","No","N/A",,"N/A","N/A","N/A","N/A","No",0,,0,,"Unknown","Can't access power cord","Bedroom_6","Bedroom"
"Appliance_00018465","SITE_01602","Room_00019830","Television","No",,"Unknown","LAUKHGAL2107062","Vizio","E420VL","Yes","LCD","Flat","FHD (1080P)","Primary",42.0000,,95.0000,,"Yes","Comcast",2016,,"Small","No","No","No",1,,0,,"Yes","Could not access plug","Bedroom_1","Bedroom"
"Appliance_00018360","SITE_01603","Room_00019834","Television","Yes",2010,,"N/A","Sanyo","DP42740","No","LCD","Flat","High Definition (720P)","Primary",42.0000,,77.2000,,"Yes","Comcast",2016,,"Full","No","No","No",0,,0,,"No","N/A","Living Room_1","Living Room"
"Appliance_00018361","SITE_01603","Room_00019839","Television","Yes",2004,,"N/A","Super scan","Ssf420tr","No","Projector (Non-CRT)","None (Projector)","Standard Definition","Secondary",20.0000,,53.0000,,"Yes","Comcast",2014,,"Small","No","No","No",0,,0,,"No","N/A","Bedroom_1","Bedroom"
