"PK_Envelope_ID","CK_SiteID","Construction Type","Framing Type","Foundation Type","Total Building Levels","Building Level","Building Level_notes","Area","Area_notes","Average Height","Average Height_notes","Volume","Volume_notes"
"Envelope_00002575","SITE_00359","Frame","Wood","Mixed Crawlspace and Slab","2.5",3,,693.0000,,7.5000,,5198.0000,
"Envelope_00002576","SITE_00360","Frame","Wood","> 90% Conditioned Basement","1",1,,1178.0000,,8.0000,,9424.0000,
"Envelope_00002577","SITE_00360","Frame","Wood","> 90% Conditioned Basement","1",2,,1178.0000,,8.7500,,10307.5000,
"Envelope_00002578","SITE_00361","Frame","Wood","> 90% Crawlspace","1",1,,1452.0000,,7.7500,,11506.0000,
"Envelope_00002579","SITE_00362","Frame","Wood","> 90% Crawlspace","1",1,,2763.0000,,10.9286,,32428.0000,
"Envelope_00002580","SITE_00363","Frame","Wood","> 90% Conditioned Basement","1",1,,804.0000,,7.5000,,6030.0000,
"Envelope_00002581","SITE_00363","Frame","Wood","> 90% Conditioned Basement","1",2,,804.0000,,8.0000,,6432.0000,
"Envelope_00002582","SITE_00364","Frame","Wood","> 90% Crawlspace","1",1,,1349.0000,,9.0000,,12141.0000,
"Envelope_00002583","SITE_00365","Frame","Wood","> 90% Crawlspace","1",1,,1470.0000,,8.9000,,12747.0000,
"Envelope_00002584","SITE_00366","Frame","Wood","Mixed Crawlspace and Conditioned Basement","2",1,,1780.9000,,8.3846,,14867.0000,
"Envelope_00002585","SITE_00366","Frame","Wood","Mixed Crawlspace and Conditioned Basement","2",2,,626.6000,,8.4000,,5263.0000,
"Envelope_00002586","SITE_00367","Frame","Wood","> 90% Crawlspace","1",1,,3069.0000,,10.0000,,30690.0000,
"Envelope_00002587","SITE_00368","Frame","Wood","Mixed Crawlspace and Slab","1",1,,680.0000,,7.5000,,5100.0000,
"Envelope_00002588","SITE_00368","Frame","Wood","Mixed Crawlspace and Slab","1",2,,1243.0000,,12.8000,,15910.0000,
"Envelope_00002589","SITE_00369","Frame","Wood","> 90% Crawlspace","1",1,,1283.0000,,8.4667,,11146.0000,
"Envelope_00002590","SITE_00370","Solid masonry","Masonry","Mixed Crawlspace and Slab","1.5",1,,1440.0000,,8.0000,,11516.0000,
"Envelope_00002591","SITE_00370","Solid masonry","Masonry","Mixed Crawlspace and Slab","1.5",2,,945.0000,,7.7500,,7324.0000,
"Envelope_00002592","SITE_00371","Frame","Wood","> 90% Crawlspace","1",1,,2190.3000,,8.0000,,17522.0000,
"Envelope_00002593","SITE_00372","Solid masonry","Masonry","> 90% Unconditioned Basement","1.5",1,,1398.0000,,7.5000,,10485.0000,
"Envelope_00002594","SITE_00372","Solid masonry","Masonry","> 90% Unconditioned Basement","1.5",2,,1398.0000,,7.5000,,10485.0000,
"Envelope_00002595","SITE_00373","Frame","Wood","> 90% Crawlspace","2",1,,941.5000,,8.0000,,7532.0000,
"Envelope_00002596","SITE_00373","Frame","Wood","> 90% Crawlspace","2",2,,1235.5000,,8.0000,,9884.0000,
"Envelope_00002597","SITE_00374","Frame","Wood","Mixed Crawlspace and Slab","1",1,,912.0000,,8.0000,,7296.0000,
"Envelope_00002598","SITE_00375","Frame","Wood","> 90% Crawlspace","1",1,,1934.5000,,8.5000,,16988.0000,
"Envelope_00002599","SITE_00376","Frame","Wood","> 90% Crawlspace","1",1,,619.9000,,7.3250,,4541.0000,
"Envelope_00002600","SITE_00377","Frame","Wood","> 90% Crawlspace","1",1,,1188.0000,,8.2500,,10050.0000,
"Envelope_00002601","SITE_00378","Frame","Wood","> 90% Crawlspace","1",1,,1081.0000,,7.5000,,8108.0000,
"Envelope_00002602","SITE_00379","Frame","Wood","Mixed Conditioned Basement and Slab","1.5",1,,754.0000,,7.7500,,5844.0000,
"Envelope_00002603","SITE_00379","Frame","Wood","Mixed Conditioned Basement and Slab","1.5",2,,1404.0000,,8.0000,,11232.0000,
"Envelope_00002604","SITE_00380","Frame","Wood","> 90% Crawlspace","1",1,,1776.0000,,7.6500,,13586.0000,
"Envelope_00002605","SITE_00381","Frame","Wood","Mixed Crawlspace and Conditioned Basement","1.5",1,,784.0000,,7.5000,,5880.0000,
"Envelope_00002606","SITE_00381","Frame","Wood","Mixed Crawlspace and Conditioned Basement","1.5",2,,1744.0000,,7.5000,,13080.0000,
"Envelope_00002607","SITE_00382","Frame","Wood","> 90% Crawlspace","1",1,,0.0000,,0.0000,,0.0000,
"Envelope_00002608","SITE_00382","Frame","Wood","> 90% Crawlspace","1",1,,1930.0000,,9.0000,,17370.0000,
"Envelope_00002609","SITE_00383","Frame","Wood","> 90% Conditioned Basement","1",1,,1422.0000,,7.5000,,10665.0000,
"Envelope_00002610","SITE_00383","Frame","Wood","> 90% Conditioned Basement","1",2,,1422.0000,,8.7500,,12564.0000,
"Envelope_00002611","SITE_00384","Frame","Wood","> 90% Conditioned Basement","1",1,,868.0000,,7.9000,,6857.0000,
"Envelope_00002612","SITE_00384","Frame","Wood","> 90% Conditioned Basement","1",2,,868.0000,,8.0000,,6944.0000,
"Envelope_00002613","SITE_00385","Frame","Wood","Mixed Crawlspace and Conditioned Basement","2",1,,1579.2000,,8.0000,,12633.0000,
"Envelope_00002614","SITE_00385","Frame","Wood","Mixed Crawlspace and Conditioned Basement","2",2,,640.0000,,7.1000,,4544.0000,
"Envelope_00002615","SITE_00386","Frame","Wood","Mixed Conditioned Basement and Slab","1",1,,1798.5000,,7.5000,,13489.0000,
"Envelope_00002616","SITE_00386","Frame","Wood","Mixed Conditioned Basement and Slab","1",2,,1798.5000,,8.0000,,14388.0000,
"Envelope_00002617","SITE_00387","Frame","Wood","> 90% Conditioned Basement","1",1,,720.0000,,7.0000,,5040.0000,
"Envelope_00002618","SITE_00387","Frame","Wood","> 90% Conditioned Basement","1",2,,720.0000,,7.8600,,5659.0000,
"Envelope_00002619","SITE_00388","Frame","Wood","> 90% Crawlspace","1",1,,1759.0000,,3.5000,,6157.0000,
"Envelope_00002620","SITE_00388","Frame","Wood","> 90% Crawlspace","1",2,,1707.5000,,9.4500,,16772.0000,
"Envelope_00002621","SITE_00389","Frame","Wood","> 90% Unconditioned Basement","1.5",1,,936.0000,,7.5500,,7066.0000,
"Envelope_00002622","SITE_00389","Frame","Wood","> 90% Unconditioned Basement","1.5",2,,936.0000,,7.5500,,7066.0000,
"Envelope_00003464","SITE_00390","Frame","Wood","> 90% Crawlspace","2",1,,1158.0000,,9.5000,,11002.0000,
"Envelope_00003465","SITE_00390","Frame","Wood","> 90% Crawlspace","2",2,,1555.0000,,7.8000,,12136.0000,
"Envelope_00003068","SITE_00391","Frame","Wood","> 90% Crawlspace","1",1,,925.0000,,7.7500,,7169.0000,
"Envelope_00003033","SITE_00392","Frame","Wood","> 90% Crawlspace","1",1,,1272.0000,,8.1400,,10646.0000,
"Envelope_00003031","SITE_00393","Frame","Wood","> 90% Crawlspace","2",1,,1787.0000,,5.0100,,11937.0000,
"Envelope_00003032","SITE_00393","Frame","Wood","> 90% Crawlspace","2",2,,778.0000,,7.8800,,6076.0000,
"Envelope_00003466","SITE_00394","Frame","Wood","Mixed Crawlspace and Conditioned Basement","2",1,,448.0000,,7.2000,,3226.0000,
"Envelope_00003467","SITE_00394","Frame","Wood","Mixed Crawlspace and Conditioned Basement","2",2,,1822.0000,,8.8100,,16799.0000,
"Envelope_00003468","SITE_00394","Frame","Wood","Mixed Crawlspace and Conditioned Basement","2",3,,364.0000,,6.5000,,2366.0000,
"Envelope_00003030","SITE_00395","Frame","Wood","> 90% Crawlspace","1",1,,618.0000,,7.9000,,4882.0000,
"Envelope_00003010","SITE_00396","Frame","Wood","> 90% Conditioned Basement","2.5",1,,312.0000,,7.5000,,2340.0000,
"Envelope_00003011","SITE_00396","Frame","Wood","> 90% Conditioned Basement","2.5",2,,672.0000,,7.7500,,5208.0000,
"Envelope_00003012","SITE_00396","Frame","Wood","> 90% Conditioned Basement","2.5",3,,824.0000,,8.0000,,6592.0000,
"Envelope_00003013","SITE_00396","Frame","Wood","> 90% Conditioned Basement","2.5",4,,672.0000,,8.0000,,5376.0000,
"Envelope_00003025","SITE_00397","Frame","Wood","Mixed Crawlspace and Slab","2",1,,1756.0000,,9.0000,,15804.0000,
"Envelope_00003026","SITE_00397","Frame","Wood","Mixed Crawlspace and Slab","2",2,,1079.0000,,8.0000,,8632.0000,
"Envelope_00003027","SITE_00397","Frame","Wood","Mixed Crawlspace and Slab","2",3,,322.0000,,8.0000,,2576.0000,
"Envelope_00003041","SITE_00398","Frame","Wood","Adiabatic Space Below","2",1,,1820.0000,,8.0000,,14560.0000,
"Envelope_00003042","SITE_00398","Frame","Wood","Adiabatic Space Below","2",2,,1793.0000,,6.2500,,11458.0000,
"Envelope_00003071","SITE_00399","Frame","Wood","> 90% Crawlspace","1",1,,1351.0000,,8.0000,,10808.0000,
"Envelope_00003043","SITE_00400","Frame","Wood","> 90% Crawlspace","2",1,,1276.0000,,8.2500,,10527.0000,
"Envelope_00003044","SITE_00400","Frame","Wood","> 90% Crawlspace","2",2,,536.0000,,7.5000,,4020.0000,
"Envelope_00003233","SITE_00401","Frame","Wood","Mixed Crawlspace and Conditioned Basement","1.5",1,,3546.0000,,8.8700,,31487.0000,
"Envelope_00003022","SITE_00402","Frame","Wood","> 90% Crawlspace","1",1,,1425.0000,,8.3300,,11760.0000,
"Envelope_00003461","SITE_00403","Frame","Wood","Mixed Crawlspace and Conditioned Basement","2.5",1,,608.0000,,8.0000,,4864.0000,
"Envelope_00003462","SITE_00403","Frame","Wood","Mixed Crawlspace and Conditioned Basement","2.5",2,,1443.0000,,10.4300,,15121.0000,
"Envelope_00003463","SITE_00403","Frame","Wood","Mixed Crawlspace and Conditioned Basement","2.5",3,,1220.0000,,7.4300,,8887.0000,
"Envelope_00003038","SITE_00404","Frame","Wood","> 90% Conditioned Basement","1.5",1,,912.0000,,7.4600,,6804.0000,
"Envelope_00003039","SITE_00404","Frame","Wood","> 90% Conditioned Basement","1.5",2,,977.0000,,7.8000,,7621.0000,
"Envelope_00002994","SITE_00405","Solid masonry","Masonry","> 90% Conditioned Basement","1",1,,1232.0000,,7.9000,,9733.0000,
"Envelope_00002995","SITE_00405","Solid masonry","Masonry","> 90% Conditioned Basement","1",2,,1232.0000,,8.0000,,9856.0000,
"Envelope_00003028","SITE_00406","Frame","Wood","> 90% Conditioned Basement","1",1,,2065.5000,,8.6000,,17763.0000,
"Envelope_00003029","SITE_00406","Frame","Wood","> 90% Conditioned Basement","1",2,,2254.5000,,8.9000,,22320.0000,
"Envelope_00003066","SITE_00407","Frame","Wood","> 90% Crawlspace","2",1,,535.7000,,13.5000,,6823.0000,
"Envelope_00003067","SITE_00407","Frame","Wood","> 90% Crawlspace","2",2,,376.9000,,9.2400,,3571.0000,
"Envelope_00003065","SITE_00408","Frame","Wood","> 90% Crawlspace","2",2,,2267.0000,,7.3300,,17368.0000,
"Envelope_00003064","SITE_00408","Frame","Wood","> 90% Crawlspace","2",1,,3066.0000,,9.0000,,27594.0000,
"Envelope_00003035","SITE_00409","Frame","Wood","> 90% Crawlspace","1",1,,1118.0000,,7.9000,,8832.0000,
"Envelope_00003045","SITE_00410","Frame","Wood","> 90% Conditioned Basement","2",1,,832.0000,,7.0000,,5824.0000,
"Envelope_00003046","SITE_00410","Frame","Wood","> 90% Conditioned Basement","2",2,,832.0000,,8.2500,,6864.0000,
"Envelope_00003047","SITE_00410","Frame","Wood","> 90% Conditioned Basement","2",3,,496.0000,,7.5000,,3720.0000,
"Envelope_00003050","SITE_00411","Frame","Wood","> 90% Crawlspace","1",1,,1656.0000,,8.0000,,12988.0000,
"Envelope_00003171","SITE_00412","Frame","Wood","> 90% Crawlspace","1",1,,2340.0000,,11.5000,,26910.0000,
"Envelope_00003234","SITE_00413","Frame","Wood","> 90% Unconditioned Basement","1",1,,1436.0000,,8.0000,,11488.0000,
"Envelope_00003002","SITE_00413","Frame","Wood","> 90% Unconditioned Basement","1",1,,1436.0000,,8.0000,,11488.0000,
"Envelope_00003048","SITE_00414","Frame","Wood","> 90% Conditioned Basement","1.5",1,,1320.0000,,7.5000,,9900.0000,
"Envelope_00003049","SITE_00414","Frame","Wood","> 90% Conditioned Basement","1.5",2,,1320.0000,,8.8800,,11715.0000,
"Envelope_00003003","SITE_00415","Frame","Wood","> 90% Unconditioned Basement","1.5",1,,1050.0000,,7.2500,,7613.0000,
"Envelope_00003004","SITE_00415","Frame","Wood","> 90% Unconditioned Basement","1.5",2,,1177.0000,,9.0000,,10593.0000,
"Envelope_00003057","SITE_00416","Frame","Wood","> 90% Conditioned Basement","1",1,,1222.0000,,7.7500,,9471.0000,
"Envelope_00003235","SITE_00416","Frame","Wood","> 90% Conditioned Basement","1",1,,1222.0000,,7.7500,,9471.0000,
"Envelope_00003236","SITE_00416","Frame","Wood","> 90% Conditioned Basement","1",2,,1253.5000,,8.0000,,10028.0000,
"Envelope_00003051","SITE_00417","Frame","Wood","> 90% Crawlspace","1",1,,1332.0000,,8.6300,,11489.0000,
"Envelope_00003053","SITE_00418","Frame","Wood","> 90% Conditioned Basement","1",1,,840.0000,,7.0000,,5880.0000,
"Envelope_00003054","SITE_00418","Frame","Wood","> 90% Conditioned Basement","1",2,,840.0000,,8.0000,,6720.0000,
"Envelope_00002918","SITE_00419","Frame","Wood","> 90% Crawlspace","1",1,,1736.0000,,8.5500,,14843.0000,
"Envelope_00002963","SITE_00420","Frame","Wood","> 90% Crawlspace","1",1,,1534.0000,,8.5000,,13039.0000,
"Envelope_00002953","SITE_00421","Frame","Wood","> 90% Crawlspace","1",1,,1296.0000,,8.5000,,11016.0000,
"Envelope_00002941","SITE_00422","Frame","Wood","> 90% Crawlspace","1",1,,1768.0000,,7.9800,,14362.0000,
"Envelope_00003655","SITE_00423","Frame","Wood","> 90% Crawlspace","1",1,,1874.0000,,7.7000,,14172.0000,
"Envelope_00003237","SITE_00424","Frame","Wood","> 90% Crawlspace","1",1,,1404.0000,,8.5000,,11934.0000,
"Envelope_00003238","SITE_00425","Frame","Wood","> 90% Crawlspace","1",1,,2417.8000,,8.8300,,21397.0000,
"Envelope_00002965","SITE_00426","Frame","Wood","> 90% Crawlspace","1",1,,644.0000,,8.0000,,5152.0000,
"Envelope_00002974","SITE_00427","Frame","Wood","> 90% Crawlspace","1",1,,2704.0000,,9.3000,,25147.0000,
"Envelope_00002961","SITE_00428","Frame","Wood","> 90% Crawlspace","1",1,,1404.0000,,8.5000,,11934.0000,
"Envelope_00002908","SITE_00429","Frame","Wood","> 90% Crawlspace","1",1,,2060.0000,,7.9000,,16312.0000,
"Envelope_00002962","SITE_00435","Frame","Wood","> 90% Crawlspace","1",1,,1384.0000,,7.8200,,10822.0000,
"Envelope_00002956","SITE_00436","Frame","Wood","> 90% Slab","1",1,,411.0000,,7.0000,,2972.0000,
"Envelope_00002958","SITE_00439","Frame","Wood","Mixed Crawlspace and Slab","1",1,,672.0000,,7.7500,,5208.0000,
"Envelope_00002942","SITE_00451","Frame","Wood","> 90% Conditioned Basement","1",1,,1080.0000,,7.0000,,7560.0000,
"Envelope_00002954","SITE_00452","Frame","Wood","> 90% Crawlspace","1",1,,653.5000,,7.7000,,5032.0000,
"Envelope_00002949","SITE_00457","Frame","Wood","> 90% Crawlspace","1",1,,896.0000,,7.4500,,6675.0000,
"Envelope_00002968","SITE_00458","Frame","Wood","> 90% Crawlspace","1",1,,1058.0000,,7.5000,,7935.0000,
"Envelope_00003441","SITE_00476","Frame","Wood","> 90% Crawlspace","1",1,,1248.0000,,7.2500,,9100.0000,
"Envelope_00003443","SITE_00479","Frame","Wood","> 90% Crawlspace","1",1,,1380.0000,,8.2000,,10812.0000,
"Envelope_00003447","SITE_00483","Frame","Wood","> 90% Crawlspace","1",1,,480.0000,,7.5000,,3600.0000,
"Envelope_00002926","SITE_00491","Frame","Wood","> 90% Conditioned Basement","1.5",1,,1092.0000,,7.9500,,8681.0000,
"Envelope_00002927","SITE_00491","Frame","Wood","> 90% Conditioned Basement","1.5",2,,1164.0000,,7.6000,,8846.0000,
"Envelope_00002934","SITE_00492","Frame","Wood","> 90% Crawlspace","2",1,,1925.0000,,9.1700,,17829.0000,
"Envelope_00002935","SITE_00492","Frame","Wood","> 90% Crawlspace","2",2,,883.0000,,7.2500,,6773.0000,
"Envelope_00003072","SITE_00493","Frame","Wood","> 90% Crawlspace","1",1,,816.0000,,7.3800,,6078.0000,
"Envelope_00002983","SITE_00494","Frame","Wood","> 90% Crawlspace","1",1,,1697.0000,,9.4800,,18377.0000,
"Envelope_00002924","SITE_00495","Frame","Wood","> 90% Conditioned Basement","1",1,,1646.0000,,7.7100,,12690.0000,
"Envelope_00002925","SITE_00495","Frame","Wood","> 90% Conditioned Basement","1",2,,1646.0000,,8.0200,,13200.0000,
"Envelope_00002936","SITE_00497","Frame","Wood","> 90% Conditioned Basement","2",1,,720.0000,,7.7000,,5544.0000,
"Envelope_00002937","SITE_00497","Frame","Wood","> 90% Conditioned Basement","2",2,,720.0000,,8.1000,,5832.0000,
"Envelope_00002950","SITE_00498","Frame","Wood","> 90% Crawlspace","2",1,,1460.0000,,7.6500,,11169.0000,
"Envelope_00002951","SITE_00498","Frame","Wood","> 90% Crawlspace","2",2,,1292.0000,,7.6800,,9923.0000,
"Envelope_00002910","SITE_00499","Frame","Wood","> 90% Crawlspace","1",1,,1472.0000,,8.2700,,12262.0000,
"Envelope_00002919","SITE_00500","Frame","Wood","> 90% Crawlspace","1",1,,1757.0000,,8.6700,,17096.0000,
"Envelope_00002980","SITE_00501","Frame","Wood","> 90% Crawlspace","1",1,,1874.0000,,7.6800,,14392.0000,
"Envelope_00002947","SITE_00502","Frame","Wood","Mixed Crawlspace and Slab","1",1,,1807.0000,,8.1700,,16336.0000,
"Envelope_00002981","SITE_00503","Frame","Wood","> 90% Slab","2",1,,1008.0000,,9.0000,,9072.0000,
"Envelope_00002982","SITE_00503","Frame","Wood","> 90% Slab","2",2,,1148.0000,,8.0000,,9184.0000,
"Envelope_00002945","SITE_00504","Frame","Wood","> 90% Conditioned Basement","1.5",2,,2080.0000,,9.0000,,19680.0000,
"Envelope_00002946","SITE_00504","Frame","Wood","> 90% Conditioned Basement","1.5",1,,2080.0000,,9.0000,,19680.0000,
"Envelope_00002938","SITE_00505","Frame","Wood","> 90% Conditioned Basement","1",1,,1272.0000,,7.0000,,8904.0000,
"Envelope_00002939","SITE_00505","Frame","Wood","> 90% Conditioned Basement","1",2,,1378.0000,,7.0000,,9646.0000,
"Envelope_00002984","SITE_00506","Frame","Wood","> 90% Crawlspace","1",1,,2224.0000,,10.0000,,22680.0000,
"Envelope_00002940","SITE_00507","Frame","Wood","> 90% Crawlspace","1",1,,1806.0000,,8.2500,,15348.0000,
"Envelope_00002928","SITE_00508","Frame","Wood","> 90% Conditioned Basement","2.5",1,,1012.5000,,7.7300,,7827.0000,
"Envelope_00002929","SITE_00508","Frame","Wood","> 90% Conditioned Basement","2.5",2,,294.0000,,7.6300,,2243.0000,
"Envelope_00002930","SITE_00508","Frame","Wood","> 90% Conditioned Basement","2.5",3,,1012.5000,,7.6300,,7725.0000,
"Envelope_00003452","SITE_00509","Frame","Wood","> 90% Crawlspace","2",1,,1929.0000,,8.0000,,15432.0000,
"Envelope_00003453","SITE_00509","Frame","Wood","> 90% Crawlspace","2",2,,2039.0000,,8.1300,,16580.0000,
"Envelope_00002798","SITE_00510","Frame","Wood","> 90% Crawlspace","1",1,,1890.0000,,8.5000,,16065.0000,
"Envelope_00002880","SITE_00511","Frame","Wood","> 90% Crawlspace","1",1,,2344.0000,,8.8000,,20627.0000,
"Envelope_00002834","SITE_00512","Frame","Wood","> 90% Crawlspace","1",1,,1430.0000,,8.0000,,11440.0000,
"Envelope_00002797","SITE_00513","Frame","Wood","> 90% Crawlspace","1",1,,1680.0000,,7.5000,,12600.0000,
"Envelope_00002887","SITE_00514","Frame","Wood","> 90% Crawlspace","1",1,,1058.0000,,7.5000,,7729.0000,
"Envelope_00003148","SITE_00515","Frame","Wood","> 90% Crawlspace","1",1,,2100.0000,,8.4000,,17640.0000,
"Envelope_00002858","SITE_00516","Frame","Wood","> 90% Crawlspace","1",1,,1196.0000,,8.6000,,10286.0000,
"Envelope_00002897","SITE_00517","Frame","Wood","> 90% Crawlspace","1",1,,1200.0000,,8.1800,,9810.0000,
"Envelope_00002842","SITE_00521","Frame","Wood","> 90% Crawlspace","1",1,,912.0000,,8.5000,,7752.0000,
"Envelope_00002881","SITE_00522","Frame","Wood","> 90% Crawlspace","1",1,,1356.0000,,8.1300,,11536.0000,
"Envelope_00002788","SITE_00524","Frame","Wood","> 90% Crawlspace","1",1,,1407.0000,,9.3600,,12784.0000,
"Envelope_00003150","SITE_00528","Frame","Wood","> 90% Crawlspace","2",1,,970.5000,,8.0000,,7760.0000,
"Envelope_00003151","SITE_00528","Frame","Wood","> 90% Crawlspace","2",2,,1070.5000,,8.1000,,8675.0000,
"Envelope_00002785","SITE_00529","Frame","Wood","> 90% Crawlspace","1",1,,1344.0000,,8.2100,,11028.0000,
"Envelope_00002901","SITE_00530","Frame","Wood","Mixed Crawlspace and Slab","1.5",1,,1450.0000,,9.5800,,13922.0000,
"Envelope_00002902","SITE_00530","Frame","Wood","Mixed Crawlspace and Slab","1.5",2,,384.0000,,8.0000,,3072.0000,
"Envelope_00002810","SITE_00531","Frame","Wood","> 90% Crawlspace","1",1,,1354.5000,,8.0000,,10836.0000,
"Envelope_00002877","SITE_00532","Frame","Wood","> 90% Crawlspace","1",1,,1728.0000,,11.0000,,19008.0000,
"Envelope_00003245","SITE_00533","Frame","Wood","Mixed Crawlspace and Slab","1",1,,1485.0000,,7.5000,,11138.0000,
"Envelope_00002801","SITE_00533","Frame","Wood","Mixed Crawlspace and Slab","1",1,,1485.0000,,7.5000,,11138.0000,
"Envelope_00002890","SITE_00534","Frame","Wood","> 90% Crawlspace","1",1,,1483.0000,,8.3500,,13077.0000,
"Envelope_00002825","SITE_00535","Frame","Wood","> 90% Crawlspace","1",1,,803.0000,,6.2500,,5572.0000,
"Envelope_00002903","SITE_00536","Frame","Wood","> 90% Crawlspace","2",1,,2520.0000,,9.4400,,23806.0000,
"Envelope_00002904","SITE_00536","Frame","Wood","> 90% Crawlspace","2",2,,1431.0000,,9.0000,,12879.0000,
"Envelope_00002789","SITE_00537","Frame","Wood","> 90% Conditioned Basement","1.5",1,,1576.0000,,8.0000,,12608.0000,
"Envelope_00002790","SITE_00537","Frame","Wood","> 90% Conditioned Basement","1.5",2,,1616.0000,,8.0000,,12928.0000,
"Envelope_00002891","SITE_00538","Frame","Wood","> 90% Slab","2",1,,1232.0000,,7.9700,,9819.0000,
"Envelope_00002892","SITE_00538","Frame","Wood","> 90% Slab","2",2,,1200.0000,,7.6700,,9204.0000,
"Envelope_00002782","SITE_00539","Frame","Wood","> 90% Crawlspace","1",1,,1515.0000,,8.2000,,12227.0000,
"Envelope_00002878","SITE_00540","Frame","Wood","> 90% Crawlspace","1",1,,1360.0000,,9.0000,,11008.0000,
"Envelope_00002879","SITE_00540","Frame","Wood","> 90% Crawlspace","1",2,,672.0000,,7.4000,,4973.0000,
"Envelope_00002893","SITE_00541","Frame","Wood","> 90% Conditioned Basement","2.5",1,,720.0000,,7.2600,,5227.0000,
"Envelope_00002894","SITE_00541","Frame","Wood","> 90% Conditioned Basement","2.5",2,,1280.0000,,9.3400,,11955.0000,
"Envelope_00002895","SITE_00541","Frame","Wood","> 90% Conditioned Basement","2.5",3,,816.0000,,7.1100,,6115.0000,
