"PK_Mechanical_ID","CK_SiteID","System Type","System Sub-Type","Quantity","Quantity_Notes","Primary Heating System","Zones Served","Heating Fuel","High Input Heating Capacity (kW)","High Input Heating Capacity (Btuh)","High Input Heating Capacity_notes","High Output Heating Capacity","High Output Heating Capacity_notes","High Heating Capacity Units","High Heating Capacity Type","High Heating Efficiency","High Heating Efficiency_notes","Low Input Heating Capacity","Low Input Heating Capacity_notes","Low Output Heating Capacity","Low Output Heating Capacity_notes","Low Heating Capacity Units","Low Heating Efficiency","Low Heating Efficiency_notes","COP","COP_notes","COP Type","HSPF","HSPF_notes","HSPF Type","Energy Star Label Present?","Seasonal / Portable Equipment","Equipment Use","Frequency of Use","Dehumidifer or Economizer Part of System","Control Type","Heat Pump Compressor Works in Heating Mode","System on same Tstat as Heat Pump","System is Backup for Heatpump","Length (feet)","Length (feet)_notes","Ignition Type","Fuel Valve Type","Fan Type","Filter Type","Venting Type","Distribution Type","Water or Ground Loop","Component 1","Component 1 Make","Component 1 Model","Component 1 Year of Manufacture on Nameplate","Component 1 Year of Manufacture","Component 1 Year of Manufacture_notes","Component 1 Serial Number","Component 2","Component 2 Make","Component 2 Model","Component 2 Year of Manufacture on Nameplate","Component 2 Year of Manufacture","Component 2 Year of Manufacture_notes","Component 2 Serial Number","Component 3","Component 3 Make","Component 3 Model","Component 3 Year of Manufacture on Nameplate","Component 3 Year of Manufacture","Component 3 Year of Manufacture_notes","Component 3 Serial Number","Component 4","Component 4 Make","Component 4 Model","Component 4 Year of Manufacture on Nameplate","Component 4 Year of Manufacture","Component 4 Year of Manufacture_notes","Component 4 Serial Number","Seasonal Shutdown","Seasonal availability based on time of day","Serves Common Areas","Serves Residences","Qty Ductless Heads","Qty Ductless Heads_notes","DMSHP Room 2","DMSHP Capacity 2","DMSHP Capacity 2_notes","DMSHP Capacity 2 Type","DMSHP Heating Capacity @47 2","DMSHP Heating Capacity @47 2_notes","DMSHP Heating Capacity @47 2 Type","DMSHP HSPF 2","DMSHP HSPF 2_notes","DMSHP HSPF 2 Type","DMSHP Room 3","DMSHP Capacity 3","DMSHP Capacity 3_notes","DMSHP Capacity 3 Type","DMSHP Heating Capacity @47 3","DMSHP Heating Capacity @47 3_notes","DMSHP Heating Capacity @47 3 Type","DMSHP HSPF 3","DMSHP HSPF 3_notes","DMSHP HSPF 3 Type","DMSHP Room 4","DMSHP Capacity 4","DMSHP Capacity 4_notes","DMSHP Heating Capacity @47 4","DMSHP Heating Capacity @47 4_notes","DMSHP Heating Capacity @47 4 Type","DMSHP HSPF 4","DMSHP HSPF 4_notes","DMSHP HSPF 4 Type","Equipment Notes"
"Mechanical_00007096","SITE_00314","Furnace","N/A",,"N/A","Yes","Whole Home","Natural Gas",,70000.0000,,56000.0000,,"Btuh","Unknown",0.8000,,,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Manual Thermostat - Digital","N/A","N/A","No",,"N/A","Intermittent ignition","Single Stage","PSC","Disposable thin","Induced Draft","N/A","N/A","Furnace","Unitary Products Group","dgaa070bdta","No",2001,,"011008985","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00007097","SITE_00316","Furnace","N/A",,"N/A","Yes","Whole Home","Electric",9.6000,,,,"N/A","kW","Unknown",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Manual Thermostat - Analog","N/A","N/A","No",,"N/A","N/A","N/A","Unknown","Disposable thin","N/A","N/A","N/A","Furnace","Johnson Controls","eb10e","No",2015,,"W1G5815736","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00007098","SITE_00231","Furnace","N/A",,"N/A","Yes","Whole Home","Natural Gas",,66000.0000,,54000.0000,,"Btuh","Unknown",0.8182,,,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Manual Thermostat - Digital","N/A","N/A","No",,"N/A","Intermittent ignition","Single Stage","PSC","Disposable thin","atmospheric draft","N/A","N/A","Furnace","Carrier","58sta070-12","Yes",2004,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00007099","SITE_00312","Furnace","N/A",,"N/A","No","Whole Home","Electric",17.6000,,,,"N/A","kW","Unknown",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Programmable Thermostat","N/A","Yes","Yes",,"N/A","N/A","N/A","Unknown","Disposable thin","N/A","N/A","N/A","Furnace","Coleman","3500a818","No",1992,,"920590136","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","60000btuh"
"Mechanical_00007100","SITE_00325","Furnace","N/A",,"N/A","Yes","Whole Home","Electric",15.7000,,,,"N/A","kW","Unknown",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Manual Thermostat - Digital","N/A","N/A","No",,"N/A","N/A","N/A","PSC","Disposable thin","N/A","N/A","N/A","Furnace","Wesco","15.7 mc","No",,"Unknown","Unknown","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","52600btuh no watts listed"
"Mechanical_00007101","SITE_00323","Furnace","N/A",,"N/A","No","Whole Home","Electric",15.0000,,,,"N/A","kW","Unknown",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Manual Thermostat - Analog","N/A","N/A","No",,"N/A","N/A","N/A","PSC","Disposable thin","N/A","N/A","N/A","Furnace","Mortex","Bmh-55-15-c1b-0p4x","No",2002,,"R0722020206","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00007102","SITE_00327","Furnace","N/A",,"N/A","Yes","Whole Home","Electric",11.9000,,,,"N/A","kW","Unknown",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Manual Thermostat - Analog","N/A","N/A","No",,"N/A","N/A","N/A","PSC","Disposable thin","N/A","N/A","N/A","Furnace","Intertherm","Fey012ha","No",1983,,"Unknown","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00007103","SITE_00228","Furnace","N/A",,"N/A","Yes","Whole Home","Natural Gas",,69000.0000,,65400.0000,,"Btuh","Unknown",0.9478,,,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Unknown","N/A","N/A","No",,"N/A","Intermittent ignition","Single Stage","Unknown","Unknown","Induced Draft","N/A","N/A","Furnace","Goodman","GCH90703BXAB","No",2007,,"0711107724","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","Filter bit accessible"
"Mechanical_00007104","SITE_01700","Furnace","N/A",,"N/A","Yes","Whole Home","Electric",,,"Unknown",,"N/A","kW","Unknown",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Programmable Thermostat","N/A","N/A","No",,"N/A","N/A","N/A","PSC","Disposable thin","N/A","N/A","N/A","Furnace","Coleman","3118b751","No",1978,,"097860129","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","Fan not functioning on furnace. Could not determine kw"
"Mechanical_00007105","SITE_01208","Furnace","N/A",,"N/A","Yes","Whole Home","Electric",22.5000,,,,"N/A","kW","Unknown",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Programmable Thermostat","N/A","N/A","No",,"N/A","N/A","N/A","PSC","Disposable thin","N/A","N/A","N/A","Furnace","Wesco","2250bru","No",,"Unknown","Unknown","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00007106","SITE_00226","Furnace","N/A",,"N/A","Yes","Whole Home","Natural Gas",,66000.0000,,53000.0000,,"Btuh","Unknown",0.8030,,,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Programmable Thermostat","N/A","N/A","No",,"N/A","Intermittent ignition","Single Stage","PSC","Disposable thin","Induced Draft","N/A","N/A","Furnace","Bryant","383KAV036070","Yes",2001,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00007107","SITE_00315","Furnace","N/A",,"N/A","No","Whole Home","Electric",9.4000,,,,"N/A","kW","Unknown",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Manual Thermostat - Digital","N/A","Yes","Yes",,"N/A","N/A","N/A","ECM","Disposable thin","N/A","N/A","N/A","Furnace","Guardian","EB10F","No",2016,,"W1M6165491","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00007108","SITE_01352","Furnace","Dual Fuel Primary",,"N/A","Yes","Whole Home","Natural Gas",,,"Unknown",,"Unknown","Btuh","N/A",,"Unknown",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","Unknown","Programmable Thermostat","N/A","Yes","Yes",,"N/A","Intermittent ignition","Single Stage","Unknown","Electronic air cleaner","Induced Draft","N/A","N/A","Furnace","American Standard","Unknown","No",,"Unknown","Unknown","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","Label not accessible"
"Mechanical_00007109","SITE_00698","Furnace","N/A",,"N/A","Yes","Whole Home","Natural Gas",,75000.0000,,61700.0000,,"Btuh","Unknown",0.8226,,,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Manual Thermostat - Analog","N/A","N/A","No",,"N/A","Intermittent ignition","Single Stage","ECM","Electrostatic air filter","Induced Draft","N/A","N/A","Furnace","Lennox","G27M375A2","No",2001,,"6301K00060","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00007110","SITE_00753","Furnace","N/A",,"N/A","Yes","Whole Home","Electric",,,"Unknown",,"N/A","kW","Unknown",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Programmable Thermostat","N/A","N/A","No",,"N/A","N/A","N/A","ECM","Disposable thick pleated","N/A","N/A","N/A","Furnace","Payne","PF4MNA037","Yes",2015,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","Size not listed"
"Mechanical_00007111","SITE_01350","Furnace","N/A",,"N/A","Yes","Whole Home","Natural Gas",,80000.0000,,76000.0000,,"Btuh","Unknown",0.9600,,32000,,30720,,"Btuh",0.96000,,,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Smart/Wi-Fi Thermostat","N/A","N/A","No",,"N/A","Intermittent ignition","Dual Stage","ECM","Disposable thin","Condensing, Sealed Combustion","N/A","N/A","Furnace","Trane","Tdhmb080acv3vbc","Yes",2016,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00007112","SITE_01291","Furnace","N/A",,"N/A","Yes","Other","Natural Gas",,,"Unknown",,"Unknown","Btuh","N/A",,"Unknown",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Manual Thermostat - Analog","N/A","N/A","No",,"N/A","Standing pilot","Single Stage","Unknown","Unknown","atmospheric draft","N/A","N/A","Furnace","Unknown","Unknown","No",,"Unknown","Unknown","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","Very old. Nameplate worn away and illegible"
"Mechanical_00007113","SITE_01315","Furnace","N/A",,"N/A","Yes","Whole Home","Natural Gas",,60000.0000,,,"Unknown","Btuh","N/A",0.8000,,,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Programmable Thermostat","N/A","N/A","No",,"N/A","Intermittent ignition","Single Stage","Unknown","Unknown","Induced Draft","N/A","N/A","Furnace","Trane","TUE060A936L2","No",2002,,"2304UFH2Q","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","Filter not accessible"
"Mechanical_00007114","SITE_01359","Furnace","N/A",,"N/A","Yes","Whole Home","Natural Gas",,80000.0000,,,"Unknown","Btuh","N/A",0.8000,,,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Unknown","N/A","N/A","No",,"N/A","Intermittent ignition","Single Stage","Unknown","Disposable thin","atmospheric draft","N/A","N/A","Furnace","Rheem","RGMC-08EA","No",1980,,"TN3D108 F1180 0402","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00007115","SITE_01324","Furnace","N/A",,"N/A","Yes","Whole Home","Natural Gas",,75000.0000,,60000.0000,,"Btuh","Unknown",0.8000,,,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Programmable Thermostat","N/A","N/A","No",,"N/A","Intermittent ignition","Single Stage","Unknown","Disposable thin","atmospheric draft","N/A","N/A","Furnace","Lennox","Gcs20h-311-75-2p","No",1994,,"5694a09188","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","Filter at return grill"
"Mechanical_00007116","SITE_01303","Furnace","N/A",,"N/A","Yes","Whole Home","Electric",12.0000,,,,"N/A","kW","Unknown",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","Dehumidifier","Manual Thermostat - Digital","N/A","N/A","No",,"N/A","N/A","N/A","ECM","Disposable thin","N/A","N/A","N/A","Furnace","Intertherm","E2eb-012hb","No",2002,,"E2E020204581","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00007117","SITE_00227","Furnace","N/A",,"N/A","Yes","Whole Home","Natural Gas",,100000.0000,,,"Unknown","Btuh","N/A",0.8000,,,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Programmable Thermostat","N/A","N/A","No",,"N/A","Intermittent ignition","Unknown","PSC","Disposable thick pleated","Condensing, Sealed Combustion","N/A","N/A","Furnace","Carrier","Zi58mxa100-f-16116","No",2002,,"S4802A14322","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00007118","SITE_01361","Furnace","N/A",,"N/A","No","Whole Home","Electric",15.0000,,,,"N/A","kW","Unknown",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Manual Thermostat - Analog","N/A","N/A","No",,"N/A","N/A","N/A","PSC","Disposable thin","N/A","N/A","N/A","Furnace","Coleman","3400-815","No",1983,,"118372221","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","Reported to not be working"
"Mechanical_00007119","SITE_00318","Furnace","N/A",,"N/A","Yes","Whole Home","Propane",,60000.0000,,54000.0000,,"Btuh","Unknown",0.9000,,,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Programmable Thermostat","N/A","N/A","No",,"N/A","Unknown","Single Stage","PSC","None","Condensing, Sealed Combustion","N/A","N/A","Furnace","Nordyne","M3rl060a bw","No",2006,,"M3A060401690","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","No filter installed"
"Mechanical_00007120","SITE_01223","Furnace","N/A",,"N/A","Yes","Whole Home","Electric",12.3000,,,,"N/A","kW","Unknown",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Manual Thermostat - Analog","N/A","N/A","No",,"N/A","N/A","N/A","PSC","Disposable thin","N/A","N/A","N/A","Furnace","Intertherm","E1EB-012HA","No",2006,,"E1E9604-02884","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00007121","SITE_01278","Furnace","N/A",,"N/A","Yes","Whole Home","Electric",15.4000,,,,"N/A","kW","Unknown",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Manual Thermostat - Analog","N/A","N/A","No",,"N/A","N/A","N/A","PSC","Disposable thin","N/A","N/A","N/A","Furnace","Maytag","E4EB-015H","No",2015,,"E4G15051998","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A"
"Mechanical_00007122","SITE_01224","Furnace","N/A",,"N/A","Yes","Whole Home","Electric",,,"Unknown",,"N/A","kW","Unknown",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Manual Thermostat - Analog","N/A","N/A","No",,"N/A","N/A","N/A","PSC","Disposable thin","N/A","N/A","N/A","Furnace","Intertherm","Unknown","No",,"Unknown","Unknown","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","No nameplate present."
"Mechanical_00007123","SITE_01356","Furnace","N/A",,"N/A","No","Whole Home","Electric",,,"Unknown",,"N/A","kW","Unknown",,"N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","No","Manual Thermostat - Digital","N/A","N/A","No",,"N/A","N/A","N/A","PSC","Disposable thin","N/A","N/A","N/A","Furnace","Coleman","3300-9201","No",1983,,"Unknown","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A","N/A","No kw sizing listed"
