"PK_Mechanical_ID","CK_SiteID","System Type","Duct Insulation Condition","Duct Insulation Condition_notes","Metal or Ductboard Duct Insulation Type 1","Metal or Ductboard Duct Insulation Thickness 1","Metal or Ductboard Duct Insulation Thickness 1_notes","Metal or Ductboard Duct Insulation Type 2","Metal or Ductboard Duct Insulation Thickness 2","Metal or Ductboard Duct Insulation Thickness 2_notes","Metal or Ductboard Duct Insulation Type 3","Metal or Ductboard Duct Insulation Thickness 3","Metal or Ductboard Duct Insulation Thickness 3_notes","Flex Run Type 1","Flex Run Type 2","Flex Run Type 3","Evidence of Duct Sealing","Duct Sealing Material","Cavity Used for Air Transport","Duct Location 1","Duct Location 1 Supply","Duct Location 1 Supply_notes","Duct Location 1 Return","Duct Location 1 Return_notes","Duct Location 1 Conditioned","Duct Location 2","Duct Location 2 Supply","Duct Location 2 Supply_notes","Duct Location 2 Return","Duct Location 2 Return_notes","Duct Location 2 Conditioned","Duct Location 3","Duct Location 3 Supply","Duct Location 3 Supply_notes","Duct Location 3 Return","Duct Location 3 Return_notes","Duct Location 3 Conditioned","Duct Location 4","Duct Location 4 Supply","Duct Location 4 Supply_notes","Duct Location 4 Return","Duct Location 4 Return_notes","Duct Location 4 Conditioned","Percentage of Supply Ducts in Conditioned Space","Percentage of Supply Ducts in Conditioned Space_notes","Percentage of Return Ducts in Conditioned Space","Percentage of Return Ducts in Conditioned Space_notes","Percent Supply Ducts in Unconditioned Inaccessible Space","Percent Supply Ducts in Unconditioned Inaccessible Space_notes"
"Mechanical_00004676","SITE_01962","Metal Plenum, Flex Runs",1.0000,,"Fiberglass batts",3.0000,,"N/A",,"N/A","N/A",,"N/A","Unknown","Unknown","Unknown","No","N/A","No","Crawlspace",1.0000,,0.0000,,"Unconditioned","Attic",1.0000,,0.0000,,"Unconditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,0.0000,,0.0000,
"Mechanical_00004677","SITE_01963","90% Flex (Spider System)",0.9000,,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","R8","Unknown","Unknown","Unknown","Unknown","Unknown","Attic",0.0000,,1.0000,,"Unconditioned","Crawlspace",0.0000,,1.0000,,"Unconditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,0.0000,,0.0000,
"Mechanical_00004678","SITE_01964","All Metal",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","Unknown","Unknown","No","Crawlspace",0.7500,,0.0000,,"Conditioned","Garage",0.7500,,0.0000,,"Unconditioned","In Walls",0.0000,,0.5000,,"Conditioned","N/A",0.0000,,0.5000,,"N/A",0.7500,,0.5000,,0.0000,
"Mechanical_00004679","SITE_01967","All Metal",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","N/A","N/A","N/A","Yes","Unknown","Unknown","Crawlspace",1.0000,,0.0000,,"Unconditioned","In Walls",1.0000,,0.0000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,1.0000,,0.0000,
"Mechanical_00004680","SITE_01968","All Metal",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","Unknown","Unknown","Unknown","No","N/A","No","Basement",0.5000,,0.5000,,"Conditioned","In Walls",0.5000,,0.5000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",1.0000,,1.0000,,0.0000,
"Mechanical_00004681","SITE_01969","Metal Plenum, Flex Runs",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","Unknown","Unknown","Unknown","Yes","Caulking","No","In Walls",1.0000,,0.0000,,"Conditioned","In Walls",1.0000,,0.0000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",1.0000,,1.0000,,0.0000,
"Mechanical_00004682","SITE_01970","Not Present",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A"
"Mechanical_00004683","SITE_01971","Metal Plenum, Flex Runs",1.0000,,"Fiberglass batts",1.0000,,"N/A",,"N/A","N/A",,"N/A","Unknown","Unknown","Unknown","Unknown","Unknown","No","Crawlspace",0.2500,,0.2500,,"Unconditioned","In Walls",0.2500,,0.2500,,"Conditioned","Attic",0.2500,,0.2500,,"Unconditioned","N/A",0.2500,,0.2500,,"N/A",0.5000,,0.5000,,0.0000,
"Mechanical_00004684","SITE_01972","90% Flex (Spider System)",1.0000,,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","Unknown","Unknown","Unknown","No","N/A","No","Attic",0.0000,,1.0000,,"Unconditioned","Crawlspace",0.0000,,1.0000,,"Unconditioned Inaccessible","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,0.0000,,1.0000,
"Mechanical_00004685","SITE_01975","Not Present",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A"
"Mechanical_00004686","SITE_01978","All Metal",1.0000,,"Fiberglass batts",2.0000,,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","Unknown","Unknown","Unknown","Attic",0.0000,,0.7500,,"Unconditioned","Garage",0.0000,,0.7500,,"Unconditioned","Crawlspace",0.7500,,0.0000,,"Unconditioned","N/A",0.7500,,0.0000,,"N/A",0.0000,,0.0000,,0.0000,
"Mechanical_00004687","SITE_01980","All Metal",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","Unknown","Unknown","Unknown","Yes","Unknown","Unknown","In a closet",,"Unknown",,"Unknown","Conditioned","N/A",,"Unknown",,"Unknown","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,0.0000,,0.0000,
"Mechanical_00004688","SITE_01980","All Metal",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","Unknown","Unknown","Unknown","In a closet",,"Unknown",,"Unknown","Conditioned","N/A",,"Unknown",,"Unknown","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,0.0000,,0.0000,
"Mechanical_00004689","SITE_01980","Metal Plenum, Flex Runs",0.5000,,"Fiberglass batts",3.0000,,"N/A",,"N/A","N/A",,"N/A","R6","Unknown","Unknown","No","N/A","No","Basement",0.5000,,0.0000,,"Unconditioned","In Walls",0.5000,,0.0000,,"Conditioned","Crawlspace",0.2500,,0.7500,,"Unconditioned Inaccessible","N/A",0.2500,,0.7500,,"N/A",0.2500,,0.2500,,0.2500,
"Mechanical_00004690","SITE_01981","All Metal",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","No","N/A","Yes","In Walls",1.0000,,0.0000,,"Conditioned","In Walls",1.0000,,0.0000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",1.0000,,1.0000,,0.0000,
"Mechanical_00004691","SITE_01983","Ducting Unknown",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","Unknown","Unknown","Unknown","No","N/A","Unknown","Crawlspace",1.0000,,0.0000,,"Unconditioned","In Walls",1.0000,,0.0000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,1.0000,,0.0000,
"Mechanical_00004692","SITE_01984","Metal Plenum, Flex Runs",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","R8","N/A","N/A","Yes","Unknown","Unknown","Attic",0.0000,,1.0000,,"Unconditioned","Crawlspace",0.0000,,1.0000,,"Unconditioned","In Walls",0.5000,,0.0000,,"Conditioned","N/A",0.5000,,0.0000,,"N/A",0.5000,,0.0000,,0.0000,
"Mechanical_00004693","SITE_01987","Not Present",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A"
"Mechanical_00004694","SITE_01988","All Metal",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","No","N/A","No","In Walls",1.0000,,1.0000,,"Conditioned","N/A",1.0000,,1.0000,,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",1.0000,,1.0000,,0.0000,
"Mechanical_00004695","SITE_01991","Not Present",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A"
"Mechanical_00004696","SITE_01992","All Metal",1.0000,,"Fiberglass batts",2.0000,,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","No","N/A","No","Crawlspace",0.2500,,0.2500,,"Unconditioned","In Walls",0.2500,,0.2500,,"Conditioned","Garage",0.2500,,0.2500,,"Unconditioned","N/A",0.2500,,0.2500,,"N/A",0.5000,,0.5000,,0.0000,
"Mechanical_00004697","SITE_01993","Not Present",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A"
"Mechanical_00004698","SITE_01998","Not Present",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A"
"Mechanical_00004699","SITE_02001","All Metal",1.0000,,"Fiberglass batts",4.0000,,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","Yes","Mastic","No","Garage",0.2500,,0.2500,,"Unconditioned","Attic",0.2500,,0.2500,,"Unconditioned","In Walls",0.2500,,0.2500,,"Conditioned","Attic",0.2500,,0.2500,,"Unconditioned",0.2500,,0.2500,,0.0000,
"Mechanical_00004700","SITE_02004","Not Present",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A"
"Mechanical_00004701","SITE_02005","All Metal",1.0000,,"Fiberglass batts",,"Unknown","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","Unknown","Unknown","No","Crawlspace",1.0000,,0.0000,,"Unconditioned","At AHU",1.0000,,0.0000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,1.0000,,0.0000,
"Mechanical_00004702","SITE_02006","All Metal",0.7500,,"Fiberglass batts",2.0000,,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","No","N/A","Yes","Basement",0.5000,,1.0000,,"Conditioned","Crawlspace",0.5000,,1.0000,,"Unconditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.5000,,1.0000,,0.0000,
"Mechanical_00003773","SITE_00185","Metal Plenum, Flex Runs",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","R4","N/A","N/A","No","N/A","No","Crawlspace",0.5000,,0.0000,,"Unconditioned","Attic",0.5000,,0.0000,,"Unconditioned","In Walls",0.5000,,0.0000,,"Conditioned","N/A",0.5000,,0.0000,,"N/A",0.5000,,0.0000,,0.0000,
"Mechanical_00004064","SITE_01461","All Metal",1.0000,,"Foil-faced bubble wrap",2.0000,,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","Unknown","Unknown","No","Crawlspace",1.0000,,0.0000,,"Conditioned","Attic",1.0000,,0.0000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",1.0000,,1.0000,,0.0000,
"Mechanical_00004065","SITE_01462","All Metal",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","No","N/A","Unknown","Basement",0.5000,,0.5000,,"Conditioned","In Walls",0.5000,,0.5000,,"Unconditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.5000,,0.5000,,0.0000,
"Mechanical_00004066","SITE_01463","Metal Plenum, Flex Runs",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","R4","N/A","N/A","No","N/A","No","Crawlspace",0.5000,,0.5000,,"Unconditioned","Unknown",0.5000,,0.5000,,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown",,"Unknown"
"Mechanical_00004067","SITE_01466","Metal Plenum, Flex Runs",0.2500,,"Cellulose batts",2.0000,,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","Yes","Duct Tape","Yes","Garage",1.0000,,1.0000,,"Unconditioned","N/A",1.0000,,1.0000,,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,0.0000,,0.0000,
"Mechanical_00004068","SITE_01467","90% Flex (Spider System)",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","Unknown","N/A","N/A","Unknown","Unknown","Unknown","Unknown",,"Unknown",,"Unknown","Unknown","Unknown",,"Unknown",,"Unknown","Unknown","Unknown",,"Unknown",,"Unknown","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown",,"Unknown"
"Mechanical_00004069","SITE_01468","90% Flex (Spider System)",1.0000,,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","R6","N/A","N/A","Yes","Unknown","Unknown","Attic",1.0000,,1.0000,,"Unconditioned","N/A",1.0000,,1.0000,,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,0.0000,,0.0000,
"Mechanical_00004070","SITE_01468","Ducting Unknown",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","Unknown","Unknown","Unknown","Crawlspace",1.0000,,0.0000,,"Unconditioned","In Walls",1.0000,,0.0000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,1.0000,,0.0000,
"Mechanical_00004071","SITE_01469","All Metal",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","No","N/A","No","Basement",0.2500,,0.5000,,"Conditioned","In Walls",0.2500,,0.5000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",1.0000,,1.0000,,0.0000,
"Mechanical_00004072","SITE_01474","90% Flex (Spider System)",1.0000,,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","R8","N/A","N/A","No","N/A","No","Crawlspace",1.0000,,0.0000,,"Unconditioned","Attic",1.0000,,0.0000,,"Unconditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,0.0000,,0.0000,
"Mechanical_00004073","SITE_01475","90% Flex (Spider System)",1.0000,,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","Unknown","N/A","N/A","Unknown","Unknown","Unknown","Attic",0.2500,,0.2500,,"Unconditioned","Crawlspace",0.2500,,0.2500,,"Unconditioned","In Walls",0.2500,,0.2500,,"Conditioned","N/A",0.2500,,0.2500,,"N/A",0.2500,,0.2500,,0.0000,
"Mechanical_00004074","SITE_01476","90% Flex (Spider System)",0.9000,,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","R8","N/A","N/A","Unknown","Unknown","Unknown","Attic",0.5000,,0.5000,,"Unconditioned","Crawlspace",0.5000,,0.5000,,"Unconditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,0.0000,,0.0000,
"Mechanical_00004075","SITE_01477","All Metal",1.0000,,"Fiberglass batts",4.0000,,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","Yes","Unknown","Unknown","In Walls",1.0000,,1.0000,,"Conditioned","N/A",1.0000,,1.0000,,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",1.0000,,1.0000,,0.0000,
"Mechanical_00004076","SITE_01478","All Metal",1.0000,,"Fiberglass batts",,"Unknown","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","Unknown","Unknown","Unknown","Attic",0.2500,,0.2500,,"Unconditioned","Unknown",0.2500,,0.2500,,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown",,"Unknown"
"Mechanical_00004077","SITE_01479","Metal Plenum, Flex Runs",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","R4","N/A","N/A","Yes","Unknown","No","Basement",1.0000,,1.0000,,"Conditioned","N/A",1.0000,,1.0000,,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",1.0000,,1.0000,,0.0000,
"Mechanical_00004078","SITE_01480","Metal Plenum, Flex Runs",1.0000,,"Fiberglass batts",3.0000,,"Fiberglass batts",2.0000,,"None",,"N/A","R8","Unknown","N/A","No","N/A","No","Attic",0.2500,,0.0000,,"Unconditioned","Crawlspace",0.2500,,0.0000,,"Unconditioned","In Walls",0.2500,,1.0000,,"Conditioned","N/A",0.2500,,1.0000,,"N/A",0.2500,,1.0000,,0.0000,
"Mechanical_00004079","SITE_01482","Ducting Unknown",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","Unknown","Unknown","Unknown","Unknown",,"Unknown",,"Unknown","Unknown","Unknown",,"Unknown",,"Unknown","Unknown","Unknown",,"Unknown",,"Unknown","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown",,"Unknown"
"Mechanical_00004080","SITE_01484","All Metal",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","No","N/A","No","Basement",1.0000,,0.0000,,"Conditioned","Unknown",1.0000,,0.0000,,"Unknown","Unknown",0.0000,,,"Unknown","Unknown","Unknown",0.0000,,,"Unknown","Unknown",1.0000,,,"Unknown",0.0000,
"Mechanical_00004081","SITE_01485","Ducting Unknown",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","Unknown","Unknown","Unknown","Attic",0.0000,,1.0000,,"Conditioned","Crawlspace",0.0000,,1.0000,,"Unconditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,1.0000,,0.0000,
"Mechanical_00004082","SITE_01486","Metal Plenum, Flex Runs",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","R8","N/A","N/A","No","N/A","Yes","Crawlspace",1.0000,,1.0000,,"Unconditioned","N/A",1.0000,,1.0000,,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,0.0000,,0.0000,
"Mechanical_00004083","SITE_01489","All Metal",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","Yes","Duct Tape","No","Garage",0.2500,,0.7500,,"Conditioned","In Walls",0.2500,,0.7500,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",1.0000,,1.0000,,0.0000,
"Mechanical_00004084","SITE_01491","All Metal",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","No","N/A","No","Crawlspace",0.7500,,0.0000,,"Unconditioned","In Walls",0.7500,,0.0000,,"Conditioned","Garage",0.0000,,0.2500,,"Unconditioned","N/A",0.0000,,0.2500,,"N/A",0.2500,,0.7500,,0.0000,
"Mechanical_00004085","SITE_01492","90% Flex (Spider System)",1.0000,,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","R6","N/A","N/A","Unknown","Unknown","No","Attic",1.0000,,1.0000,,"Unconditioned","N/A",1.0000,,1.0000,,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,0.0000,,0.0000,
"Mechanical_00004086","SITE_01494","Metal Plenum, Flex Runs",1.0000,,"Fiberglass batts",2.0000,,"N/A",,"N/A","N/A",,"N/A","R8","N/A","N/A","No","N/A","No","Attic",1.0000,,1.0000,,"Unconditioned","N/A",1.0000,,1.0000,,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,0.0000,,0.0000,
"Mechanical_00004087","SITE_01495","All Metal",0.5000,,"Fiberglass batts",3.0000,,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","No","N/A","Yes","Crawlspace",0.5000,,0.5000,,"Unconditioned","Unknown",0.5000,,0.5000,,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown",,"Unknown"
"Mechanical_00004088","SITE_01496","All Metal",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","No","N/A","Yes","Garage",0.2500,,0.5000,,"Unconditioned","Basement",0.2500,,0.5000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.7500,,0.5000,,0.0000,
"Mechanical_00004089","SITE_01497","All Metal",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","Yes","Unknown","No","Basement",0.7500,,0.2500,,"Conditioned","In Walls",0.7500,,0.2500,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.2500,,0.7500,,0.0000,
"Mechanical_00004090","SITE_01500","All Metal",1.0000,,"Fiberglass batts",6.0000,,"N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","No","N/A","No","Crawlspace",1.0000,,1.0000,,"Unconditioned","N/A",1.0000,,1.0000,,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,0.0000,,0.0000,
"Mechanical_00004091","SITE_01501","All Metal",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","Yes","Unknown","Yes","Basement",0.7500,,0.7500,,"Conditioned","In Walls",0.7500,,0.7500,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.2500,,0.2500,,0.0000,
"Mechanical_00004092","SITE_01503","90% Flex (Spider System)",0.7500,,"N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","Unknown","N/A","N/A","No","N/A","No","Attic",0.5000,,1.0000,,"Unconditioned","Crawlspace",0.5000,,1.0000,,"Unconditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,0.0000,,0.0000,
"Mechanical_00015281","SITE_00150","All Metal",0.0000,,"N/A",,"N/A","Unknown",,"Unknown","Unknown",,"Unknown","N/A","N/A","N/A","No","Unknown","Unknown","In Walls",1.0000,,1.0000,,"Conditioned","Unknown",1.0000,,1.0000,,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",1.0000,,1.0000,,0.0000,
"Mechanical_00015564","SITE_00190","All Metal",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A"
"Mechanical_00015282","SITE_00016","Ducting Unknown",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","No","N/A","Yes","Crawlspace",1.0000,,0.0000,,"Unconditioned Inaccessible","MF Home Mechanical Closet",1.0000,,0.0000,,"Conditioned","Unknown",,"Unknown",,"Unknown","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",0.0000,,1.0000,,1.0000,
"Mechanical_00015283","SITE_00016","All Metal",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","Unknown",,"Unknown","N/A","N/A","N/A","Unknown","Unknown","Unknown","Crawlspace",1.0000,,0.0000,,"Unconditioned","In Walls",1.0000,,0.0000,,"Conditioned","Unknown",,"Unknown",,"Unknown","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",0.0000,,1.0000,,1.0000,
"Mechanical_00004383","SITE_01566","All Metal",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","No","N/A","Yes","In Walls",0.5000,,0.5000,,"Conditioned","In Walls",0.5000,,0.5000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",1.0000,,1.0000,,0.0000,
"Mechanical_00004384","SITE_01650","Not Present",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A"
"Mechanical_00004385","SITE_01680","All Metal",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","Yes","Caulking","No","In Walls",1.0000,,0.5000,,"Unconditioned","In Walls",1.0000,,0.5000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",0.0000,,0.5000,,0.0000,
"Mechanical_00004386","SITE_01555","All Metal",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","No","N/A","No","In Walls",1.0000,,1.0000,,"Conditioned","N/A",1.0000,,1.0000,,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",1.0000,,1.0000,,0.0000,
"Mechanical_00004387","SITE_01630","Not Present",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A"
"Mechanical_00004388","SITE_01637","All Metal",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A",,"N/A","N/A","N/A","N/A","No","N/A","Yes","Basement",1.0000,,0.0000,,"Conditioned","Basement",1.0000,,0.0000,,"Conditioned","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",1.0000,,1.0000,,0.0000,
