Month,Daytype,Hour,Heating,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous
5,SUNDAY,20,0.0000,1.6692,0.3561,0.3201,1.1634,0.8992,0.2814,0.9185,0.1520,0.0925
5,SUNDAY,21,0.0000,1.4298,0.3247,0.2014,0.9029,0.8870,0.2814,0.8566,0.0982,0.0777
5,SUNDAY,22,0.0000,1.1897,0.2850,0.1327,0.6133,0.8618,0.2814,0.7833,0.0179,0.0680
5,SUNDAY,23,0.0000,0.0558,0.0806,0.1107,0.4304,0.8489,0.2814,0.6611,0.0141,0.0631
5,HOLIDAY,0,0.0000,0.0533,0.0806,0.1083,0.2704,0.8367,0.2814,0.5257,0.0127,0.0601
5,HOLIDAY,1,0.0000,0.0465,0.0806,0.1083,0.1225,0.8251,0.2814,0.3955,0.0123,0.0563
5,HOLIDAY,2,0.0000,0.0414,0.0806,0.1083,0.0551,0.8150,0.2814,0.2867,0.0115,0.0494
5,HOLIDAY,3,0.0000,0.0298,0.0806,0.1083,0.0388,0.8056,0.2814,0.2091,0.0098,0.0347
5,HOLIDAY,4,0.0000,0.0226,0.0806,0.1119,0.0428,0.8105,0.2814,0.1586,0.0081,0.0214
5,HOLIDAY,5,0.0000,0.0199,0.0806,0.1450,0.0871,0.8064,0.0000,0.1344,0.0085,0.0182
5,HOLIDAY,6,0.0000,0.0976,0.0806,0.2521,0.2060,0.8095,0.0000,0.1434,0.1423,0.0259
5,HOLIDAY,7,0.0000,0.1167,0.0806,0.4555,0.4121,0.8132,0.0000,0.1736,0.1497,0.0394
5,HOLIDAY,8,0.0000,0.2981,0.1127,0.7095,0.6412,0.8355,0.0000,0.2085,0.1601,0.0528
5,HOLIDAY,9,0.0000,0.4348,0.1313,0.8987,0.7574,0.8492,0.0000,0.2452,0.1702,0.0601
5,HOLIDAY,10,0.0000,0.4527,0.1313,0.9636,0.8379,0.8653,0.0000,0.2825,0.1783,0.0602
5,HOLIDAY,11,0.0000,0.5017,0.1342,0.9753,0.9427,0.8909,0.0000,0.3392,0.1860,0.0602
