"PK_Envelope_ID","CK_SiteID","Floor Type","Floor Sub-Type","Floor Area","Floor Area_notes","Floor Perimeter","Floor Perimeter_notes","Foundation Wall Area","Foundation Wall Area_notes","Type of Area Below","Area Below Heated","Framing Type","Framing Size","Framing Spacing","Framing Spacing_notes","Crawlspace Vents Present","Crawlspace Vents Blocked","Basement Percent Below Grade","Basement Percent Below Grade_notes","Central Heating Equipment in Basement","Ducting in Basement","Slab Heated","Slab Insulated","Slab Insulation Position","Slab Insulation Type 1","Slab Insulation Thickness 1","Slab Insulation Thickness 1_notes","Slab Insulation Condition 1","Slab Insulation Condition 1_notes","Slab Insulation Type 2","Slab Insulation Thickness 2","Slab Insulation Thickness 2_notes","Slab Insulation Condition 2","Slab Insulation Condition 2_notes","Slab Insulation Type 3","Slab Insulation Thickness 3","Slab Insulation Thickness 3_notes","Slab Insulation Condition 3","Slab Insulation Condition 3_notes","Framed Floor Insulated","Framed Floor Insulation Type 1","Framed Floor Insulation Thickness 1","Framed Floor Insulation Thickness 1_notes","Framed Floor Insulation Condition 1","Framed Floor Insulation Condition 1_notes","Framed Floor Insulation Type 2","Framed Floor Insulation Thickness 2","Framed Floor Insulation Thickness 2_notes","Framed Floor Insulation Condition 2","Framed Floor Insulation Condition 2_notes","Framed Floor Insulation Type 3","Framed Floor Insulation Thickness 3","Framed Floor Insulation Thickness 3_notes","Framed Floor Insulation Condition 3","Framed Floor Insulation Condition 3_notes","Framed Floor Insulation R-Value","Framed Floor Insulation R-Value_notes","Crawlspace Walls Insulated","Crawlspace Wall Insulation Type 1","Crawlspace Wall Insulation Condition 1","Crawlspace Wall Insulation Condition 1_notes","Crawlspace Wall Insulation Type 2","Crawlspace Wall Insulation Thickness 2","Crawlspace Wall Insulation Thickness 2_notes","Crawlspace Wall Insulation Condition 2","Crawlspace Wall Insulation Condition 2_notes","Crawlspace Wall Exteriors Insulated","Crawlspace Wall Exterior Insulation Type 1","Crawlspace Wall Exterior Insulation Thickness 1","Crawlspace Wall Exterior Insulation Thickness 1_notes","Crawlspace Wall Exterior Insulation Condition 1","Crawlspace Wall Exterior Insulation Condition 1_notes","Crawlspace Wall Exterior Insulation Type 2","Crawlspace Wall Exterior Insulation Thickness 2","Crawlspace Wall Exterior Insulation Thickness 2_notes","Crawlspace Wall Exterior Insulation Condition 2","Crawlspace Wall Exterior Insulation Condition 2_notes","Crawlspace Wall Interior Insulation R-Value","Crawlspace Wall Interior Insulation R-Value_notes","Crawlspace Wall Exterior Insulation R-Value","Crawlspace Wall Exterior Insulation R-Value_notes","Crawlspace Wall Below Grade U-Value","Crawlspace Wall Below Grade U-Value_notes","Crawlspace Wall Above Grade U-Value","Crawlspace Wall Above Grade U-Value_notes","Foundation Wall U-Value","Foundation Wall U-Value_notes","Foundation Wall Heat Loss Rate (UA)","Foundation Wall Heat Loss Rate (UA)_notes","Foundation F-Value","Foundation F-Value_notes","Ground Contact Heat Loss Rate (UA)","Ground Contact Heat Loss Rate (UA)_notes","Framed Floor U-Value","Framed Floor U-Value_notes","Framed Floor Heat Loss Rate (UA)","Framed Floor Heat Loss Rate (UA)_notes","Final Floor / Foundation Heat Loss Rate (UA)","Final Floor / Foundation Heat Loss Rate (UA)_notes","Heat Loss Components","Floor Notes"
"Envelope_00001420","BLDG_00051","Slab","N/A",2875.0000,,280.0000,,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A","N/A","No","No","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown","N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.7300,,204.4000,,,"N/A",,"N/A",204.4000,,"Components: Ground Contact UA","N/A"
"Envelope_00001421","BLDG_00052","Floor over other area","Frame",880.0000,,,"N/A",,"N/A","Parking","No","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown","N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.2127,"Estimated based on homes of similar vintage",187.1893,,187.1893,,"Components: Framed Floor UA","N/A"
"Envelope_00001422","BLDG_00052","Crawlspace","Unconditioned",1860.0000,,184.0000,,"736.00","Estimated","N/A","N/A","Unknown","Unknown",,"Unknown","Yes","No",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown","Unknown","N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",,"Unknown",,"Unknown",,"Unknown",0.6801,"Estimated based on homes of similar vintage",500.5172,,0.5900,"Estimated based on homes of similar vintage",108.5600,,0.0521,"Estimated based on homes of similar vintage",96.9791,,96.9791,,"Components: Framed Floor UA","No access to crawl"
"Envelope_00001475","BLDG_00053","Slab","N/A",8298.0000,,622.0000,,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A","N/A","No","Unknown","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown","N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.7194,"Estimated based on homes of similar vintage",447.4741,,,"N/A",,"N/A",447.4741,,"Components: Ground Contact UA","N/A"
"Envelope_00001476","BLDG_00053","Cantilever","N/A",3802.0000,,,"N/A",,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown","N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.0348,"Estimated based on homes of similar vintage",132.3013,,132.3013,,"Components: Framed Floor UA","Couldn't access floor cavity. Cantilever over covered/open garage and small strip on east side of 1st floor common area"
"Envelope_00001405","BLDG_00054","Floor over other area","Frame",2160.0000,,,"N/A",,"N/A","Parking","No","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown","N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.2127,"Estimated based on homes of similar vintage",459.4646,,459.4646,,"Components: Framed Floor UA","N/A"
"Envelope_00001406","BLDG_00054","Slab","N/A",3424.0000,,352.0000,,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A","N/A","Unknown","Unknown","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown","N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.7300,,256.9600,,,"N/A",,"N/A",256.9600,,"Components: Ground Contact UA","N/A"
"Envelope_00001477","BLDG_00057","Crawlspace","Unknown",4221.0000,,398.0000,,"1,592.00","Estimated","N/A","N/A","Unknown","Unknown",,"Unknown","Yes","No",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass Batts",9.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",30.6900,,"Unknown","N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0000,,,"Unknown",,"Unknown",,"Exclude",,"Exclude",,"Unknown",,"Unknown",0.0348,,146.8816,,146.8816,,"Components: Framed Floor UA","Could not access crawlspace. No access in Unit and building manager gone for the day by start of visit."
"Envelope_00001407","BLDG_00058","Slab","N/A",6240.0000,,704.0000,,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A","N/A","Unknown","Yes","Unknown","Expanded Polystyrene Foam Board",2.5000,,,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown","N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.7000,,492.8000,,,"N/A",,"N/A",492.8000,,"Components: Ground Contact UA","N/A"
"Envelope_00003490","BLDG_00061","Slab","N/A",5696.0000,,452.0000,,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A","N/A","No","No","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown","N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.7300,,329.9600,,,"N/A",,"N/A",329.9600,,"Components: Ground Contact UA","N/A"
"Envelope_00001409","BLDG_00062","Slab","N/A",12213.0000,,611.0000,,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A","N/A","Unknown","Unknown","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown","N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.7125,"Estimated based on homes of similar vintage",435.3375,,,"N/A",,"N/A",435.3375,,"Components: Ground Contact UA","N/A"
"Envelope_00001410","BLDG_00062","Cantilever","N/A",180.0000,,,"N/A",,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown","N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.0419,"Estimated based on homes of similar vintage",7.5435,,7.5435,,"Components: Framed Floor UA","N/A"
"Envelope_00001453","BLDG_00063","Basement","Unconditioned",480.0000,,88.0000,,"704.00","Basement wall details in separate table","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",1.0000,,"No","No Exposed Ducts in Basement","No","No","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown","N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",1.2255,,862.7741,,0.4600,,40.4800,,0.1849,"Estimated based on homes of similar vintage",88.7758,,80.8313,,"Final UA includes buffer space calculations. Components: Foundation Wall UA, Ground Contact UA, Framed Floor UA","N/A"
"Envelope_00001454","BLDG_00063","Crawlspace","Unconditioned",3444.0000,,268.0000,,"1,072.00","Estimated","N/A","N/A","Unknown","Unknown",,"Unknown","Yes","No",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown","Unknown","N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",,"Unknown",0.3500,,,"Unknown",0.6801,,729.0141,,0.5900,,158.1200,,0.0997,"Estimated based on homes of similar vintage",343.2793,,343.2793,,"Components: Framed Floor UA","Crawl space presence evident from venting, no access"
"Envelope_00001417","BLDG_00064","Crawlspace","Unconditioned",1836.0000,,230.0000,,"920.00","Estimated","N/A","N/A","Unknown","Unknown",,"Unknown","Yes","No",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Yes","Fiberglass Batts",9.0000,,,"Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",30.6900,,"Unknown","N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0000,,,"Unknown",,"Unknown",0.6801,"Estimated based on homes of similar vintage",625.6465,,0.5900,"Estimated based on homes of similar vintage",135.7000,,0.0348,,63.8888,,63.8888,,"Components: Framed Floor UA","No access to crawl"
"Envelope_00001423","BLDG_00065","Crawlspace","Unconditioned",5040.0000,,379.0000,,"1,516.00","Estimated","N/A","N/A","Post and Beam","2x6 or 4x6",24,,"Yes","No",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,"No","N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",0.0000,,0.0000,,0.3500,,1.0101,,0.6801,,1030.9566,,0.5900,,223.6100,,0.2127,,1072.0841,,1072.0841,,"Components: Framed Floor UA","N/A"
"Envelope_00001480","BLDG_00066","Cantilever","N/A",307.0000,,,"N/A",,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown","N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"Unknown",,"Unknown",,"Exclude","Components: Framed Floor UA","N/A"
"Envelope_00001481","BLDG_00066","Basement","Unconditioned",4312.5000,,415.5000,,"984.00","Basement wall details in separate table","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",1.0000,,"No","No Exposed Ducts in Basement","No","No","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown","N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.1900,,186.9600,,0.4600,,191.1300,,0.1849,"Estimated based on homes of similar vintage",797.5948,,256.4995,,"Final UA includes buffer space calculations. Components: Foundation Wall UA, Ground Contact UA, Framed Floor UA","N/A"
"Envelope_00001473","BLDG_00067","Crawlspace","Unknown",2368.0000,,228.0000,,"912.00","Estimated","N/A","N/A","Unknown","Unknown",,"Unknown","Yes","No",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown","Unknown","N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0000,,0.3500,,,"Unknown",0.6801,,620.2061,,0.5900,,134.5200,,0.0997,"Estimated based on homes of similar vintage",236.0294,,236.0294,,"Components: Framed Floor UA","Can't access crawlspace but vents are visible and open"
"Envelope_00001474","BLDG_00067","Cantilever","N/A",50.0000,,,"N/A",,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown","N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"Unknown",,"Unknown",,"Exclude","Components: Framed Floor UA","Couldn't access cantilever floor"
"Envelope_00001413","BLDG_00068","Slab","N/A",6944.0000,,503.0000,,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A","N/A","Unknown","Unknown","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown","N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.7125,"Estimated based on homes of similar vintage",358.3875,,,"N/A",,"N/A",358.3875,,"Components: Ground Contact UA","N/A"
"Envelope_00001414","BLDG_00068","Cantilever","N/A",365.0000,,,"N/A",,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown","N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.0419,"Estimated based on homes of similar vintage",15.2965,,15.2965,,"Components: Framed Floor UA","N/A"
"Envelope_00001415","BLDG_00068","Floor over other area","Frame",2520.0000,,,"N/A",,"N/A","Parking","Unknown","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown","N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.0419,"Estimated based on homes of similar vintage",105.6089,,105.6089,,"Components: Framed Floor UA","N/A"
"Envelope_00001449","BLDG_00069","Slab","N/A",4538.0000,,420.0000,,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A","N/A","No","Yes","Unknown","Expanded Polystyrene Foam Board",2.5000,,,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown","N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.7000,,294.0000,,,"N/A",,"N/A",294.0000,,"Components: Ground Contact UA","N/A"
"Envelope_00001416","BLDG_00070","Basement","Conditioned",14360.0000,,784.0000,,"6,272.00","Basement wall details in separate table","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",1.0000,,"Unknown","Unknown","No","Yes","Unknown","Expanded Polystyrene Foam Board",2.5000,,,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown","N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.3950,,2477.5984,,0.4600,,360.6400,,0.1849,"Estimated based on homes of similar vintage",2655.8749,,360.6400,,"Components: Ground Contact UA. (Basement wall details in separate table)","N/A"
"Envelope_00001452","BLDG_00071","Slab","N/A",10558.0000,,838.0000,,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A","N/A","Unknown","Unknown","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown","N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.7268,"Estimated based on homes of similar vintage",609.0937,,,"N/A",,"N/A",609.0937,,"Components: Ground Contact UA","N/A"
"Envelope_00001478","BLDG_00071","Slab","N/A",27872.0000,,1126.0000,,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A","N/A","No","No","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown","N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.7300,,821.9800,,,"N/A",,"N/A",821.9800,,"Components: Ground Contact UA","N/A"
"Envelope_00001412","BLDG_00072","Slab","N/A",1768.0000,,188.0000,,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A","N/A","No","Unknown","Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown","N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.7300,,137.2400,,,"N/A",,"N/A",137.2400,,"Components: Ground Contact UA","N/A"
"Envelope_00001544","BLDG_00073","Slab","N/A",2188.0000,,296.0000,,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A","N/A","Unknown","Yes","Unknown","Expanded Polystyrene Foam Board",2.5000,,,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown","N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.7000,,207.2000,,,"N/A",,"N/A",207.2000,,"Components: Ground Contact UA","N/A"
"Envelope_00001455","BLDG_00074","Slab","N/A",3936.0000,,504.0000,,,"N/A","N/A","N/A","N/A","N/A",,"N/A","N/A","N/A",,"N/A","N/A","N/A","Unknown","Yes","Unknown","Expanded Polystyrene Foam Board",2.0000,,,"Unknown","Unknown",,"Unknown",,"Unknown","Unknown",,"Unknown",,"Unknown","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown","N/A","N/A",,"N/A","N/A",,"N/A",,"N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",0.7000,,352.8000,,,"N/A",,"N/A",352.8000,,"Components: Ground Contact UA","N/A"
"Envelope_00001067","BLDG_00075","Crawlspace","Unconditioned",2700.0000,,310.0000,,"1,240.00","Estimated","N/A","N/A","Unknown","Unknown",,"Unknown","Yes","Yes",,"N/A","N/A","N/A","N/A","N/A","N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","Unknown","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown","Unknown","N/A",,"N/A","N/A",,"N/A",,"N/A","No","N/A",,"N/A",,"N/A","N/A",,"N/A",,"N/A",,"Unknown",0.0000,,,"Unknown",,"Unknown",0.6626,"Estimated based on homes of similar vintage",821.5626,,0.5900,"Estimated based on homes of similar vintage",182.9000,,0.0395,"Estimated based on homes of similar vintage",106.7529,,96.4973,,"Final UA includes buffer space calculations. Components: Foundation Wall UA, Ground Contact UA, Framed Floor UA","N/A"
