"SITEID","Building_Category","State","Site_Case_Weight","Ownership","Vintage","Conditioned_Area","COHORT","county","City","subregion","zip","utility_name","ut_class","utility_id","stratum","pop_ct","unit_multiplicity_ct","ALT_svy_wt"
SITE_00160,Single Family (4 or fewer units),WA,2292.4,Own / buying,1942,2250,SF,Kin,SEATTLE,PS,98116,Seattle City o,SCL.not,16868,PS.4,170506.165,1,2471.103841
SITE_00161,Multifamily (5 or more units),WA,2002.11,Rent,1997,,MF,Sno,LYNNWOOD,PS,98036,Snohomish Coun,BPA,17470,WA.1,226582,1,2312.061224
SITE_00162,Single Family (4 or fewer units),WA,3801.52,Own / buying,1990,2654,SF,Sno,SNOHOMIS,PS,98290,Snohomish Coun,snoPUD,17470,PS.5,237332,1,3955.533333
SITE_00163,Single Family (4 or fewer units),WA,2292.4,Own / buying,1983,2590,SF,Kin,SEATTLE,PS,98136,Seattle City o,SCL.not,16868,PS.4,170506.165,1,2471.103841
SITE_00164,Single Family (4 or fewer units),WA,10259.39,Own / buying,1961,2740,SF,Pie,UNIVERSI,PS,98466,Tacoma City of,BPA,18429,PS.6,436013,1,10381.2619
SITE_00165,Single Family (4 or fewer units),WA,2292.4,Own / buying,1948,1043.7,SF,Kin,SHORELIN,PS,98155,Seattle City o,SCL.not,16868,PS.4,170506.165,1,2471.103841
SITE_00166,Single Family (4 or fewer units),WA,12576.67,Own / buying,1930,2312.5,SF,Kin,WOODINVI,PS,98077,Puget Sound En,non-BPA,15500,PS.7,447680,1,14922.66667
SITE_00167,Single Family (4 or fewer units),WA,587.74,Rent,1951,602.86,SF,Kin,SEATTLE,PS,98133,Seattle City o,SCL.E,16868,PS.3,39858.38515,1,653.41615
SITE_00168,Single Family (4 or fewer units),WA,587.74,Occupy without rent,1939,1349,SF,Kin,SEATTLE,PS,98136,Seattle City o,SCL.E,16868,PS.3,39858.38515,1,653.41615
SITE_00169,Single Family (4 or fewer units),WA,2292.4,Own / buying,1929,2053.1,SF,Kin,SEATTLE,PS,98177,Seattle City o,SCL.not,16868,PS.4,170506.165,1,2471.103841
SITE_00170,Single Family (4 or fewer units),WA,3801.52,Own / buying,1977,1796,SF,Sno,STANWOOD,PS,98292,Snohomish Coun,snoPUD,17470,PS.5,237332,1,3955.533333
SITE_00171,Single Family (4 or fewer units),WA,2292.4,Own / buying,1912,1803,SF,Kin,SEATTLE,PS,98115,Seattle City o,SCL.not,16868,PS.4,170506.165,1,2471.103841
SITE_00172,Single Family (4 or fewer units),WA,3801.52,Own / buying,2015,2763,SF,Sno,ARLINGTO,PS,98223,Snohomish Coun,snoPUD,17470,PS.5,237332,1,3955.533333
SITE_00173,Single Family (4 or fewer units),WA,2292.4,Own / buying,1951,1658.6,SF,Kin,SEATTLE,PS,98115,Seattle City o,SCL.not,16868,PS.4,170506.165,1,2471.103841
SITE_00174,Single Family (4 or fewer units),WA,3801.52,Own / buying,1984,2461,SF,Sno,BRIER,PS,98036,Snohomish Coun,snoPUD,17470,PS.5,237332,1,3955.533333
SITE_00176,Single Family (4 or fewer units),WA,3801.52,Own / buying,1957,2919.5,SF,Sno,EVERETT,PS,98208,Snohomish Coun,snoPUD,17470,PS.5,237332,1,3955.533333
SITE_00177,Single Family (4 or fewer units),WA,3801.52,Own / buying,1950,1348,SF,Sno,MARYSVIL,PS,98271,Snohomish Coun,snoPUD,17470,PS.5,237332,1,3955.533333
SITE_00178,Manufactured,WA,1313.97,Own / buying,1996,1344,MH,Mas,BELFAIR,WW,98528,PUD No 3 of Ma,BPA,15419,WA.4,20712,1,2301.333333
SITE_00179,Multifamily (5 or more units),WA,687.85,Unknown,1974,,MF,Ben,RICHLAND,EW,99352,City of Richla,BPA,15979,WA.9,11753,2,326.4722222
SITE_00180,Single Family (4 or fewer units),ID,4610.02,Rent,2000,1049,SF,Ada,BOISE,ID,83703,Idaho Power Co,non-BPA,9191,ID.1,215212,1,4219.843137
SITE_00181,Multifamily (5 or more units),ID,2272.53,Rent,1974,,MF,Ada,BOISE,ID,83702,Idaho Power Co,non-BPA,9191,ID.4,17789,1,4447.25
SITE_00182,Single Family (4 or fewer units),ID,4610.02,Own / buying,1977,2016,SF,Can,NAMPA,ID,83686,Idaho Power Co,non-BPA,9191,ID.1,215212,1,4219.843137
SITE_00183,Single Family (4 or fewer units),ID,4610.02,Own / buying,1976,1350,SF,Gem,EMMETT,ID,83617,Idaho Power Co,non-BPA,9191,ID.5,115284,1,7205.25
SITE_00184,Single Family (4 or fewer units),ID,4610.02,Own / buying,2014,3594,SF,Ada,STAR,ID,83669,Idaho Power Co,non-BPA,9191,ID.1,215212,1,4219.843137
SITE_00185,Single Family (4 or fewer units),ID,4610.02,Unknown,2001,2460.5,SF,Ada,EAGLE,ID,83616,Idaho Power Co,non-BPA,9191,ID.1,215212,1,4219.843137
SITE_00186,Single Family (4 or fewer units),ID,4610.02,Own / buying,2006,2592,SF,Ada,MERIDIAN,ID,83646,Idaho Power Co,non-BPA,9191,ID.1,215212,1,4219.843137
SITE_00187,Single Family (4 or fewer units),ID,4610.02,Own / buying,1979,2523,SF,Can,CALDWELL,ID,83607,Idaho Power Co,non-BPA,9191,ID.1,215212,1,4219.843137
SITE_00188,Single Family (4 or fewer units),ID,4610.02,Rent,1985,962,SF,Ada,BOISE,ID,83705,Idaho Power Co,non-BPA,9191,ID.1,215212,1,4219.843137
SITE_00189,Single Family (4 or fewer units),ID,4610.02,Own / buying,2005,2760,SF,Ada,BOISE,ID,83709,Idaho Power Co,non-BPA,9191,ID.1,215212,1,4219.843137
SITE_00190,Single Family (4 or fewer units),ID,4610.02,Occupy without rent,1970,2320,SF,Ada,EAGLE,ID,83616,Idaho Power Co,non-BPA,9191,ID.1,215212,1,4219.843137
SITE_00191,Single Family (4 or fewer units),ID,4610.02,Rent,1990,1230,SF,Ada,BOISE,ID,83704,Idaho Power Co,non-BPA,9191,ID.1,215212,1,4219.843137
SITE_00192,Single Family (4 or fewer units),ID,4610.02,Own / buying,1973,1840,SF,Ada,BOISE,ID,83709,Idaho Power Co,non-BPA,9191,ID.1,215212,1,4219.843137
SITE_00193,Single Family (4 or fewer units),ID,4702.18,Rent,1947,728,SF,Bou,BONNERS,ID,83805,City of Bonner,BPA,1956,ID.4,106976,1,4862.545455
SITE_00194,Multifamily (5 or more units),ID,773.6,Rent,,,MF,Cas,BURLEY,ID,83318,City of Burley,BPA,2545,ID.6,8209,1,820.9
SITE_00195,Multifamily (5 or more units),ID,773.6,Own / buying,1907,,MF,Cas,BURLEY,ID,83318,City of Burley,BPA,2545,ID.6,8209,1,820.9
SITE_00196,Single Family (4 or fewer units),ID,4702.18,Rent,1994,1060,SF,Bon,IDAHO FA,ID,83401,Idaho Falls Ci,BPA,9187,ID.4,106976,1,4862.545455
SITE_00197,Multifamily (5 or more units),ID,773.6,Rent,2007,,MF,Bon,IDAHO FA,ID,83401,Idaho Falls Ci,BPA,9187,ID.2,3526,1,705.2
SITE_00198,Single Family (4 or fewer units),ID,4610.02,Rent,1987,1064,SF,Mad,REXBURG,ID,83440,PacifiCorp,non-BPA,14354,ID.5,115284,1,7205.25
SITE_00199,Multifamily (5 or more units),ID,2272.53,Rent,2012,,MF,Mad,REXBURG,ID,83440,PacifiCorp,non-BPA,14354,ID.1,4870,1,695.7142857
SITE_00200,Single Family (4 or fewer units),ID,4702.18,Own / buying,1980,1926,SF,Bon,IDAHO FA,ID,83402,Idaho Falls Ci,BPA,9187,ID.4,106976,1,4862.545455
SITE_00201,Multifamily (5 or more units),ID,2272.53,Rent,,,MF,Mad,REXBURG,ID,83440,PacifiCorp,non-BPA,14354,ID.1,4870,1,695.7142857
SITE_00202,Single Family (4 or fewer units),ID,4610.02,Own / buying,1950,1859,SF,Fre,SAINT AN,ID,83445,PacifiCorp,non-BPA,14354,ID.5,115284,1,7205.25
SITE_00203,Multifamily (5 or more units),ID,2272.53,Rent,2003,,MF,Mad,REXBURG,ID,83440,PacifiCorp,non-BPA,14354,ID.1,4870,1,695.7142857
SITE_00204,Single Family (4 or fewer units),ID,4610.02,Rent,1970,715,SF,Lat,MOSCOW,ID,83843,Avista Corp,non-BPA,20169,ID.2,59273,1,5927.3
SITE_00205,Single Family (4 or fewer units),ID,4610.02,Rent,2008,852,SF,Koo,POST FAL,ID,83854,Avista Corp,non-BPA,20169,ID.2,59273,1,5927.3
SITE_00206,Multifamily (5 or more units),ID,773.6,Rent,2014,,MF,Min,HEYBURN,ID,83336,Heyburn City o,BPA,8532,ID.6,8209,1,820.9
SITE_00207,Multifamily (5 or more units),ID,773.6,Rent,1976,,MF,Bon,IDAHO FA,ID,83401,Idaho Falls Ci,BPA,9187,ID.2,3526,1,705.2
SITE_00208,Multifamily (5 or more units),ID,773.6,Rent,1940,,MF,Bon,IDAHO FA,ID,83401,Idaho Falls Ci,BPA,9187,ID.2,3526,1,705.2
SITE_00209,Multifamily (5 or more units),ID,773.6,Own / buying,2006,,MF,Tet,VICTOR,ID,83455,Fall River Rur,BPA,6169,ID.6,8209,1,820.9
SITE_00210,Multifamily (5 or more units),ID,773.6,Rent,1950,,MF,Min,RUPERT,ID,83350,Rupert City of,BPA,16416,ID.6,8209,1,820.9
SITE_00211,Single Family (4 or fewer units),ID,4702.18,Rent,1940,516,SF,Min,RUPERT,ID,83350,Rupert City of,BPA,16416,ID.4,106976,1,4862.545455
SITE_00212,Multifamily (5 or more units),ID,773.6,Rent,2014,,MF,Koo,POST FAL,ID,83854,Kootenai Elect,BPA,10454,ID.6,8209,1,820.9
SITE_00213,Multifamily (5 or more units),ID,773.6,Rent,2010,,MF,Koo,POST FAL,ID,83854,Kootenai Elect,BPA,10454,ID.6,8209,1,820.9
SITE_00214,Multifamily (5 or more units),ID,773.6,Own / buying,1976,,MF,Koo,RATHDRUM,ID,83858,Kootenai Elect,BPA,10454,ID.6,8209,1,820.9
SITE_00215,Multifamily (5 or more units),ID,773.6,Rent,2010,,MF,Koo,POST FAL,ID,83854,Kootenai Elect,BPA,10454,ID.6,8209,1,820.9
SITE_00216,Single Family (4 or fewer units),ID,4702.18,Own / buying,1972,1440,SF,Bon,SANDPOIN,ID,83864,Northern Light,BPA,13758,ID.4,106976,1,4862.545455
SITE_00217,Multifamily (5 or more units),ID,773.6,Rent,2011,,MF,Bon,SANDPOIN,ID,83864,Northern Light,BPA,13758,ID.6,8209,1,820.9
SITE_00218,Single Family (4 or fewer units),ID,4610.02,Own / buying,2008,5352,SF,Bon,AMMON,ID,83401,PacifiCorp,non-BPA,14354,ID.3,93618,1,4255.363636
SITE_00219,Single Family (4 or fewer units),ID,4702.18,Own / buying,1995,5140,SF,Fre,SAINT AN,ID,83445,Fall River Rur,BPA,6169,ID.4,106976,1,4862.545455
SITE_00220,Single Family (4 or fewer units),ID,4610.02,Own / buying,2011,4255,SF,Koo,HAYDEN,ID,83835,Avista Corp,non-BPA,20169,ID.2,59273,1,5927.3
SITE_00221,Manufactured,ID,626.07,Rent,1987,1064,MH,Ben,SAINT MA,ID,83861,Avista Corp,non-BPA,20169,ID.4,7239,1,1206.5
SITE_00222,Manufactured,ID,1097.77,Own / buying,1995,845,MH,Koo,COEUR D',ID,83815,Kootenai Elect,BPA,10454,ID.5,6105,1,555
SITE_00223,Manufactured,ID,1097.77,Own / buying,1998,1350,MH,Bou,BONNERS,ID,83847,Northern Light,BPA,13758,ID.6,2877,1,959
SITE_00224,Single Family (4 or fewer units),ID,4702.18,Own / buying,1996,1298,SF,Bou,MOYIE SP,ID,83845,City of Bonner,BPA,1956,ID.4,106976,1,4862.545455
SITE_00225,Single Family (4 or fewer units),ID,4702.18,Own / buying,1980,1008,SF,Bou,BONNERS,ID,83805,City of Bonner,BPA,1956,ID.4,106976,1,4862.545455
SITE_00226,Single Family (4 or fewer units),ID,4702.18,Own / buying,1962,2583,SF,Bon,IDAHO FA,ID,83401,Idaho Falls Ci,BPA,9187,ID.4,106976,1,4862.545455
SITE_00227,Single Family (4 or fewer units),ID,4702.18,Own / buying,1988,2447,SF,Min,HEYBURN,ID,83336,Heyburn City o,BPA,8532,ID.4,106976,1,4862.545455
SITE_00228,Single Family (4 or fewer units),ID,4702.18,Own / buying,2008,1362,SF,Koo,POST FAL,ID,83854,Kootenai Elect,BPA,10454,ID.4,106976,1,4862.545455
SITE_00229,Single Family (4 or fewer units),ID,4610.02,Own / buying,1999,4340,SF,Koo,POST FAL,ID,83854,Avista Corp,non-BPA,20169,ID.2,59273,1,5927.3
SITE_00230,Single Family (4 or fewer units),ID,4702.18,Rent,2009,2438,SF,Koo,POST FAL,ID,83854,Kootenai Elect,BPA,10454,ID.4,106976,1,4862.545455
SITE_00231,Single Family (4 or fewer units),ID,4702.18,Own / buying,2004,1204,SF,Koo,POST FAL,ID,83854,Kootenai Elect,BPA,10454,ID.4,106976,1,4862.545455
SITE_00232,Single Family (4 or fewer units),ID,4702.18,Own / buying,2014,2204,SF,Bon,SANDPOIN,ID,83864,Northern Light,BPA,13758,ID.4,106976,1,4862.545455
SITE_00233,Manufactured,ID,626.07,Own / buying,2014,1242,MH,Bin,BLACKFOO,ID,83221,Idaho Power Co,non-BPA,9191,ID.7,17052,1,1421
SITE_00234,Manufactured,ID,626.07,Own / buying,2015,1125,MH,Bin,BLACKFOO,ID,83221,Idaho Power Co,non-BPA,9191,ID.7,17052,1,1421
SITE_00235,Single Family (4 or fewer units),ID,4610.02,Own / buying,2005,3208,SF,Ban,CHUBBUCK,ID,83202,Idaho Power Co,non-BPA,9191,ID.3,93618,1,4255.363636
SITE_00236,Manufactured,ID,626.07,Own / buying,1996,1794,MH,One,MALAD CI,ID,83252,PacifiCorp,non-BPA,14354,ID.8,9105,1,1821
SITE_00237,Manufactured,ID,626.07,Rent,2014,1058.3,MH,Fra,PRESTON,ID,83263,PacifiCorp,non-BPA,14354,ID.8,9105,1,1821
SITE_00238,Manufactured,ID,626.07,Own / buying,1999,1326,MH,Twi,TWIN FAL,ID,83301,Idaho Power Co,non-BPA,9191,ID.3,2499,1,312.375
SITE_00239,Manufactured,ID,626.07,Own / buying,1993,1618.8,MH,Twi,TWIN FAL,ID,83301,Idaho Power Co,non-BPA,9191,ID.3,2499,1,312.375
SITE_00240,Manufactured,ID,1097.77,Own / buying,1995,1716,MH,Cas,BURLEY,ID,83318,United Electri,BPA,19502,ID.7,17052,1,1421
SITE_00241,Manufactured,ID,626.07,Own / buying,1998,1650,MH,Twi,FILER,ID,83328,Idaho Power Co,non-BPA,9191,ID.3,2499,1,312.375
SITE_00242,Manufactured,ID,626.07,Own / buying,1999,1681.5,MH,Goo,HAGERMAN,ID,83332,Idaho Power Co,non-BPA,9191,ID.7,17052,1,1421
SITE_00243,Single Family (4 or fewer units),ID,4610.02,Own / buying,2008,3132,SF,Sho,KINGSTON,ID,83839,Avista Corp,non-BPA,20169,ID.2,59273,1,5927.3
SITE_00244,Manufactured,ID,626.07,Own / buying,1995,1927.5,MH,Jef,RIGBY,ID,83442,PacifiCorp,non-BPA,14354,ID.8,9105,1,1821
SITE_00245,Manufactured,ID,626.07,Own / buying,1976,1098,MH,Ida,COTTONWO,ID,83522,Avista Corp,non-BPA,20169,ID.4,7239,1,1206.5
SITE_00246,Manufactured,ID,626.07,Own / buying,1992,2126,MH,Can,CALDWELL,ID,83607,Idaho Power Co,non-BPA,9191,ID.9,7069,1,589.0833333
SITE_00247,Manufactured,ID,626.07,Own / buying,1996,2027.3,MH,Pay,FRUITLAN,ID,83619,Idaho Power Co,non-BPA,9191,ID.7,17052,1,1421
SITE_00248,Manufactured,ID,626.07,Own / buying,2005,2280,MH,Owy,HOMEDALE,ID,83628,Idaho Power Co,non-BPA,9191,ID.7,17052,1,1421
SITE_00249,Manufactured,ID,626.07,Own / buying,1995,1620,MH,Elm,MOUNTAIN,ID,83647,Idaho Power Co,non-BPA,9191,ID.7,17052,1,1421
SITE_00250,Manufactured,ID,1097.77,Own / buying,2000,1080,MH,Was,WEISER,ID,83672,City of Weiser,BPA,20297,ID.8,9105,1,1821
SITE_00251,Manufactured,ID,626.07,Rent,1969,1368,MH,Can,NAMPA,ID,83686,Idaho Power Co,non-BPA,9191,ID.9,7069,1,589.0833333
SITE_00252,Manufactured,ID,626.07,Own / buying,1995,924,MH,Can,NAMPA,ID,83687,Idaho Power Co,non-BPA,9191,ID.9,7069,1,589.0833333
SITE_00253,Manufactured,ID,626.07,Own / buying,1984,1320,MH,Ada,BOISE,ID,83709,Idaho Power Co,non-BPA,9191,ID.1,7354,1,432.5882353
SITE_00254,Manufactured,ID,626.07,Own / buying,1973,915.3,MH,Ada,BOISE,ID,83713,Idaho Power Co,non-BPA,9191,ID.1,7354,1,432.5882353
SITE_00255,Manufactured,ID,626.07,Rent,1976,1270.5,MH,Ada,BOISE,ID,83713,Idaho Power Co,non-BPA,9191,ID.1,7354,1,432.5882353
SITE_00256,Manufactured,ID,626.07,Own / buying,1976,1322,MH,Ada,BOISE,ID,83716,Idaho Power Co,non-BPA,9191,ID.1,7354,1,432.5882353
SITE_00257,Manufactured,ID,626.07,Own / buying,1991,1836.2,MH,Ada,BOISE,ID,83716,Idaho Power Co,non-BPA,9191,ID.1,7354,1,432.5882353
SITE_00258,Manufactured,ID,626.07,Own / buying,1976,1512,MH,Ada,BOISE,ID,83716,Idaho Power Co,non-BPA,9191,ID.1,7354,1,432.5882353
SITE_00259,Manufactured,ID,626.07,Own / buying,1925,1966.3,MH,Koo,ATHOL,ID,83801,Avista Corp,non-BPA,20169,ID.5,6105,1,555
SITE_00260,Manufactured,ID,1097.77,Own / buying,1998,1890,MH,Koo,ATHOL,ID,83801,Kootenai Elect,BPA,10454,ID.5,6105,1,555
SITE_00261,Manufactured,ID,1097.77,Own / buying,1981,1836,MH,Bon,BLANCHAR,ID,83804,Inland Power &,BPA,8699,ID.6,2877,1,959
SITE_00262,Manufactured,ID,626.07,Own / buying,2000,1096.5,MH,Jef,MENAN,ID,83434,PacifiCorp,non-BPA,14354,ID.8,9105,1,1821
SITE_00263,Single Family (4 or fewer units),ID,4610.02,Own / buying,2012,3309.3,SF,Lat,DEARY,ID,83823,Avista Corp,non-BPA,20169,ID.2,59273,1,5927.3
SITE_00264,Manufactured,ID,626.07,Own / buying,1986,1716,MH,Koo,HAYDEN,ID,83835,Avista Corp,non-BPA,20169,ID.5,6105,1,555
SITE_00265,Manufactured,ID,1097.77,Own / buying,1999,1775.5,MH,Koo,WORLEY,ID,83876,Kootenai Elect,BPA,10454,ID.5,6105,1,555
SITE_00266,Manufactured,ID,626.07,Own / buying,1995,1188,MH,Koo,POST FAL,ID,83854,Avista Corp,non-BPA,20169,ID.5,6105,1,555
SITE_00267,Manufactured,ID,626.07,Own / buying,1994,1417.5,MH,Koo,POST FAL,ID,83854,Avista Corp,non-BPA,20169,ID.5,6105,1,555
SITE_00268,Manufactured,ID,626.07,Own / buying,1977,1324.5,MH,Mad,REXBURG,ID,83440,PacifiCorp,non-BPA,14354,ID.7,17052,1,1421
SITE_00269,Manufactured,ID,626.07,Own / buying,1998,1310.8,MH,Koo,COEUR D',ID,83815,Avista Corp,non-BPA,20169,ID.5,6105,1,555
SITE_00270,Manufactured,ID,1097.77,Own / buying,1992,1040,MH,Lat,MOSCOW,ID,83843,Clearwater Pow,BPA,3739,ID.4,7239,1,1206.5
SITE_00271,Manufactured,ID,1097.77,Own / buying,1973,2226.8,MH,Bon,SPIRIT L,ID,83869,Northern Light,BPA,13758,ID.6,2877,1,959
SITE_00272,Manufactured,ID,626.07,Own / buying,1995,669.3,MH,Lat,MOSCOW,ID,83843,Avista Corp,non-BPA,20169,ID.2,1749,1,159
SITE_00273,Manufactured,ID,626.07,Own / buying,1981,784,MH,Lat,MOSCOW,ID,83843,Avista Corp,non-BPA,20169,ID.2,1749,1,159
SITE_00274,Manufactured,ID,626.07,Own / buying,2001,1265,MH,Bon,SPIRIT L,ID,83869,Avista Corp,non-BPA,20169,ID.4,7239,1,1206.5
SITE_00275,Manufactured,ID,626.07,Own / buying,2004,1809,MH,Koo,HAYDEN,ID,83835,Avista Corp,non-BPA,20169,ID.5,6105,1,555
SITE_00276,Manufactured,ID,626.07,Own / buying,1988,1215,MH,Nez,LEWISTON,ID,83501,Avista Corp,non-BPA,20169,ID.2,1749,1,159
SITE_00277,Manufactured,ID,626.07,Own / buying,2001,1512.5,MH,Koo,RATHDRUM,ID,83858,Avista Corp,non-BPA,20169,ID.5,6105,1,555
SITE_00278,Multifamily (5 or more units),ID,2272.53,Rent,1970,,MF,Ada,BOISE,ID,83706,Idaho Power Co,non-BPA,9191,ID.4,17789,1,4447.25
SITE_00279,Multifamily (5 or more units),ID,2272.53,Rent,1977,,MF,Mad,REXBURG,ID,83440,PacifiCorp,non-BPA,14354,ID.1,4870,1,695.7142857
SITE_00280,Multifamily (5 or more units),ID,2272.53,Rent,2015,,MF,Ada,BOISE,ID,83714,Idaho Power Co,non-BPA,9191,ID.4,17789,1,4447.25
SITE_00281,Multifamily (5 or more units),ID,2272.53,Rent,2006,,MF,Ada,BOISE,ID,83713,Idaho Power Co,non-BPA,9191,ID.4,17789,1,4447.25
SITE_00282,Multifamily (5 or more units),ID,2272.53,Rent,2003,,MF,Mad,REXBURG,ID,83440,PacifiCorp,non-BPA,14354,ID.1,4870,1,695.7142857
SITE_00283,Multifamily (5 or more units),ID,2272.53,Rent,2000,,MF,Ban,POCATELL,ID,83201,Idaho Power Co,non-BPA,9191,ID.5,22344,1,5586
SITE_00284,Multifamily (5 or more units),ID,2272.53,Rent,2001,,MF,Mad,REXBURG,ID,83440,PacifiCorp,non-BPA,14354,ID.1,4870,1,695.7142857
SITE_00285,Multifamily (5 or more units),ID,2272.53,Rent,1996,,MF,Elm,MOUNTAIN,ID,83647,Idaho Power Co,non-BPA,9191,ID.5,22344,1,5586
SITE_00286,Multifamily (5 or more units),ID,2272.53,Rent,,,MF,Elm,MOUNTAIN,ID,83647,Idaho Power Co,non-BPA,9191,ID.5,22344,1,5586
SITE_00287,Multifamily (5 or more units),ID,773.6,Rent,1976,,MF,Bon,IDAHO FA,ID,83402,Idaho Falls Ci,BPA,9187,ID.2,3526,1,705.2
SITE_00288,Multifamily (5 or more units),ID,2272.53,Rent,,,MF,Mad,REXBURG,ID,83440,PacifiCorp,non-BPA,14354,ID.1,4870,2,347.8571429
SITE_00289,Multifamily (5 or more units),ID,2272.53,Unknown,,,MF,Mad,REXBURG,ID,83440,PacifiCorp,non-BPA,14354,ID.1,4870,2,347.8571429
SITE_00290,Multifamily (5 or more units),ID,773.6,Rent,2010,,MF,Bon,IDAHO FA,ID,83401,Idaho Falls Ci,BPA,9187,ID.2,3526,1,705.2
SITE_00291,Multifamily (5 or more units),ID,2272.53,Rent,,,MF,Nez,LEWISTON,ID,83501,Avista Corp,non-BPA,20169,ID.3,1724,1,574.6666667
SITE_00292,Multifamily (5 or more units),ID,2272.53,Rent,1980,,MF,Ida,GRANGEVI,ID,83530,Avista Corp,non-BPA,20169,ID.5,22344,1,5586
SITE_00293,Multifamily (5 or more units),ID,2272.53,Rent,,,MF,Nez,LEWISTON,ID,83501,Avista Corp,non-BPA,20169,ID.3,1724,1,574.6666667
SITE_00294,Multifamily (5 or more units),ID,2272.53,Rent,2000,,MF,Nez,LEWISTON,ID,83501,Avista Corp,non-BPA,20169,ID.3,1724,1,574.6666667
SITE_00295,Manufactured,ID,626.07,Own / buying,1976,1128,MH,Can,NAMPA,ID,83651,Idaho Power Co,non-BPA,9191,ID.9,7069,1,589.0833333
SITE_00296,Manufactured,ID,626.07,Own / buying,2002,1144,MH,Gem,EMMETT,ID,83617,Idaho Power Co,non-BPA,9191,ID.9,7069,1,589.0833333
SITE_00297,Single Family (4 or fewer units),ID,4610.02,Rent,1940,1520,SF,Koo,COEUR D',ID,83814,Avista Corp,non-BPA,20169,ID.2,59273,1,5927.3
SITE_00298,Single Family (4 or fewer units),ID,4702.18,Own / buying,1905,2056,SF,Min,PAUL,ID,83347,United Electri,BPA,19502,ID.4,106976,1,4862.545455
SITE_00299,Manufactured,ID,1097.77,Own / buying,1998,1335,MH,Min,PAUL,ID,83347,United Electri,BPA,19502,ID.7,17052,1,1421
SITE_00300,Manufactured,ID,626.07,Own / buying,1999,1600,MH,Nez,LEWISTON,ID,83501,Avista Corp,non-BPA,20169,ID.2,1749,1,159
SITE_00301,Manufactured,ID,626.07,Own / buying,2010,1612,MH,Nez,LEWISTON,ID,83501,Avista Corp,non-BPA,20169,ID.2,1749,1,159
SITE_00302,Manufactured,ID,626.07,Own / buying,1994,1960,MH,Twi,BUHL,ID,83316,Idaho Power Co,non-BPA,9191,ID.3,2499,1,312.375
SITE_00303,Manufactured,ID,626.07,Own / buying,1972,672,MH,Ada,GARDEN C,ID,83714,Idaho Power Co,non-BPA,9191,ID.1,7354,1,432.5882353
SITE_00304,Manufactured,ID,626.07,Own / buying,1984,877.6,MH,Twi,KIMBERLY,ID,83341,Idaho Power Co,non-BPA,9191,ID.3,2499,1,312.375
SITE_00305,Manufactured,ID,626.07,Own / buying,1989,1092,MH,Twi,BUHL,ID,83316,Idaho Power Co,non-BPA,9191,ID.3,2499,1,312.375
SITE_00306,Manufactured,ID,626.07,Own / buying,1994,1134,MH,Ada,BOISE,ID,83705,Idaho Power Co,non-BPA,9191,ID.1,7354,1,432.5882353
SITE_00307,Manufactured,ID,626.07,Own / buying,1995,924,MH,Can,CALDWELL,ID,83607,Idaho Power Co,non-BPA,9191,ID.9,7069,1,589.0833333
SITE_00308,Manufactured,ID,626.07,Rent,1975,503.5,MH,Nez,LEWISTON,ID,83501,Avista Corp,non-BPA,20169,ID.2,1749,1,159
SITE_00309,Manufactured,ID,626.07,Own / buying,1995,1352,MH,Can,MIDDLETO,ID,83644,Idaho Power Co,non-BPA,9191,ID.9,7069,1,589.0833333
SITE_00310,Manufactured,ID,626.07,Rent,1969,400,MH,Ada,GARDEN C,ID,83714,Idaho Power Co,non-BPA,9191,ID.1,7354,1,432.5882353
SITE_00311,Manufactured,ID,626.07,Own / buying,1978,1152,MH,Ada,BOISE,ID,83709,Idaho Power Co,non-BPA,9191,ID.1,7354,1,432.5882353
SITE_00312,Manufactured,ID,1097.77,Own / buying,1992,1664,MH,Lat,MOSCOW,ID,83843,Clearwater Pow,BPA,3739,ID.4,7239,1,1206.5
SITE_00313,Manufactured,ID,1097.77,Own / buying,1992,1282,MH,Nez,LEWISTON,ID,83501,Clearwater Pow,BPA,3739,ID.4,7239,1,1206.5
SITE_00314,Manufactured,ID,626.07,Own / buying,1970,1225,MH,Ada,GARDEN C,ID,83714,Idaho Power Co,non-BPA,9191,ID.1,7354,1,432.5882353
SITE_00315,Manufactured,ID,626.07,Own / buying,1971,780,MH,Ada,GARDEN C,ID,83714,Idaho Power Co,non-BPA,9191,ID.1,7354,1,432.5882353
SITE_00316,Manufactured,ID,626.07,Own / buying,1977,938,MH,Ada,MERIDIAN,ID,83642,Idaho Power Co,non-BPA,9191,ID.1,7354,1,432.5882353
SITE_00317,Manufactured,ID,626.07,Own / buying,1974,924,MH,Can,CALDWELL,ID,83607,Idaho Power Co,non-BPA,9191,ID.9,7069,1,589.0833333
SITE_00318,Manufactured,ID,626.07,Own / buying,1978,627,MH,Can,CALDWELL,ID,83607,Idaho Power Co,non-BPA,9191,ID.9,7069,1,589.0833333
SITE_00319,Manufactured,ID,626.07,Own / buying,1978,938,MH,Ada,MERIDIAN,ID,83642,Idaho Power Co,non-BPA,9191,ID.1,7354,1,432.5882353
SITE_00320,Manufactured,ID,626.07,Own / buying,1986,944,MH,Ada,BOISE,ID,83714,Idaho Power Co,non-BPA,9191,ID.1,7354,1,432.5882353
