"PK_Mechanical_ID","CK_SiteID","System Type","Technology","Size (Gallons)","Size (Gallons)_notes","Make","Model","Year Manufactured on Nameplate","Year Manufactured","Year Manufactured_notes","Serial Number","Provided by Heating System","Supplemental Solar Water Heating","Fuel Type","Capacity","Capacity_notes","Capacity Units","Energy Factor","Energy Factor_notes","HPWH in Conditioned Space","HPWH Conditioned Space Type","HPWH Conditioned Space Size","HPWH Conditioned Space Size_notes","HPWH Relation to Space Heating Unit","HPWH Ducting","Location","Serves Whole House","Within 4 feet of a drain","Drain Type","Tank Wrap","Tank Wrap Thickness","Tank Wrap Thickness_notes","Pipe Wrap","Pipe Wrap Type","Pipe Wrap Length","Pipe Wrap Length_notes","Pipe Wrap Thickness","Pipe Wrap Thickness_notes","Can Exhaust to Garage or Get Supply Air from Home Interior","In a room greater than 1,000 cubic feet","Eight feet of Vertical Space","Wifi Enabled"
"Mechanical_00010077","SITE_01382","Storage Water Heater","Electric Resistance",50.0000,,"Bradford White","M250t6ds-1ncww","No",2011,,"HC14657456","No","No","Electric",4.5000,,"kW",0.9000,,"N/A","N/A",,"N/A","N/A","N/A","Garage","Yes","Yes","Plumbed drain","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","Yes","Yes","No"
"Mechanical_00010078","SITE_01383","Storage Water Heater","Electric Resistance",80.0000,,"Reliance","680dort210","No",2013,,"1351J008926","No","No","Electric",4.5000,,"kW",0.8600,,"N/A","N/A",,"N/A","N/A","N/A","Main House","No","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","Yes","No"
"Mechanical_00010079","SITE_01385","Storage Water Heater","Electric Resistance",50.0000,,"Bradford White","M250s6ds-1ncww","No",2008,,"ED10511372","No","No","Electric",4.5000,,"kW",0.9200,,"N/A","N/A",,"N/A","N/A","N/A","Unknown","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","No","Yes","No"
"Mechanical_00010080","SITE_01386","Storage Water Heater","Electric Resistance",50.0000,,"Bradford White","M150T5DS12","No",1992,,"JKR311933","No","No","Electric",4.5000,,"kW",0.5800,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","Yes","Plumbed drain","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","Yes","No"
"Mechanical_00010081","BLDG_00402","Storage Water Heater","Electric Resistance",50.0000,,"AO Smith","ECT 52210","No",2015,,"1504J013321","No","No","Electric",4.5000,,"kW",0.9100,,"N/A","N/A",,"N/A","N/A","N/A","Main House","N/A","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","N/A","N/A","N/A","No"
"Mechanical_00010082","SITE_01389","Instantaneous Water Heater","Electric Resistance",4.0000,,"Ariston","Gl4s","No",,"Unknown","3605429351501100116196","Unknown","No","Electric",1.4400,,"kW",0.8000,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","N/A","No","No","No"
"Mechanical_00010083","SITE_01389","Storage Water Heater","Electric Resistance",40.0000,,"General Electric","Unknown","No",,"Unknown","Unknown","No","No","Electric",,"Unknown","kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","No","No"
"Mechanical_00010084","SITE_01390","Storage Water Heater","Electric Resistance",50.0000,,"AO Smith","EES52 917","No",2000,,"GB00-5367104-917","No","No","Electric",4.5000,,"kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","Yes","Yes","No"
"Mechanical_00010085","SITE_01391","Storage Water Heater","Electric Resistance",30.0000,,"Kenmore","153.32450","No",1995,,"L95219119","No","No","Electric",5.5000,,"kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","Yes","Yes","No"
"Mechanical_00010086","SITE_01392","Storage Water Heater","Electric Resistance",40.0000,,"General Electric","GE40M06AAG","Yes",2010,,"N/A","No","No","Electric",4.5000,,"kW",0.9200,,"N/A","N/A",,"N/A","N/A","N/A","Unknown","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","N/A","No","Yes","No"
"Mechanical_00010087","SITE_01395","Storage Water Heater","Electric Resistance",40.0000,,"State","Es640d0lsg","No",2006,,"B06A006936","No","No","Electric",4.5000,,"kW",0.9200,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","No","No"
"Mechanical_00010088","SITE_01399","Storage Water Heater","Electric Resistance",50.0000,,"General Electric","Ge40t06aag","No",2006,,"GE0806R17562","No","No","Electric",4.5000,,"kW",0.9200,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","Yes","No"
"Mechanical_00010089","BLDG_00412","Storage Water Heater","Electric Resistance",50.0000,,"Rheem","82mxr52-2","No",1998,,"0698160061","No","No","Electric",4.0000,,"kW",0.9000,,"N/A","N/A",,"N/A","N/A","N/A","Main House","N/A","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","N/A","N/A","N/A","No"
"Mechanical_00010090","SITE_01404","Storage Water Heater","Electric Resistance",40.0000,,"General Electric","GE40M06AAG","Yes",2006,,"N/A","No","No","Electric",4.5000,,"kW",0.9200,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","Yes","No"
"Mechanical_00010091","SITE_01405","Storage Water Heater","Fossil Fuel Non-Condensing",50.0000,,"AO Smith","Fpsh 50 260","No",2002,,"MB02-1478574","No","No","Natural Gas",46000.0000,,"Btuh",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Garage","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","Yes","Yes","No"
"Mechanical_00010092","SITE_01409","Storage Water Heater","Electric Resistance",50.0000,,"Bradford White","M250t6ds-1ncww","No",2007,,"DA8706096","No","No","Electric",4.5000,,"kW",0.9000,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","No","No"
"Mechanical_00010094","SITE_01411","Storage Water Heater","Electric Resistance",40.0000,,"Bradford White","Re340t6","No",2015,,"MF36389923","No","No","Electric",4.5000,,"kW",0.9300,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","No","No"
"Mechanical_00010095","SITE_01412","Storage Water Heater","Fossil Fuel Non-Condensing",40.0000,,"N/A","Unknown","No",,"Unknown","Unknown","No","No","Natural Gas",38000.0000,,"Btuh",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","Unknown",,"N/A","Unknown","N/A",,"N/A",,"N/A","No","No","No","No"
"Mechanical_00010096","SITE_01413","Storage Water Heater","Electric Resistance",50.0000,,"Bradford White","RE350T6","No",2015,,"MF36329517","No","No","Electric",4.5000,,"kW",0.9200,,"N/A","N/A",,"N/A","N/A","N/A","Main House","No","Yes","Plumbed drain","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","Yes","No"
"Mechanical_00010097","SITE_01414","Storage Water Heater","Electric Resistance",50.0000,,"Ruud","PE2-52-2","Yes",2004,,"N/A","No","No","Electric",4.5000,,"kW",0.9100,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","No","No"
"Mechanical_00010098","SITE_01415","Storage Water Heater","Electric Resistance",50.0000,,"General Electric","Ge50t6ea","No",2000,,"1000620001","No","No","Electric",4.5000,,"kW",0.9500,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","N/A","No","Yes","No"
"Mechanical_00010099","SITE_01416","Storage Water Heater","Electric Resistance",5.0000,,"US Craftmaster","E1f50rd045v","No",2004,,"0425127319","No","No","Electric",4.5000,,"kW",0.9000,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","Yes","Yes","No"
"Mechanical_00010100","SITE_01417","Storage Water Heater","Fossil Fuel Non-Condensing",50.0000,,"Reliance","650gbct300","No",1992,,"9211990018","Yes","No","Natural Gas",40000.0000,,"Btuh",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Basement","Yes","Yes","Floor drain","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","Yes","No"
"Mechanical_00010101","SITE_01418","Storage Water Heater","Electric Resistance",50.0000,,"Bradford White","MI50T6DS13","No",1998,,"SE1885760-131","No","No","Electric",4.5000,,"kW",0.9100,,"N/A","N/A",,"N/A","N/A","N/A","Basement","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","Yes","No","No"
"Mechanical_00010102","SITE_01419","Storage Water Heater","Electric Resistance",47.0000,,"Bradford White","M150L6DS3","No",2004,,"AD4580768","No","No","Electric",4.5000,,"kW",0.5800,,"N/A","N/A",,"N/A","N/A","N/A","Unknown","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","No","Unknown"
"Mechanical_00010887","SITE_01934","Storage Water Heater","Electric Resistance",50.0000,,"AO Smith","Ect52210","No",2014,,"1427J010887","No","No","Electric",4.5000,,"kW",0.9100,,"N/A","N/A",,"N/A","N/A","N/A","Basement","Yes","No","N/A","No",,"N/A","Yes","Polyethylene Foam",4.0000,,1.5000,,"Yes","Yes","No","No"
"Mechanical_00010888","SITE_01935","Storage Water Heater","Electric Resistance",50.0000,,"ProMax","Ect 52 200","No",2007,,"J07J055673","No","No","Electric",4.5000,,"kW",0.9100,,"N/A","N/A",,"N/A","N/A","N/A","Garage","Yes","No","N/A","No",,"N/A","Yes","Polyethylene Foam",2.0000,,1.0000,,"Yes","Yes","Yes","No"
"Mechanical_00010889","SITE_01936","Storage Water Heater","Fossil Fuel Non-Condensing",40.0000,,"Bradford White","Mi4056ln10","No",1995,,"MM5815457","No","No","Natural Gas",34000.0000,,"Btuh",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Garage","Yes","No","N/A","No",,"N/A","Yes","Polyethylene Foam",3.0000,,0.5000,,"Yes","Yes","Yes","No"
"Mechanical_00010890","SITE_01937","Storage Water Heater","Electric Resistance",40.0000,,"Whirlpool","E1F40RD045V","Yes",2008,,"N/A","No","No","Electric",4.5000,,"kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Garage","Yes","Yes","Plumbed drain","No",,"N/A","Yes","Polyethylene Foam",9.5000,,0.7500,,"Yes","Yes","Yes","No"
"Mechanical_00010891","SITE_01940","Storage Water Heater","Electric Heat Pump (Packaged)",80.0000,,"General Electric","GEH80DEEJSC","No",,"Unknown","Unknown","No","No","Electric",8.5000,,"kW",3.2500,,"No","Unknown",,"Unknown","Unknown","N/A","Garage","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","Yes","Yes","Unknown"
"Mechanical_00010892","SITE_01941","Storage Water Heater","Fossil Fuel Non-Condensing",50.0000,,"Apollo","A6 50 65.onrrt970","Yes",1996,,"N/A","No","No","Natural Gas",65000.0000,,"Btuh",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Garage","Yes","Unknown","N/A","Unknown",,"N/A","Yes","Polyethylene Foam",14.0000,,0.5000,,"No","Yes","No","No"
"Mechanical_00010893","SITE_01943","Storage Water Heater","Electric Resistance",50.0000,,"AO Smith","Ees 52 917","No",1999,,"GK99-5184705-917","No","No","Electric",4.5000,,"kW",0.8700,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","No","No","No"
"Mechanical_00010894","SITE_01944","Storage Water Heater","Electric Resistance",50.0000,,"Bradford White","M250t6ds-1ncww","No",2009,,"FK12475851","No","No","Electric",4.5000,,"kW",0.9200,,"N/A","N/A",,"N/A","N/A","N/A","Garage","Yes","Yes","Floor drain","No",,"N/A","Yes","Polyethylene Foam",3.0000,,1.0000,,"Yes","Yes","Yes","No"
"Mechanical_00010895","SITE_01945","Storage Water Heater","Fossil Fuel Non-Condensing",40.0000,,"General Electric","GG40T06AVG01","No",2009,,"GELN0609V01238","No","No","Natural Gas",36000.0000,,"Btuh",0.5900,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","No","No","No"
"Mechanical_00010896","SITE_01947","Storage Water Heater","Electric Resistance",50.0000,,"AO Smith","Ect 52 200","No",2005,,"G05J063532","No","No","Electric",4.5000,,"kW",0.9100,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","Yes","Yes","No"
"Mechanical_00010897","SITE_01948","Storage Water Heater","Electric Resistance",50.0000,,"Bradford White","M25OS6DS5","No",2005,,"BG6399566","No","No","Electric",4.5000,,"kW",0.9100,,"N/A","N/A",,"N/A","N/A","N/A","Garage","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","Yes","Yes","No"
"Mechanical_00010898","SITE_01949","Storage Water Heater","Electric Resistance",50.0000,,"US Craftmaster","E3j52rd040","No",1995,,"9521301148","No","No","Electric",4.0000,,"kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Basement","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","No","No"
"Mechanical_00010899","SITE_01950","Storage Water Heater","Electric Resistance",50.0000,,"Bradford White","M250T6DS5","No",2006,,"CA7223929","No","No","Electric",4.5000,,"kW",0.9000,,"N/A","N/A",,"N/A","N/A","N/A","Garage","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","Yes","Yes","No"
"Mechanical_00010900","SITE_01951","Storage Water Heater","Electric Resistance",50.0000,,"Kenmore","153.326564","No",2011,,"1133A019982","No","No","Electric",5.5000,,"kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","N/A","No","No","No"
"Mechanical_00010901","SITE_01952","Storage Water Heater","Fossil Fuel Non-Condensing",50.0000,,"Rheem","Prog50-38n rh60","No",2016,,"M231604031","No","No","Natural Gas",38000.0000,,"Btuh",0.6000,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","Yes","Yes","No"
"Mechanical_00010902","SITE_01953","Storage Water Heater","Electric Resistance",50.0000,,"Whirlpool","E50R6-45 100","No",2016,,"1601102441813","No","No","Electric",4.5000,,"kW",0.9500,,"N/A","N/A",,"N/A","N/A","N/A","Garage","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","No","Yes","No"
"Mechanical_00010903","SITE_01955","Storage Water Heater","Electric Resistance",80.0000,,"Rheem","81v80d a","No",1997,,"R 0197C10896","No","No","Electric",4.5000,,"kW",0.8600,,"N/A","N/A",,"N/A","N/A","N/A","Garage","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","Yes","Yes","No"
"Mechanical_00010904","SITE_01956","Storage Water Heater","Electric Resistance",50.0000,,"Bradford White","Re350s6","No",2016,,"NG37995920","No","No","Electric",4.5000,,"kW",0.9300,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","Yes","Plumbed drain","No",,"N/A","Yes","Polyethylene Foam",3.0000,,1.0000,,"Yes","No","Yes","No"
"Mechanical_00010905","SITE_01957","Storage Water Heater","Fossil Fuel Non-Condensing",40.0000,,"American Water Heaters","G5140T343N","No",1994,,"9418305034","No","No","Natural Gas",34000.0000,,"Btuh",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Garage","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","Yes","Yes","No"
"Mechanical_00010906","SITE_01958","Storage Water Heater","Electric Heat Pump (Packaged)",50.0000,,"Rheem","Hb50es","Yes",2013,,"N/A","No","No","Electric",4.5000,,"kW",2.4500,,"Yes","Mechanical Room",58,,"None of the above","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","Yes","Yes","Unknown"
"Mechanical_00010907","SITE_01959","Storage Water Heater","Fossil Fuel Non-Condensing",50.0000,,"AO Smith","Gcv50200","No",2010,,"1011J004168","No","No","Natural Gas",40000.0000,,"Btuh",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Garage","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","Yes","Yes","No"
"Mechanical_00010908","SITE_01960","Storage Water Heater","Electric Resistance",50.0000,,"Bradford White","Re350t6","No",2016,,"NC37477408","No","No","Electric",4.5000,,"kW",0.9300,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","Yes","Floor drain","No",,"N/A","No","N/A",,"N/A",,"N/A","No","Yes","No","No"
"Mechanical_00010909","SITE_01962","Storage Water Heater","Electric Resistance",50.0000,,"Bradford White","M250T6DS-1NCWw","No",2010,,"GD13341886","No","No","Electric",4.5000,,"kW",0.9200,,"N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","Yes","No"
"Mechanical_00010910","SITE_01963","Storage Water Heater","Electric Resistance",50.0000,,"Bradford White","MI50S6DS13","No",1996,,"NK7755805","No","No","Electric",4.5000,,"kW",,"Unknown","N/A","N/A",,"N/A","N/A","N/A","Main House","Yes","No","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","No","No","No","No"
"Mechanical_00010911","SITE_01964","Storage Water Heater","Electric Resistance",65.0000,,"Bradford White","M265r6ds-1ncww","No",2014,,"LG34711156","No","Yes","Electric",4.5000,,"kW",0.8900,,"N/A","N/A",,"N/A","N/A","N/A","Garage","Yes","Yes","Floor drain","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","No","Yes","No"
"Mechanical_00010912","SITE_01964","Storage Water Heater","Electric Resistance",50.0000,,"AO Smith","Ect 52 210","No",2014,,"1417J001673","Yes","No","Electric",3.5000,,"kW",0.9100,,"N/A","N/A",,"N/A","N/A","N/A","Garage","Yes","Yes","Floor drain","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","No","Yes","No"
"Mechanical_00010913","SITE_01965","Storage Water Heater","Electric Resistance",50.0000,,"Bradford White","M250s6ds-1ncww","No",2015,,"MB35645647","No","No","Electric",4.5000,,"kW",0.9200,,"N/A","N/A",,"N/A","N/A","N/A","Garage","Yes","Unknown","N/A","No",,"N/A","No","N/A",,"N/A",,"N/A","Yes","Yes","Unknown","No"
